place,place_id,place_label,place_lat,place_lon,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
http://www.wikidata.org/entity/Q648732,Q648732,Saint David's,51.882222222222,-5.2686111111111,Q145,Royaume-Uni,Q145 | Q161885 | Q174193 | Q179876 | Q25,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | pays de Galles,Q145 | Q161885 | Q174193 | Q179876 | Q25,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | pays de Galles,Q24341876 | Q213361 | Q25,St David's and the Cathedral Close | Pembrokeshire | pays de Galles
http://www.wikidata.org/entity/Q648787,Q648787,Jodensavanne,5.413277023767906,-54.952979323444545,Q7646305 | Q730,Suriname,Q730,Suriname,Q730 | Q7646305,Suriname,Q1140891 | Q730,Para | Suriname
http://www.wikidata.org/entity/Q64882,Q64882,Greifensee,47.366111111111,8.6786111111111,Q39,Suisse,Q39,Suisse,Q39,Suisse,Q262156 | Q11943 | Q39,district d'Uster | canton de Zurich | Suisse
http://www.wikidata.org/entity/Q648921,Q648921,Etxebarria,43.254166666667,-2.4772222222222,Q29,Espagne,Q29,Espagne,Q29,Espagne,Q2992043 | Q93366 | Q3995,Lea-Artibai | Biscaye | Pays basque
http://www.wikidata.org/entity/Q649,Q649,Moscou,55.75055555555556,37.6175,Q11750528 | Q170770 | Q186096 | Q34266 | Q139319 | Q2305208 | Q15180 | Q159,duché de Moscou | grande-principauté de Moscou | tsarat de Moscou | Empire russe | République russe | Russie soviétique | Union soviétique | Russie,Q139319 | Q15180 | Q159 | Q2305208 | Q34266,République russe | Union soviétique | Russie | Russie soviétique | Empire russe,Q11750528 | Q139319 | Q15180 | Q159 | Q170770 | Q186096 | Q2305208 | Q34266,duché de Moscou | République russe | Union soviétique | Russie | grande-principauté de Moscou | tsarat de Moscou | Russie soviétique | Empire russe,Q1137842 | Q1697 | Q2184 | Q159 | Q34266 | Q139319 | Q186096 | Q2305208 | Q4303932 | Q15180,gouvernement de Moscou | oblast de Moscou | république socialiste fédérative soviétique de Russie | Russie | Empire russe | République russe | tsarat de Moscou | Russie soviétique | Moscow region (1917-1918) | Union soviétique
http://www.wikidata.org/entity/Q6490222,Q6490222,Žukoŭščyna,53.53333333333333,25.355555555555554,Q184,Biélorussie,Q15180 | Q184 | Q49683,Union soviétique | Biélorussie | grand-duché de Lituanie,Q15180 | Q184 | Q49683,Union soviétique | Biélorussie | grand-duché de Lituanie,Q4181575 | Q3918784 | Q1754468 | Q2991196 | Q191061 | Q790206 | Q49683,Žukoŭščynski sieĺsaviet | Slonimskiy povet | Dziatlava | voïvodie de Nowogródek | Hrodna | Voblast de Baranavitchy | grand-duché de Lituanie
http://www.wikidata.org/entity/Q649076,Q649076,Skalica,48.84361111111111,17.226388888888888,Q214 | Q28513,Slovaquie | Autriche-Hongrie,Q214 | Q33946 | Q853348,Slovaquie | Tchécoslovaquie | République socialiste tchécoslovaque,Q214 | Q28513 | Q33946 | Q853348,Slovaquie | Autriche-Hongrie | Tchécoslovaquie | République socialiste tchécoslovaque,Q837894 | Q842557 | Q181342 | Q214 | Q3496420 | Q246934 | Q1969730 | Q33946 | Q1751495,Skalica | Senica | région de Trnava | Slovaquie | République slovaque | Slovaquie occidentale | espace Schengen | Tchécoslovaquie | République socialiste slovaque
http://www.wikidata.org/entity/Q64920,Q64920,Breil/Brigels,46.766388888889,9.0497222222222,Q39,Suisse,Q39,Suisse,Q39,Suisse,Q23013972 | Q11925 | Q39,Région de Surselva | canton des Grisons | Suisse
http://www.wikidata.org/entity/Q64951,Q64951,Trun,46.74332,8.9831,Q39,Suisse,Q39,Suisse,Q39,Suisse,Q23013972 | Q693276 | Q11925 | Q664727 | Q39,Région de Surselva | Disentis | canton des Grisons | district de Surselva | Suisse
http://www.wikidata.org/entity/Q64957,Q64957,Jonen,47.298333333333,8.3972222222222,Q39,Suisse,Q39,Suisse,Q39,Suisse,Q598525 | Q11972 | Q39,district de Bremgarten | canton d'Argovie | Suisse
