cohort_id,citizenship_id,citizenship_label,entity_count,cohort_total_entities,cohort_pct,wikidata_url
french_seed,Q142,France,1327,1638,81.01,https://www.wikidata.org/wiki/Q142
french_seed,Q70972,royaume de France,66,1638,4.03,https://www.wikidata.org/wiki/Q70972
french_seed,Q39,Suisse,40,1638,2.44,https://www.wikidata.org/wiki/Q39
french_seed,Q183,Allemagne,29,1638,1.77,https://www.wikidata.org/wiki/Q183
french_seed,Q34266,Empire russe,25,1638,1.53,https://www.wikidata.org/wiki/Q34266
french_seed,Q23366230,république de Genève,19,1638,1.16,https://www.wikidata.org/wiki/Q23366230
french_seed,Q172107,république des Deux Nations,14,1638,0.85,https://www.wikidata.org/wiki/Q172107
french_seed,Q29,Espagne,14,1638,0.85,https://www.wikidata.org/wiki/Q29
french_seed,Q161885,royaume de Grande-Bretagne,12,1638,0.73,https://www.wikidata.org/wiki/Q161885
french_seed,Q30,États-Unis,12,1638,0.73,https://www.wikidata.org/wiki/Q30
french_seed,Q174193,Royaume-Uni de Grande-Bretagne et d'Irlande,11,1638,0.67,https://www.wikidata.org/wiki/Q174193
french_seed,Q27306,royaume de Prusse,10,1638,0.61,https://www.wikidata.org/wiki/Q27306
french_seed,Q756617,Royaume de Danemark,7,1638,0.43,https://www.wikidata.org/wiki/Q756617
french_seed,Q4948,république de Venise,7,1638,0.43,https://www.wikidata.org/wiki/Q4948
french_seed,Q170072,Provinces-Unies,6,1638,0.37,https://www.wikidata.org/wiki/Q170072
french_seed,Q28,Hongrie,5,1638,0.31,https://www.wikidata.org/wiki/Q28
french_seed,Q34,Suède,5,1638,0.31,https://www.wikidata.org/wiki/Q34
french_seed,Q16,Canada,5,1638,0.31,https://www.wikidata.org/wiki/Q16
french_seed,Q2577303,royaume de Sardaigne,5,1638,0.31,https://www.wikidata.org/wiki/Q2577303
french_seed,Q153136,Monarchie de Habsbourg,4,1638,0.24,https://www.wikidata.org/wiki/Q153136
french_seed,Q12560,Empire ottoman,4,1638,0.24,https://www.wikidata.org/wiki/Q12560
french_seed,Q131964,empire d'Autriche,4,1638,0.24,https://www.wikidata.org/wiki/Q131964
french_seed,Q158835,principauté de Liège,4,1638,0.24,https://www.wikidata.org/wiki/Q158835
french_seed,Q31,Belgique,3,1638,0.18,https://www.wikidata.org/wiki/Q31
french_seed,Q6581823,Pays-Bas méridionaux,3,1638,0.18,https://www.wikidata.org/wiki/Q6581823
french_seed,Q12548,Saint-Empire romain germanique,2,1638,0.12,https://www.wikidata.org/wiki/Q12548
french_seed,Q10957559,principauté de Moldavie,2,1638,0.12,https://www.wikidata.org/wiki/Q10957559
french_seed,Q154849,grand-duché de Toscane,2,1638,0.12,https://www.wikidata.org/wiki/Q154849
french_seed,Q145,Royaume-Uni,2,1638,0.12,https://www.wikidata.org/wiki/Q145
french_seed,Q2227570,duché de Wurtemberg,2,1638,0.12,https://www.wikidata.org/wiki/Q2227570
french_seed,Q171150,royaume de Hongrie,2,1638,0.12,https://www.wikidata.org/wiki/Q171150
french_seed,Q426025,duché de Savoie,2,1638,0.12,https://www.wikidata.org/wiki/Q426025
french_seed,Q20135,grand-duché de Hesse,2,1638,0.12,https://www.wikidata.org/wiki/Q20135
french_seed,Q36,Pologne,2,1638,0.12,https://www.wikidata.org/wiki/Q36
french_seed,Q170174,États pontificaux,2,1638,0.12,https://www.wikidata.org/wiki/Q170174
french_seed,Q80702,Empire espagnol,2,1638,0.12,https://www.wikidata.org/wiki/Q80702
french_seed,Q55,Pays-Bas,2,1638,0.12,https://www.wikidata.org/wiki/Q55
french_seed,Q790,Haïti,2,1638,0.12,https://www.wikidata.org/wiki/Q790
french_seed,Q208169,république de Raguse,2,1638,0.12,https://www.wikidata.org/wiki/Q208169
french_seed,Q700283,Pays-Bas autrichiens,2,1638,0.12,https://www.wikidata.org/wiki/Q700283
french_seed,Q29999,Royaume des Pays-Bas,1,1638,0.06,https://www.wikidata.org/wiki/Q29999
french_seed,Q3456410,république de Mulhouse,1,1638,0.06,https://www.wikidata.org/wiki/Q3456410
french_seed,Q491507,eyalet d'Égypte,1,1638,0.06,https://www.wikidata.org/wiki/Q491507
french_seed,Q22880,Palatinat du Rhin,1,1638,0.06,https://www.wikidata.org/wiki/Q22880
french_seed,Q1142,Allemagne,1,1638,0.06,https://www.wikidata.org/wiki/Q1142
french_seed,Q186320,grand-duché de Bade,1,1638,0.06,https://www.wikidata.org/wiki/Q186320
french_seed,Q861551,Saint-Domingue,1,1638,0.06,https://www.wikidata.org/wiki/Q861551
french_seed,Q186096,Empire russe,1,1638,0.06,https://www.wikidata.org/wiki/Q186096
french_seed,Q315667,duché de Wurtemberg,1,1638,0.06,https://www.wikidata.org/wiki/Q315667
french_seed,Q403,Serbie,1,1638,0.06,https://www.wikidata.org/wiki/Q403
french_seed,Q1055,Hambourg,1,1638,0.06,https://www.wikidata.org/wiki/Q1055
french_seed,Q42585,royaume de Bohême,1,1638,0.06,https://www.wikidata.org/wiki/Q42585
french_seed,Q37,Prusse royale,1,1638,0.06,https://www.wikidata.org/wiki/Q37
french_seed,Q589662,République de Mayence,1,1638,0.06,https://www.wikidata.org/wiki/Q589662
french_seed,Q706691,république des Deux Nations,1,1638,0.06,https://www.wikidata.org/wiki/Q706691
french_seed,Q3137802,Principauté de Neuchâtel,1,1638,0.06,https://www.wikidata.org/wiki/Q3137802
french_seed,Q435583,royaume de Prusse,1,1638,0.06,https://www.wikidata.org/wiki/Q435583
french_seed,Q221457,république des Deux Nations,1,1638,0.06,https://www.wikidata.org/wiki/Q221457
french_seed,Q258532,Amérique britannique,1,1638,0.06,https://www.wikidata.org/wiki/Q258532
french_seed,Q173065,royaume de Naples,1,1638,0.06,https://www.wikidata.org/wiki/Q173065
french_seed,Q1031430,Pays-Bas des Habsbourg,1,1638,0.06,https://www.wikidata.org/wiki/Q1031430
french_seed,Q22,Écosse,1,1638,0.06,https://www.wikidata.org/wiki/Q22
french_seed,Q23498721,Côte-de-l’Or,1,1638,0.06,https://www.wikidata.org/wiki/Q23498721
french_seed,Q830084,principauté de Brunswick-Wolfenbüttel,1,1638,0.06,https://www.wikidata.org/wiki/Q830084
french_seed,Q298,Chili,1,1638,0.06,https://www.wikidata.org/wiki/Q298
french_seed,Q310650,Principauté de Schaumbourg-Lippe,1,1638,0.06,https://www.wikidata.org/wiki/Q310650
french_seed,Q45670,royaume de Portugal,1,1638,0.06,https://www.wikidata.org/wiki/Q45670
french_seed,Q71084,Premier Empire français,1,1638,0.06,https://www.wikidata.org/wiki/Q71084
french_seed,Q179876,royaume d'Angleterre,1,1638,0.06,https://www.wikidata.org/wiki/Q179876
french_seed,Q159631,Royaume du Wurtemberg,1,1638,0.06,https://www.wikidata.org/wiki/Q159631
french_seed,Q15864,Pays-Bas autrichiens,1,1638,0.06,https://www.wikidata.org/wiki/Q15864
french_seed,Q215530,royaume d'Irlande,1,1638,0.06,https://www.wikidata.org/wiki/Q215530
french_seed,Q179997,Treize colonies,1,1638,0.06,https://www.wikidata.org/wiki/Q179997
french_seed,Q77,Uruguay,1,1638,0.06,https://www.wikidata.org/wiki/Q77
french_seed,Q21,royaume de Grande-Bretagne,1,1638,0.06,https://www.wikidata.org/wiki/Q21
french_seed,Q27,Irlande,1,1638,0.06,https://www.wikidata.org/wiki/Q27
french_seed,Q165154,royaume de Sardaigne,1,1638,0.06,https://www.wikidata.org/wiki/Q165154
french_seed,Q168651,landgraviat de Hesse-Cassel,1,1638,0.06,https://www.wikidata.org/wiki/Q168651
french_seed,Q164079,royaume de Hanovre,1,1638,0.06,https://www.wikidata.org/wiki/Q164079
french_seed,Q159,Empire russe,1,1638,0.06,https://www.wikidata.org/wiki/Q159
global_writers,Q142,France,1565,14377,10.89,https://www.wikidata.org/wiki/Q142
global_writers,Q183,Allemagne,1195,14377,8.31,https://www.wikidata.org/wiki/Q183
global_writers,Q161885,royaume de Grande-Bretagne,1056,14377,7.35,https://www.wikidata.org/wiki/Q161885
global_writers,Q174193,Royaume-Uni de Grande-Bretagne et d'Irlande,660,14377,4.59,https://www.wikidata.org/wiki/Q174193
global_writers,Q34266,Empire russe,479,14377,3.33,https://www.wikidata.org/wiki/Q34266
global_writers,Q29,Espagne,449,14377,3.12,https://www.wikidata.org/wiki/Q29
