wikidata_id,person_id,name,candidate_affiliation,supporting_evidence_count,available_mapped_evidence_count,total_evidence_fields,score_over_total_fields,score_over_available_fields,supporting_evidence_fields,available_mapped_evidence_fields,score_formula,available_score_formula,citizenship_available,citizenship_support,citizenship_candidate_affiliations,native_language_available,native_language_support,native_language_candidate_affiliations,spoken_written_language_available,spoken_written_language_support,spoken_written_language_candidate_affiliations,writing_language_available,writing_language_support,writing_language_candidate_affiliations,birth_place_available,birth_place_support,birth_place_candidate_affiliations,death_place_available,death_place_support,death_place_candidate_affiliations,residence_available,residence_support,residence_candidate_affiliations,work_location_available,work_location_support,work_location_candidate_affiliations
http://www.wikidata.org/entity/Q2856864,Q2856864,Antoine de Fériol de Pont-de-Veyle,French,1,4,8,0.125,0.25,spoken_written_language,citizenship | spoken_written_language | birth_place | death_place,1 / 8,1 / 4,True,False,France,False,False,,True,True,French,False,False,,True,False,France,True,False,France,False,False,,False,False,
http://www.wikidata.org/entity/Q2856893,Q2856893,Antoine de Laurès,France,3,4,8,0.375,0.75,citizenship | birth_place | death_place,citizenship | spoken_written_language | birth_place | death_place,3 / 8,3 / 4,True,True,France,False,False,,True,False,French,False,False,,True,True,France,True,True,France,False,False,,False,False,
http://www.wikidata.org/entity/Q2856893,Q2856893,Antoine de Laurès,French,1,4,8,0.125,0.25,spoken_written_language,citizenship | spoken_written_language | birth_place | death_place,1 / 8,1 / 4,True,False,France,False,False,,True,True,French,False,False,,True,False,France,True,False,France,False,False,,False,False,
http://www.wikidata.org/entity/Q2856990,Q2856990,Anton Bemetzrieder,British,2,5,8,0.25,0.4,death_place | work_location,citizenship | spoken_written_language | birth_place | death_place | work_location,2 / 8,2 / 5,True,False,France,False,False,,True,False,French,False,False,,True,False,France | Germany,True,True,British,False,False,,True,True,British | France
http://www.wikidata.org/entity/Q2856990,Q2856990,Anton Bemetzrieder,France,3,5,8,0.375,0.6,citizenship | birth_place | work_location,citizenship | spoken_written_language | birth_place | death_place | work_location,3 / 8,3 / 5,True,True,France,False,False,,True,False,French,False,False,,True,True,France | Germany,True,False,British,False,False,,True,True,British | France
http://www.wikidata.org/entity/Q2856990,Q2856990,Anton Bemetzrieder,French,1,5,8,0.125,0.2,spoken_written_language,citizenship | spoken_written_language | birth_place | death_place | work_location,1 / 8,1 / 5,True,False,France,False,False,,True,True,French,False,False,,True,False,France | Germany,True,False,British,False,False,,True,False,British | France
http://www.wikidata.org/entity/Q2856990,Q2856990,Anton Bemetzrieder,Germany,1,5,8,0.125,0.2,birth_place,citizenship | spoken_written_language | birth_place | death_place | work_location,1 / 8,1 / 5,True,False,France,False,False,,True,False,French,False,False,,True,True,France | Germany,True,False,British,False,False,,True,False,British | France
http://www.wikidata.org/entity/Q2861844,Q2861844,Armand d'Allonville,France,3,5,8,0.375,0.6,citizenship | birth_place | death_place,citizenship | spoken_written_language | writing_language | birth_place | death_place,3 / 8,3 / 5,True,True,France,False,False,,True,False,French,True,False,French,True,True,France,True,True,France | Germany,False,False,,False,False,
http://www.wikidata.org/entity/Q2861844,Q2861844,Armand d'Allonville,French,2,5,8,0.25,0.4,spoken_written_language | writing_language,citizenship | spoken_written_language | writing_language | birth_place | death_place,2 / 8,2 / 5,True,False,France,False,False,,True,True,French,True,True,French,True,False,France,True,False,France | Germany,False,False,,False,False,
http://www.wikidata.org/entity/Q2861844,Q2861844,Armand d'Allonville,Germany,1,5,8,0.125,0.2,death_place,citizenship | spoken_written_language | writing_language | birth_place | death_place,1 / 8,1 / 5,True,False,France,False,False,,True,False,French,True,False,French,True,False,France,True,True,France | Germany,False,False,,False,False,
