query (2),Unnamed: 1,Unnamed: 2,Unnamed: 3
person,personLabel,birth,viaf
http://www.wikidata.org/entity/Q502161,Pierre-Joseph Bernard,1708-08-26T00:00:00Z,34471504
http://www.wikidata.org/entity/Q3172114,Jean François Gauthier,1708-10-06T00:00:00Z,9104157884820760620001
http://www.wikidata.org/entity/Q79800223,Charles-Henri Ribouté,1708-10-10T00:00:00Z,22146573878238101701
http://www.wikidata.org/entity/Q2856893,Antoine de Laurès,1708-11-30T00:00:00Z,27200233
http://www.wikidata.org/entity/Q3163719,Jean-Antoine Rigoley de Juvigny,1709-01-01T00:00:00Z,51713440
http://www.wikidata.org/entity/Q3170779,Jean Billot,1709-01-01T00:00:00Z,59989439
http://www.wikidata.org/entity/Q8317662,Jean Galli de Bibiena,1709-01-01T00:00:00Z,61566529
http://www.wikidata.org/entity/Q130999958,Bonne-Charlotte de Bénouville,1709-01-01T00:00:00Z,315731828
http://www.wikidata.org/entity/Q2856606,Antoine Peyrol,1709-02-04T00:00:00Z,200056118
http://www.wikidata.org/entity/Q725718,Charles de Brosses,1709-02-07T00:00:00Z,59079671
http://www.wikidata.org/entity/Q1340141,Jacques Barbeu-Dubourg,1709-02-12T00:00:00Z,6958
http://www.wikidata.org/entity/Q202555,Gabriel Bonnot de Mably,1709-03-14T00:00:00Z,84557373
http://www.wikidata.org/entity/Q2404425,Charles Collé,1709-04-14T00:00:00Z,29543878
http://www.wikidata.org/entity/Q3384589,Pierre Cérou,1709-07-07T00:00:00Z,29662759
http://www.wikidata.org/entity/Q3168897,Jean Philippe de Bela,1709-07-08T00:00:00Z,12154440120335341979
http://www.wikidata.org/entity/Q3384395,Pierre Chastelain,1709-07-15T00:00:00Z,40438421
http://www.wikidata.org/entity/Q1393531,"Jean-Jacques Lefranc, Marquis de Pompignan",1709-08-10T00:00:00Z,99339505
http://www.wikidata.org/entity/Q104161502,Nicolas-Michel Linant,1709-08-14T00:00:00Z,41929411
http://www.wikidata.org/entity/Q942163,Jean-Baptiste-Louis Gresset,1709-08-29T00:00:00Z,41861940
http://www.wikidata.org/entity/Q3134745,Joan Claudi Peiròt,1709-09-03T00:00:00Z,13037592
http://www.wikidata.org/entity/Q14542087,Jeanne de Montégut-Ségla,1709-10-25T00:00:00Z,196047777
http://www.wikidata.org/entity/Q725718,Charles de Brosses,1709-12-07T00:00:00Z,59079671
http://www.wikidata.org/entity/Q7068,Julien Offray de La Mettrie,1709-12-12T00:00:00Z,59084677
http://www.wikidata.org/entity/Q7068,Julien Offray de La Mettrie,1709-12-25T00:00:00Z,59084677
http://www.wikidata.org/entity/Q4096460,Philippe Bridard de La Garde,1710-01-01T00:00:00Z,79250248
http://www.wikidata.org/entity/Q62287146,Catherine Michelle de Maisonneuve,1710-01-01T00:00:00Z,103666370
http://www.wikidata.org/entity/Q3086518,Françoise Hus,1710-10-02T00:00:00Z,
http://www.wikidata.org/entity/Q2850913,Anne-Marie du Boccage,1710-10-22T00:00:00Z,14769084
http://www.wikidata.org/entity/Q2958058,Charles-François Racot de Grandval,1710-10-23T00:00:00Z,29558132
http://www.wikidata.org/entity/Q981902,Charles Simon Favart,1710-11-13T00:00:00Z,32006642
http://www.wikidata.org/entity/Q3131416,Henri-Lambert de Thibouville,1710-12-14T00:00:00Z,29771608
http://www.wikidata.org/entity/Q2856819,Antoine Yart,1710-12-15T00:00:00Z,12657165
http://www.wikidata.org/entity/Q130999958,Bonne-Charlotte de Bénouville,1711-01-01T00:00:00Z,315731828
http://www.wikidata.org/entity/Q3083432,François-Joseph Terrasse Desbillons,1711-01-08T00:00:00Z,49234186
http://www.wikidata.org/entity/Q466788,Jeanne Marie Leprince de Beaumont,1711-04-26T00:00:00Z,31999252
http://www.wikidata.org/entity/Q28579440,Jean-Baptiste Jacques Gimat de Bonneval,1711-06-18T00:00:00Z,160030
http://www.wikidata.org/entity/Q1096293,Claude-Adrien Nonnotte,1711-07-29T00:00:00Z,17250701
http://www.wikidata.org/entity/Q2958578,Charles Borde,1711-09-06T00:00:00Z,4940613
http://www.wikidata.org/entity/Q3061049,Eustache Guibaud,1711-09-18T00:00:00Z,291542400
http://www.wikidata.org/entity/Q2833352,Alexandre Guillaume Mouslier de Moissy,1712-01-01T00:00:00Z,4954037
http://www.wikidata.org/entity/Q110225824,Joseph Durey de Sauvoy du Terrail,1712-01-01T00:00:00Z,29884760
http://www.wikidata.org/entity/Q112379238,Charles François Olivier Rosette Brucourt,1712-01-01T00:00:00Z,17563808
http://www.wikidata.org/entity/Q83372032,George Vionnet,1712-01-31T00:00:00Z,36927773
http://www.wikidata.org/entity/Q2423294,Marie-Pierre Fontaine,1712-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q3292670,Marie Louise Mignot,1712-02-12T00:00:00Z,35151776774718011174
http://www.wikidata.org/entity/Q3666315,Charles-Antoine Jombert,1712-03-14T00:00:00Z,41883304
http://www.wikidata.org/entity/Q18115593,Éléazar de Mauvillon,1712-07-15T00:00:00Z,56613677
http://www.wikidata.org/entity/Q3083283,François-Antoine Devaux,1712-09-16T00:00:00Z,53293107
http://www.wikidata.org/entity/Q1892528,Marc-Antoine Laugier,1713-01-22T00:00:00Z,120699659
http://www.wikidata.org/entity/Q1892528,Marc-Antoine Laugier,1713-01-22T00:00:00Z,309813001
http://www.wikidata.org/entity/Q1383530,Edme Mallet,1713-01-29T00:00:00Z,39619852
http://www.wikidata.org/entity/Q1682749,Jean Novi de Caveirac,1713-03-06T00:00:00Z,71417643
http://www.wikidata.org/entity/Q3185699,Joseph Uriot,1713-03-17T00:00:00Z,171400960
http://www.wikidata.org/entity/Q3185699,Joseph Uriot,1713-03-17T00:00:00Z,29674758
http://www.wikidata.org/entity/Q28439536,Jean-Baptiste de Junquières,1713-04-06T00:00:00Z,51746826
http://www.wikidata.org/entity/Q727782,Guillaume Thomas François Raynal,1713-04-12T00:00:00Z,89354395
http://www.wikidata.org/entity/Q50942476,Marie-Marguerite Brun,1713-06-25T00:00:00Z,73863477
http://www.wikidata.org/entity/Q39943790,Nicole Collesson,1713-07-14T00:00:00Z,49348002
http://www.wikidata.org/entity/Q3163709,Jean-Antoine Guer,1713-10-19T00:00:00Z,51698868
http://www.wikidata.org/entity/Q3087936,Marie Jeanne Riccoboni,1713-10-25T00:00:00Z,41845684
http://www.wikidata.org/entity/Q2856675,Antoine Ricouart d'Hérouville,1713-11-16T00:00:00Z,9013155044892272520007
http://www.wikidata.org/entity/Q1063337,Charles-Antoine Leclerc de La Bruère,1714-01-01T00:00:00Z,79845492
http://www.wikidata.org/entity/Q3083566,François-Marie de Marsy,1714-01-01T00:00:00Z,74778174
http://www.wikidata.org/entity/Q3385461,Pierre Honoré Robbé de Beauveset,1714-01-01T00:00:00Z,73985846
http://www.wikidata.org/entity/Q14542080,Charlotte Bourette,1714-01-01T00:00:00Z,34588356
http://www.wikidata.org/entity/Q3185845,Joseph de La Porte,1714-01-19T00:00:00Z,29536176
http://www.wikidata.org/entity/Q1097234,Claude Yvon,1714-04-15T00:00:00Z,4940632
http://www.wikidata.org/entity/Q289741,Étienne-Jean Bouchu,1714-05-23T00:00:00Z,919671
http://www.wikidata.org/entity/Q1093666,"Marc René, marquis de Montalembert",1714-07-16T00:00:00Z,56708001
http://www.wikidata.org/entity/Q1093817,Jean-Baptiste Descamps,1714-08-28T00:00:00Z,122139894
http://www.wikidata.org/entity/Q1093817,Jean-Baptiste Descamps,1714-08-28T00:00:00Z,78752976
http://www.wikidata.org/entity/Q1093817,Jean-Baptiste Descamps,1714-08-28T00:00:00Z,295077399
http://www.wikidata.org/entity/Q272119,Étienne Bonnot de Condillac,1714-09-30T00:00:00Z,9844868
http://www.wikidata.org/entity/Q3427107,"Renée de Froulay, Marquise de Créquy",1714-10-19T00:00:00Z,61554719
http://www.wikidata.org/entity/Q113806374,Jacques-Antoine Grignon des Bureaux,1714-11-18T00:00:00Z,251014040
http://www.wikidata.org/entity/Q2854095,Antoine Jean Sticotti,1715-01-01T00:00:00Z,225735619
http://www.wikidata.org/entity/Q3340825,Nicolas Thyrel de Boismont,1715-01-01T00:00:00Z,54138455
http://www.wikidata.org/entity/Q3524905,Thomas Bergeat,1715-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3557275,Victor Dubourg de La Cassagne,1715-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvétius,1715-01-26T00:00:00Z,100185545
http://www.wikidata.org/entity/Q21427580,Hortense-Félicité de Mailly-Nesle,1715-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q2408093,Charles-Nicolas Cochin,1715-02-22T00:00:00Z,51687541
http://www.wikidata.org/entity/Q374572,François-Joachim de Pierre de Bernis,1715-05-22T00:00:00Z,68925438
http://www.wikidata.org/entity/Q2825098,Adrien-Joseph Le Valois d'Orville,1715-06-08T00:00:00Z,316391761
http://www.wikidata.org/entity/Q551730,"Luc de Clapiers, marquis de Vauvenargues",1715-08-06T00:00:00Z,64016636
http://www.wikidata.org/entity/Q3164658,Jean-Charles Gervaise de Latouche,1715-11-26T00:00:00Z,36918835
http://www.wikidata.org/entity/Q564845,François-Vincent Toussaint,1715-12-21T00:00:00Z,56619317
http://www.wikidata.org/entity/Q1708179,Claude Villaret,1716-01-01T00:00:00Z,73871261
http://www.wikidata.org/entity/Q3083414,François-Joachim Duport du Tertre,1716-01-01T00:00:00Z,17333120
http://www.wikidata.org/entity/Q60844764,François Jacques de Chastenet de Puységur,1716-01-01T00:00:00Z,32131783
http://www.wikidata.org/entity/Q2418816,Jean-Jacques Barthélemy,1716-01-20T00:00:00Z,19710661
http://www.wikidata.org/entity/Q3165396,Jean-François-Henri Collot,1716-01-26T00:00:00Z,
http://www.wikidata.org/entity/Q5928631,Jean-Baptiste de Secondat,1716-02-10T00:00:00Z,25385506
http://www.wikidata.org/entity/Q2853512,Antoine-Joseph Pernety,1716-02-23T00:00:00Z,12313487
http://www.wikidata.org/entity/Q2853512,Antoine-Joseph Pernety,1716-02-23T00:00:00Z,121552511
http://www.wikidata.org/entity/Q3083494,François-Louis Gand Le Bland Du Roullet,1716-04-11T00:00:00Z,59092911
http://www.wikidata.org/entity/Q59390981,Alexandre-Joseph de Rouville,1716-06-24T00:00:00Z,73862766
http://www.wikidata.org/entity/Q3216955,Lancelot Turpin de Crissé,1716-08-05T00:00:00Z,41849779
http://www.wikidata.org/entity/Q3386874,Pierre Rousseau,1716-08-19T00:00:00Z,160997437
http://www.wikidata.org/entity/Q3184517,Joseph Antoine Toussaint Dinouart,1716-11-01T00:00:00Z,56619579
http://www.wikidata.org/entity/Q2302879,Sophie Volland,1716-11-27T00:00:00Z,44945121
http://www.wikidata.org/entity/Q5928631,Jean-Baptiste de Secondat,1716-12-10T00:00:00Z,25385506
http://www.wikidata.org/entity/Q347372,Louis Jules Mancini Mazarini,1716-12-16T00:00:00Z,9979313
http://www.wikidata.org/entity/Q981928,Jean François de Saint-Lambert,1716-12-26T00:00:00Z,71423453
http://www.wikidata.org/entity/Q289139,Étienne-Gabriel Morelly,1717-01-01T00:00:00Z,120700248
http://www.wikidata.org/entity/Q3083975,Francesco Bigottini,1717-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2853736,Antoine Bret,1717-07-09T00:00:00Z,29336
http://www.wikidata.org/entity/Q982053,Louis Carrogis Carmontelle,1717-08-15T00:00:00Z,68926574
http://www.wikidata.org/entity/Q19956123,Alexandre-Xavier Harduin,1718-01-01T00:00:00Z,5040574
http://www.wikidata.org/entity/Q274631,Élie Catherine Fréron,1718-01-20T00:00:00Z,56609978
http://www.wikidata.org/entity/Q3120241,Guillaume d'Abbes de Cabrerolles,1718-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q2848135,André Lefèvre,1718-05-04T00:00:00Z,38722639
http://www.wikidata.org/entity/Q3164382,Jean-Baptiste Pâris de Meyzieu,1718-05-16T00:00:00Z,17118646
http://www.wikidata.org/entity/Q1392588,Claude-Henri Watelet,1718-08-28T00:00:00Z,66565253
http://www.wikidata.org/entity/Q548610,François-Thomas-Marie de Baculard d'Arnaud,1718-09-15T00:00:00Z,95165197
http://www.wikidata.org/entity/Q3383523,Pierre-Thomas-Nicolas Hurtaut,1719-04-17T00:00:00Z,69036462
http://www.wikidata.org/entity/Q135935096,Philippine-Louise de Bussy,1719-04-19T00:00:00Z,
http://www.wikidata.org/entity/Q3159898,Charles Jacques Louis Auguste Rochette La Morlière,1719-04-22T00:00:00Z,7400912
http://www.wikidata.org/entity/Q345858,Henri-Joseph Du Laurens,1719-05-27T00:00:00Z,52123823
http://www.wikidata.org/entity/Q345858,Henri-Joseph Du Laurens,1719-05-27T00:00:00Z,56608936
http://www.wikidata.org/entity/Q345858,Henri-Joseph Du Laurens,1719-05-27T00:00:00Z,393147270492635700002
http://www.wikidata.org/entity/Q367243,Michel-Jean Sedaine,1719-06-02T00:00:00Z,73863522
http://www.wikidata.org/entity/Q2790172,Louis Paul Abeille,1719-06-03T00:00:00Z,14779372
http://www.wikidata.org/entity/Q3124453,Géraud Valet de Reganhac,1719-06-05T00:00:00Z,214302402
http://www.wikidata.org/entity/Q425373,Jacques Cazotte,1719-10-07T00:00:00Z,8698
http://www.wikidata.org/entity/Q16034232,François Antoine Etienne Comte de Gourcy,1719-10-17T00:00:00Z,44393654
http://www.wikidata.org/entity/Q15967292,François-Zacharie de Pourroy de l'Auberivière de Quinsonas,1719-11-05T00:00:00Z,315190756
http://www.wikidata.org/entity/Q726681,"Charles Gravier, comte de Vergennes",1719-12-28T00:00:00Z,3791802
http://www.wikidata.org/entity/Q726681,"Charles Gravier, comte de Vergennes",1719-12-29T00:00:00Z,3791802
http://www.wikidata.org/entity/Q440254,Madeleine de Puisieux,1720-01-01T00:00:00Z,73889178
http://www.wikidata.org/entity/Q1393479,François-Joseph Bérardier de Bataut,1720-01-01T00:00:00Z,64344772
http://www.wikidata.org/entity/Q1914199,Maximilien Henri Saint-Simon,1720-01-01T00:00:00Z,2822130
http://www.wikidata.org/entity/Q15967269,Mme de Beaumer,1720-01-01T00:00:00Z,103666124
http://www.wikidata.org/entity/Q19630307,Marianne-Agnès Falques,1720-01-01T00:00:00Z,100246789
http://www.wikidata.org/entity/Q24238074,Jérôme Richard,1720-01-01T00:00:00Z,39383419
http://www.wikidata.org/entity/Q50413356,Mademoiselle Fontette de Sommery,1720-01-01T00:00:00Z,68973569
http://www.wikidata.org/entity/Q59286577,Jean Dromgold,1720-01-01T00:00:00Z,73908814
http://www.wikidata.org/entity/Q86088234,Pierre Charles Berthelin,1720-01-01T00:00:00Z,4978972
http://www.wikidata.org/entity/Q125476466,Antoine Edme Pruneau de Pommegorge,1720-01-01T00:00:00Z,64126051
http://www.wikidata.org/entity/Q2457311,Patrice Beaucourt de Noortvelde,1720-01-08T00:00:00Z,15508789
http://www.wikidata.org/entity/Q276675,Jean Joseph Vadé,1720-01-17T00:00:00Z,24624943
http://www.wikidata.org/entity/Q28464924,Jean Chrysostome Larcher,1720-04-05T00:00:00Z,122375500
http://www.wikidata.org/entity/Q28464924,Jean Chrysostome Larcher,1720-04-05T00:00:00Z,22163556
http://www.wikidata.org/entity/Q42909610,Louis de Boussanelle,1720-07-20T00:00:00Z,49563314
http://www.wikidata.org/entity/Q3291849,Marie-Geneviève-Charlotte Thiroux d'Arconville,1720-10-17T00:00:00Z,21076
http://www.wikidata.org/entity/Q2828021,Aimé-Ambroise-Joseph Feutry,1720-10-19T00:00:00Z,59182614
http://www.wikidata.org/entity/Q18398397,Paul-Joseph Vallet,1720-11-04T00:00:00Z,296813732
http://www.wikidata.org/entity/Q1914199,Maximilien Henri Saint-Simon,1720-11-15T00:00:00Z,2822130
http://www.wikidata.org/entity/Q440254,Madeleine de Puisieux,1720-11-28T00:00:00Z,73889178
http://www.wikidata.org/entity/Q65666072,Claude-François de Reymond,1720-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q1094120,Louis Anseaume,1721-01-01T00:00:00Z,19673282
http://www.wikidata.org/entity/Q3119582,Guillaume-Alexandre de Méhégan,1721-01-01T00:00:00Z,51797283
http://www.wikidata.org/entity/Q12255114,Beñat Larregi,1721-01-01T00:00:00Z,3750372
http://www.wikidata.org/entity/Q16186075,Guillaume Antoine Le Monnier,1721-01-01T00:00:00Z,66600015
http://www.wikidata.org/entity/Q16186075,Guillaume Antoine Le Monnier,1721-01-01T00:00:00Z,148673138
http://www.wikidata.org/entity/Q21832743,Bonfiglio Guelfucci,1721-01-01T00:00:00Z,41830594
http://www.wikidata.org/entity/Q2087473,Philippe-Auguste de Sainte-Foy,1721-07-20T00:00:00Z,14883502
http://www.wikidata.org/entity/Q3083844,François Arnaud,1721-07-27T00:00:00Z,66513672
http://www.wikidata.org/entity/Q18636972,Pierre-Augustin Guys,1721-08-01T00:00:00Z,22243573
http://www.wikidata.org/entity/Q3083281,François-Antoine Chevrier,1721-10-11T00:00:00Z,17232686
http://www.wikidata.org/entity/Q115906,"Pierre Victor, baron de Besenval de Brünstatt",1721-10-14T00:00:00Z,13105883
http://www.wikidata.org/entity/Q55903498,Antoine Maillet du Clairon,1721-11-16T00:00:00Z,71525778
http://www.wikidata.org/entity/Q1684896,Jean Henri Maubert de Gouvest,1721-11-20T00:00:00Z,14773620
http://www.wikidata.org/entity/Q1684896,Jean Henri Maubert de Gouvest,1721-11-20T00:00:00Z,660145857946723021272
http://www.wikidata.org/entity/Q551456,Guillaume-Chrétien de Lamoignon de Malesherbes,1721-12-06T00:00:00Z,73870973
http://www.wikidata.org/entity/Q16594513,Babette Cochois,1722-01-01T00:00:00Z,1113145857092022922106
http://www.wikidata.org/entity/Q16594513,Babette Cochois,1722-01-01T00:00:00Z,37269237
http://www.wikidata.org/entity/Q55913825,François Georges Levrault,1722-01-01T00:00:00Z,71458053
http://www.wikidata.org/entity/Q980577,Louis de Chénier,1722-06-08T00:00:00Z,4971805
http://www.wikidata.org/entity/Q461961,"Anne-Catherine de Ligniville, Madame Helvétius",1722-07-23T00:00:00Z,64007015
http://www.wikidata.org/entity/Q3505914,Suzanne Bodin de Boismortier,1722-11-13T00:00:00Z,31987204
http://www.wikidata.org/entity/Q2402450,Antoine Henri de Bérault-Bercastel,1722-11-20T00:00:00Z,17356038
http://www.wikidata.org/entity/Q30715046,Jean-Louis Dupain-Triel,1722-11-26T00:00:00Z,14769239
http://www.wikidata.org/entity/Q136306465,Thérèse Willems de Saint Vast,1722-12-25T00:00:00Z,161595480
http://www.wikidata.org/entity/Q136306465,Thérèse Willems de Saint Vast,1722-12-25T00:00:00Z,316909468
http://www.wikidata.org/entity/Q3435059,Robert Estienne,1723-01-01T00:00:00Z,64058519
http://www.wikidata.org/entity/Q16186075,Guillaume Antoine Le Monnier,1723-01-01T00:00:00Z,66600015
http://www.wikidata.org/entity/Q16186075,Guillaume Antoine Le Monnier,1723-01-01T00:00:00Z,148673138
http://www.wikidata.org/entity/Q98545337,Marie-Thérèse Biancolelli,1723-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3171157,Jean Castaing,1723-01-27T00:00:00Z,56663170
http://www.wikidata.org/entity/Q443741,Antoine de Léris,1723-02-28T00:00:00Z,73889150
http://www.wikidata.org/entity/Q1589804,Joseph François Édouard de Corsembleu Desmahis,1723-03-01T00:00:00Z,27192940
http://www.wikidata.org/entity/Q379923,Jean-François Marmontel,1723-07-11T00:00:00Z,7393886
http://www.wikidata.org/entity/Q3340816,Nicolas Texier de la Boëssière,1723-07-23T00:00:00Z,42085685
http://www.wikidata.org/entity/Q3166863,Jean-Louis Lombard,1723-08-23T00:00:00Z,5273028
http://www.wikidata.org/entity/Q290839,Claude Guimond de La Touche,1723-10-17T00:00:00Z,49518157
http://www.wikidata.org/entity/Q3382876,Pierre-Augustin Lefèvre de Marcouville,1723-10-28T00:00:00Z,88043166
http://www.wikidata.org/entity/Q3592308,Étienne Noël Damilaville,1723-11-21T00:00:00Z,34479766
http://www.wikidata.org/entity/Q7104,Baron d'Holbach,1723-12-08T00:00:00Z,95147318
http://www.wikidata.org/entity/Q322977,Jean-Jacques Bachelier,1724-01-01T00:00:00Z,12416012
http://www.wikidata.org/entity/Q3086371,Françoise-Albine Benoist,1724-01-01T00:00:00Z,61578188
http://www.wikidata.org/entity/Q3159232,Jacques Lacombe,1724-01-01T00:00:00Z,27095242
http://www.wikidata.org/entity/Q3169888,Jean-Raymond de Petity,1724-01-01T00:00:00Z,100204320
http://www.wikidata.org/entity/Q3383177,Pierre-Jean Martin de Bussy,1724-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q43855650,Georges-Gaspard de Contades,1724-01-03T00:00:00Z,
http://www.wikidata.org/entity/Q16186077,Louis de Monfrabeuf,1724-04-30T00:00:00Z,27318515
http://www.wikidata.org/entity/Q3141954,Hubert Cazin,1724-05-22T00:00:00Z,56668505
http://www.wikidata.org/entity/Q3165946,Jean François Bastide,1724-07-15T00:00:00Z,71429857
http://www.wikidata.org/entity/Q4156196,Noël François de Wailly,1724-07-31T00:00:00Z,46791857
http://www.wikidata.org/entity/Q4156196,Noël François de Wailly,1724-07-31T00:00:00Z,291382106
http://www.wikidata.org/entity/Q60536863,Marie Anne Carrelet de Marron,1724-12-14T00:00:00Z,16587007
http://www.wikidata.org/entity/Q104904902,Louis-Thomas Nuirate,1724-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q652013,Marie-Thérèse Reboul,1725-01-01T00:00:00Z,95697360
http://www.wikidata.org/entity/Q652013,Marie-Thérèse Reboul,1725-01-01T00:00:00Z,74123163
http://www.wikidata.org/entity/Q3262187,Louis Heurteaux dit Dancourt,1725-01-01T00:00:00Z,51928863
http://www.wikidata.org/entity/Q16594513,Babette Cochois,1725-01-01T00:00:00Z,1113145857092022922106
http://www.wikidata.org/entity/Q16594513,Babette Cochois,1725-01-01T00:00:00Z,37269237
http://www.wikidata.org/entity/Q18214467,Claude-Henri Couanier des Landes,1725-01-01T00:00:00Z,47013956
http://www.wikidata.org/entity/Q60536863,Marie Anne Carrelet de Marron,1725-01-01T00:00:00Z,16587007
http://www.wikidata.org/entity/Q65666055,Pierre-Jean Kerhervé,1725-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96679057,Mademoiselle Poulain de Nogent,1725-01-01T00:00:00Z,218151302909048661076
http://www.wikidata.org/entity/Q96679057,Mademoiselle Poulain de Nogent,1725-01-01T00:00:00Z,5220150943154926760001
http://www.wikidata.org/entity/Q96679057,Mademoiselle Poulain de Nogent,1725-01-01T00:00:00Z,66476948
http://www.wikidata.org/entity/Q354244,Jean Henri Latude,1725-03-23T00:00:00Z,59119916
http://www.wikidata.org/entity/Q3587883,Élisabeth Guibert,1725-03-31T00:00:00Z,234540466
http://www.wikidata.org/entity/Q63154834,Claude-François-Félix Boulenger de Rivery,1725-07-01T00:00:00Z,56619837
http://www.wikidata.org/entity/Q3164059,Jean-Baptiste Durival,1725-07-04T00:00:00Z,2022
http://www.wikidata.org/entity/Q1245280,Alexandre Deleyre,1726-01-10T00:00:00Z,49234965
http://www.wikidata.org/entity/Q3083388,François-Henri d'Harcourt,1726-01-12T00:00:00Z,44290167
http://www.wikidata.org/entity/Q264254,Louise d'Épinay,1726-03-11T00:00:00Z,51720337
http://www.wikidata.org/entity/Q23021886,François-Louis Cizeron-Rival,1726-05-01T00:00:00Z,47120975
http://www.wikidata.org/entity/Q1451085,François Lacombe,1726-09-10T00:00:00Z,100337878
http://www.wikidata.org/entity/Q1451085,François Lacombe,1726-09-10T00:00:00Z,99354276
http://www.wikidata.org/entity/Q3339960,Nicolas Gabriel Le Clerc,1726-10-06T00:00:00Z,22176743
http://www.wikidata.org/entity/Q926616,Martinez de Pasqually,1727-01-01T00:00:00Z,34460164
http://www.wikidata.org/entity/Q2825250,Adrien Quiret de Margency,1727-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2853451,Antoine-Claude-Pierre Masson de La Motte-Conflans,1727-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q17280159,Abbé André,1727-01-01T00:00:00Z,281575575
http://www.wikidata.org/entity/Q3385814,Pierre Laujon,1727-01-13T00:00:00Z,14779178
http://www.wikidata.org/entity/Q3298617,Mathieu-François Pidansat de Mairobert,1727-02-20T00:00:00Z,22147021
http://www.wikidata.org/entity/Q121423364,Roch-Antoine de Pellissery,1727-03-26T00:00:00Z,42183079
http://www.wikidata.org/entity/Q221303,Anne Robert Jacques Turgot,1727-05-10T00:00:00Z,12316007
http://www.wikidata.org/entity/Q443256,Justine Favart,1727-06-14T00:00:00Z,46770732
http://www.wikidata.org/entity/Q2958096,Charles-Georges Fenouillot de Falbaire de Quingey,1727-07-16T00:00:00Z,34456459
http://www.wikidata.org/entity/Q3104405,Gervais-François Magné de Marolles,1727-08-04T00:00:00Z,32343793
http://www.wikidata.org/entity/Q711842,Pierre-Laurent Buirette de Belloy,1727-11-17T00:00:00Z,68962659
http://www.wikidata.org/entity/Q104007434,Pierre-Romain Nicolas de Lisleferme,1727-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q2942118,Catherine de Lintot,1728-01-01T00:00:00Z,59152079112607110662
http://www.wikidata.org/entity/Q33141030,Marie-Louise Auget de Monthyon,1728-01-01T00:00:00Z,302472466
http://www.wikidata.org/entity/Q135336829,Éléonore Guichard,1728-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3382898,Pierre-Charles-François Porquet,1728-01-12T00:00:00Z,49259915
http://www.wikidata.org/entity/Q2871612,Augustin Louis de Ximénès,1728-02-28T00:00:00Z,29544176
http://www.wikidata.org/entity/Q43764056,Ignace Hugary de La Marche,1728-03-25T00:00:00Z,29566143
http://www.wikidata.org/entity/Q3165624,Jean-François Godescard,1728-03-30T00:00:00Z,69766249
http://www.wikidata.org/entity/Q3164138,Jean-Baptiste Haillet de Couronne,1728-04-14T00:00:00Z,15134010
http://www.wikidata.org/entity/Q3084008,François Boissel,1728-04-27T00:00:00Z,7400117
http://www.wikidata.org/entity/Q110818888,Paul Baret,1728-06-01T00:00:00Z,34478646
http://www.wikidata.org/entity/Q122999,Johann Heinrich Lambert,1728-08-26T00:00:00Z,2548411
http://www.wikidata.org/entity/Q122999,Johann Heinrich Lambert,1728-08-26T00:00:00Z,283137237
http://www.wikidata.org/entity/Q715027,Chevalier d'Éon,1728-10-05T00:00:00Z,22151132
http://www.wikidata.org/entity/Q2958064,Charles-François de Flahaut de La Billarderie,1728-11-20T00:00:00Z,
http://www.wikidata.org/entity/Q3168321,Jean-Paul-André Razins de Saint-Marc,1728-11-29T00:00:00Z,48148995755859750758
http://www.wikidata.org/entity/Q971395,Jean Dussaulx,1728-12-28T00:00:00Z,88943083
http://www.wikidata.org/entity/Q116769332,Jean Louis Le Cointe,1729-01-01T00:00:00Z,61413118
http://www.wikidata.org/entity/Q1684911,Jean-Jacques Garnier,1729-03-18T00:00:00Z,14770098
http://www.wikidata.org/entity/Q15967464,François Nicolas Pascal de Kerenveyer,1729-06-13T00:00:00Z,56746238
http://www.wikidata.org/entity/Q537788,Ponce Denis Écouchard Lebrun,1729-08-11T00:00:00Z,9857083
http://www.wikidata.org/entity/Q56006982,Henri Jean Roullaud,1729-09-02T00:00:00Z,289506803
http://www.wikidata.org/entity/Q2976825,Claude-Pierre Patu,1729-10-01T00:00:00Z,17241478
http://www.wikidata.org/entity/Q153911,Louis-Antoine de Bougainville,1729-11-12T00:00:00Z,64002363
http://www.wikidata.org/entity/Q3083459,François-Joseph Lange de La Maltière,1730-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3127563,Harny de Guerville,1730-01-01T00:00:00Z,68965193
http://www.wikidata.org/entity/Q3310534,Michel Paul Guy de Chabanon,1730-01-01T00:00:00Z,24696898
