person,personLabel,death_place_ids,death_place_labels,citizenship_ids,citizenship_labels,residence_ids,residence_labels,work_location_ids,work_location_labels,native_language_ids,native_language_labels,spoken_written_language_ids,spoken_written_language_labels,writing_language_ids,writing_language_labels,gender_ids,gender_labels,ethnic_group_ids,ethnic_group_labels,occupation_ids,occupation_labels,notable_work_ids,notable_work_labels,death_coords,writerly_occupation_ids,writerly_occupation_labels,nonwriter_occupation_ids,nonwriter_occupation_labels,notable_work_count,notable_work_genre_ids,notable_work_genre_labels,notable_work_form_ids,notable_work_form_labels,european_label_count,entity_label_languages,european_description_count,entity_description_languages,has_frwiki,has_enwiki,has_dewiki,has_itwiki,has_eswiki,has_plwiki,has_ruwiki,has_ukwiki,has_nlwiki,has_ptwiki,has_svwiki,has_dawiki,wikipedia_sitelink_count
http://www.wikidata.org/entity/Q1003664,François Hanriot,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q12859263 | Q36180 | Q47064,orateur ou oratrice | écrivain ou écrivaine | militaire,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q12859263 | Q47064,orateur ou oratrice | militaire,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,6,de | en | fr | it | nl | uk,True,True,True,True,True,True,True,True,False,False,True,False,20
http://www.wikidata.org/entity/Q100879781,Marie-Antoinette Fagnan,Q90,Paris,Q70972,royaume de France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q26203955 | Q36180,auteur de contes | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q26203955 | Q36180,auteur de contes | écrivain ou écrivaine,,,0,,,,,5,de | en | fr | nl | ru,9,da | en | es | fr | it | pt | ru | sv | uk,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q100894221,Adrien François d'Huez,Q131329,Arras,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q1281618 | Q42973 | Q36180,sculpteur ou sculptrice | architecte | écrivain ou écrivaine,Q83711403,château de Couin,Point(2.78 50.289166666667),Q36180,écrivain ou écrivaine,Q1281618 | Q42973,sculpteur ou sculptrice | architecte,1,,,,,4,en | fr | nl | pt,3,en | fr | nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q101111611,Jean Fidel Constant Blanvillain,Q6548,Orléans,Q142,France,,,,,,,Q150 | Q397 | Q652,français | latin | italien,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,Point(1.9041666666667 47.902222222222),Q36180,écrivain ou écrivaine,,,0,,,,,3,en | fr | nl,9,en | es | fr | it | nl | pl | pt | ru | uk,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft,Q149573 | Q84,Somers Town | Londres,Q161885,royaume de Grande-Bretagne,Q377720 | Q1347643 | Q25 | Q122897 | Q22890 | Q5273898 | Q150120 | Q851718 | Q90,Barking | Epping Forest | pays de Galles | Newington Green | Irlande | Southwark | Bloomsbury | Beverley | Paris,Q84,Londres,,,Q150 | Q188 | Q1860,français | allemand | anglais,Q1860 | Q188 | Q150,anglais | allemand | français,Q6581072,féminin,,,Q333634 | Q4964182 | Q201788 | Q6625963 | Q11774202 | Q1540278 | Q11293375 | Q3579035 | Q4853732 | Q36180,traducteur ou traductrice | philosophe | historien ou historienne | romancier ou romancière | essayiste | gouvernante | propriétaire de biens | chroniqueur de voyage | auteur ou autrice de littérature pour la jeunesse | écrivain ou écrivaine,Q300646 | Q1754997,"Défense des droits de la femme | Lettres écrites lors d'un court séjour en Suède, en Norvège et au Danemark",Point(-0.13166666666666668 51.53111111111111) | Point(-0.1275 51.507222222222),Q6625963 | Q11774202 | Q3579035 | Q4853732 | Q36180,romancier ou romancière | essayiste | chroniqueur de voyage | auteur ou autrice de littérature pour la jeunesse | écrivain ou écrivaine,Q333634 | Q4964182 | Q201788 | Q1540278 | Q11293375,traducteur ou traductrice | philosophe | historien ou historienne | gouvernante | propriétaire de biens,2,Q133492 | Q35760,lettre | essai,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,11,de | en | es | fr | it | nl | pl | pt | ru | sv | uk,True,True,True,True,True,True,True,True,True,True,True,True,104
http://www.wikidata.org/entity/Q102179180,Françoise Masquière,,,Q142,France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q36180,écrivain ou écrivaine,,,,Q36180,écrivain ou écrivaine,,,0,,,,,8,de | en | es | fr | it | nl | pt | sv,10,da | en | es | fr | it | nl | pl | pt | sv | uk,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q1032758,József Hajnóczy,Q193478,Buda,Q28,Hongrie,,,,,,,Q9067 | Q188 | Q150 | Q397 | Q9058 | Q1860,hongrois | allemand | français | latin | slovaque | anglais,,,Q6581097,masculin,,,Q185351 | Q36180 | Q333634,juriste | écrivain ou écrivaine | traducteur ou traductrice,,,Point(19.05 47.466666666667),Q36180,écrivain ou écrivaine,Q185351 | Q333634,juriste | traducteur ou traductrice,0,,,,,5,de | en | es | fr | nl,3,de | en | nl,False,False,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q1038496,Carl Gustaf Tessin,Q137163204,Château d'Åkerö,Q34,Suède,,,Q1754 | Q46 | Q1741 | Q641 | Q1748 | Q90 | Q64,Stockholm | Europe | Vienne | Venise | Copenhague | Paris | Berlin,Q9027,suédois,Q9027 | Q150,suédois | français,,,Q6581097,masculin,,,Q82955 | Q193391 | Q36180 | Q10732476,personnalité politique | diplomate | écrivain ou écrivaine | collectionneur ou collectionneuse d'œuvres d'art,,,Point(16.5693 58.8892),Q36180,écrivain ou écrivaine,Q82955 | Q193391 | Q10732476,personnalité politique | diplomate | collectionneur ou collectionneuse d'œuvres d'art,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,9,de | en | es | fr | it | nl | pl | ru | sv,True,True,True,True,False,True,True,True,False,True,True,True,16
http://www.wikidata.org/entity/Q104007434,Pierre-Romain Nicolas de Lisleferme,Q22988381,hôtel de Lisleferme,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q2664701 | Q49757,jurisconsulte | poète ou poétesse,,,Point(-0.580136 44.848378),Q49757,poète ou poétesse,Q2664701,jurisconsulte,0,,,,,3,en | fr | nl,2,en | fr,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q104092014,Jean-Louis Boucharlat,Q90,Paris,Q142,France,,,Q90,Paris,,,Q150,français,Q150,français,Q6581097,masculin,,,Q170790 | Q36180 | Q2144983 | Q49757,mathématicien ou mathématicienne | écrivain ou écrivaine | répétiteur ou répétitrice | poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q49757,écrivain ou écrivaine | poète ou poétesse,Q170790 | Q2144983,mathématicien ou mathématicienne | répétiteur ou répétitrice,0,,,,,9,de | en | es | fr | it | nl | pl | pt | sv,6,de | en | fr | it | nl | pt,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q1041076,Karl Wilhelm Ettinger,Q6986,Gotha,Q183,Allemagne,,,Q2079 | Q518368 | Q1729,Leipzig | Bad Langensalza | Erfurt,,,Q188 | Q397 | Q150,allemand | latin | français,,,Q6581097,masculin,,,Q2516866 | Q998550 | Q36180,éditeur ou éditrice | libraire | écrivain ou écrivaine,,,Point(10.718333333333 50.948888888889),Q36180,écrivain ou écrivaine,Q2516866 | Q998550,éditeur ou éditrice | libraire,0,,,,,7,da | de | en | es | fr | nl | sv,8,de | en | es | fr | it | nl | pt | uk,False,False,True,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1041329,Joseph-François Michaud,Q1241308,Passy,Q142,France,,,Q90,Paris,,,Q150,français,Q150,français,Q6581097,masculin,,,Q82955 | Q1930187 | Q201788 | Q16254673 | Q36180 | Q175151,personnalité politique | journaliste | historien ou historienne | pamphlétaire | écrivain ou écrivaine | imprimeur ou imprimeuse,,,Point(2.2841361111111 48.857111111111),Q1930187 | Q16254673 | Q36180,journaliste | pamphlétaire | écrivain ou écrivaine,Q82955 | Q201788 | Q175151,personnalité politique | historien ou historienne | imprimeur ou imprimeuse,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,10,de | en | es | fr | it | nl | pl | pt | ru | sv,True,True,True,True,False,True,True,True,True,True,True,False,15
http://www.wikidata.org/entity/Q104161502,Nicolas-Michel Linant,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757,poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q49757,poète ou poétesse,,,0,,,,,4,de | en | fr | nl,10,da | en | es | fr | it | nl | pl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1041845,Carlo Antonio Bertinazzi,Q90,Paris,,,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917 | Q2259451,dramaturge | acteur ou actrice de théâtre,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,Q2259451,acteur ou actrice de théâtre,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,6,de | en | fr | it | nl | pt,True,True,True,True,False,False,False,False,False,False,True,False,8
http://www.wikidata.org/entity/Q104188683,Pierre Paul Raboteau,Q82185,La Rochelle,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q49757 | Q703534,poète ou poétesse | salarié,,,Point(-1.1513888888889 46.159444444444),Q49757,poète ou poétesse,Q703534,salarié,0,,,,,4,en | es | fr | nl,6,en | es | fr | it | nl | pt,False,False,False,False,True,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q104628323,Jean-Laurent Garcin,Q43251,Begnins,Q39,Suisse,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q152002 | Q6673651 | Q49757 | Q2374149,pasteur | homme ou femme de lettres | poète ou poétesse | botaniste,,,Point(6.25 46.433333333333),Q49757,poète ou poétesse,Q152002 | Q6673651 | Q2374149,pasteur | homme ou femme de lettres | botaniste,0,,,,,8,de | en | es | fr | it | nl | pt | sv,2,it | nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q104904902,Louis-Thomas Nuirate,Q23482,Marseille,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q2566598 | Q36180 | Q12859263,religieux ou religieuse catholique | écrivain ou écrivaine | orateur ou oratrice,,,Point(5.3763888888889 43.296666666667),Q36180,écrivain ou écrivaine,Q2566598 | Q12859263,religieux ou religieuse catholique | orateur ou oratrice,0,,,,,3,en | fr | nl,1,fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q105886632,Antoinette-Charlotte Le Duc de La Bouëre,Q1388597,Jallais,Q142,France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q11774156,mémorialiste,,,Point(-0.86888888888889 47.196944444444),Q11774156,mémorialiste,,,0,,,,,4,de | en | fr | nl,2,fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1063337,Charles-Antoine Leclerc de La Bruère,Q220,Rome,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q193391 | Q201788 | Q36180 | Q214917,diplomate | historien ou historienne | écrivain ou écrivaine | dramaturge,,,Point(12.482777777778 41.893055555556),Q36180 | Q214917,écrivain ou écrivaine | dramaturge,Q193391 | Q201788,diplomate | historien ou historienne,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,7,da | de | en | it | nl | pl | sv,True,True,True,True,False,False,False,False,False,False,False,False,5
http://www.wikidata.org/entity/Q1063413,Charles-Joseph Panckoucke,Q90,Paris,Q142,France,,,Q648 | Q90,Lille | Paris,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q1607826 | Q1930187 | Q998550,écrivain ou écrivaine | éditeur ou éditrice | journaliste | libraire,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q1930187,écrivain ou écrivaine | journaliste,Q1607826 | Q998550,éditeur ou éditrice | libraire,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,8,de | en | es | fr | it | nl | pl | ru,True,True,True,True,True,True,False,False,False,False,False,False,8
http://www.wikidata.org/entity/Q1063422,Charles-Nicolas-Joseph-Justin Favart,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q33999 | Q214917 | Q2259451 | Q36180,acteur ou actrice | dramaturge | acteur ou actrice de théâtre | écrivain ou écrivaine,,,,Q214917 | Q36180,dramaturge | écrivain ou écrivaine,Q33999 | Q2259451,acteur ou actrice | acteur ou actrice de théâtre,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,8,da | de | en | es | fr | nl | pt | sv,True,True,True,False,False,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q1065745,Charles Paul Landon,Q90,Paris,Q142,France,,,Q220,Rome,,,Q150,français,,,Q6581097,masculin,,,Q1028181 | Q11569986 | Q1792450 | Q36180 | Q998550 | Q4164507 | Q1930187,artiste peintre | graveur ou graveuse d'estampes | historien ou historienne de l'art | écrivain ou écrivaine | libraire | critique d'art | journaliste,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q4164507 | Q1930187,écrivain ou écrivaine | critique d'art | journaliste,Q1028181 | Q11569986 | Q1792450 | Q998550,artiste peintre | graveur ou graveuse d'estampes | historien ou historienne de l'art | libraire,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,6,de | en | fr | it | nl | sv,True,True,True,True,False,True,True,False,False,True,True,False,11
http://www.wikidata.org/entity/Q106596262,Charles Gaignard,Q12233,Santander,Q142,France,,,,,,,Q150 | Q397 | Q9288,français | latin | hébreu,,,Q6581097,masculin,,,Q250867 | Q36180 | Q49757 | Q36834 | Q42973,prêtre catholique | écrivain ou écrivaine | poète ou poétesse | compositeur ou compositrice | architecte,Q2970549 | Q110390116,château de Saint-Mars-la-Jaille | Collège d'Ancenis,Point(-3.8 43.466666666667),Q36180 | Q49757,écrivain ou écrivaine | poète ou poétesse,Q250867 | Q36834 | Q42973,prêtre catholique | compositeur ou compositrice | architecte,2,,,,,3,en | fr | nl,3,en | fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q106603853,Jean Bisch,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q639669 | Q2675537 | Q36180,musicien ou musicienne | professeur ou professeure de musique | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q639669 | Q2675537,musicien ou musicienne | professeur ou professeure de musique,0,,,,,3,en | fr | nl,2,fr | nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q106618378,Dominique Aubertin,Q208794,Lunéville,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q189290 | Q11774156,officier | mémorialiste,,,Point(6.5016666666667 48.589444444444),Q11774156,mémorialiste,Q189290,officier,0,,,,,6,de | en | es | fr | nl | pt,7,en | es | fr | it | nl | pt | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q106648902,Marie-Magdeleine de Bonafons,,,Q70972,royaume de France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q6625963 | Q36180 | Q49757,romancier ou romancière | écrivain ou écrivaine | poète ou poétesse,,,,Q6625963 | Q36180 | Q49757,romancier ou romancière | écrivain ou écrivaine | poète ou poétesse,,,0,,,,,3,en | fr | nl,2,en | fr,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q106839432,Jean-Charles Le Vacher de Charnois,Q3292048,prison de l'Abbaye,Q70972,royaume de France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q1930187 | Q4263842 | Q17337766 | Q15949613,journaliste | critique littéraire | critique dramatique | nouvelliste,,,Point(2.3351 48.8531),Q1930187 | Q4263842 | Q17337766 | Q15949613,journaliste | critique littéraire | critique dramatique | nouvelliste,,,0,,,,,8,de | en | es | fr | it | nl | pt | sv,2,en | fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q107439020,Joseph Grillet-Desprades,,,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q49757,poète ou poétesse,,,,Q49757,poète ou poétesse,,,0,,,,,4,de | en | fr | nl,10,da | en | es | fr | it | nl | pl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q107469819,Théophile de Fernig,Q239,Bruxelles,Q142,France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q4991371 | Q189290 | Q49757,soldat | officier | poète ou poétesse,,,Point(4.351666666666667 50.846666666666664),Q49757,poète ou poétesse,Q4991371 | Q189290,soldat | officier,0,,,,,3,en | fr | nl,2,en | fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q107618589,Adrianus Bruggemans,Q26421,Dordrecht,,,,,,,,,Q150 | Q188 | Q7411,français | allemand | néerlandais,,,Q6581097,masculin,,,Q326653 | Q333634 | Q36180,comptable | traducteur ou traductrice | écrivain ou écrivaine,,,Point(4.678333333333334 51.795833333333334),Q36180,écrivain ou écrivaine,Q326653 | Q333634,comptable | traducteur ou traductrice,0,,,,,8,de | en | es | fr | it | nl | pt | sv,1,nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q107637452,Bruno Zweerts,Q93485,Loosdrecht,Q170072,Provinces-Unies,,,,,,,Q7411 | Q150,néerlandais | français,,,Q6581097,masculin,,,Q214917 | Q333634,dramaturge | traducteur ou traductrice,,,Point(5.133333333333334 52.2),Q214917,dramaturge,Q333634,traducteur ou traductrice,0,,,,,8,de | en | es | fr | it | nl | pt | sv,1,nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q107695217,Ludwig Franz von Bilderbeck,Q90,Paris,,,,,,,,,Q188 | Q150,allemand | français,,,Q6581097,masculin,,,Q214917 | Q36180 | Q599151,dramaturge | écrivain ou écrivaine | haut fonctionnaire ou haute fonctionnaire,,,Point(2.352222222222222 48.85666666666667),Q214917 | Q36180,dramaturge | écrivain ou écrivaine,Q599151,haut fonctionnaire ou haute fonctionnaire,0,,,,,8,da | de | en | es | fr | it | nl | pt,2,de | fr,False,False,True,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q107746257,Louis-Jean-Baptiste Simonet de Maisonneuve,Q15149908,ancien 11e arrondissement de Paris,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q214917,dramaturge,,,Point(2.332578 48.850555),Q214917,dramaturge,,,0,,,,,3,en | fr | nl,1,fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q107981,Elise Reimarus,Q1055,Hambourg,Q183,Allemagne,,,,,,,Q188 | Q150 | Q1860,allemand | français | anglais,,,Q6581072,féminin,,,Q14467526 | Q3068305 | Q333634 | Q36180,linguiste | salonnier ou salonnière | traducteur ou traductrice | écrivain ou écrivaine,,,Point(10 53.55),Q36180,écrivain ou écrivaine,Q14467526 | Q3068305 | Q333634,linguiste | salonnier ou salonnière | traducteur ou traductrice,0,,,,,8,da | de | en | es | fr | it | nl | sv,5,de | en | es | it | nl,False,True,True,False,True,False,False,False,False,False,False,False,6
http://www.wikidata.org/entity/Q1080928,Christian Ludwig Seebaß,Q2079,Leipzig,Q183,Allemagne,,,Q2079,Leipzig,,,Q188 | Q397 | Q150,allemand | latin | français,,,Q6581097,masculin,,,Q1622272 | Q13418253 | Q2504617 | Q4964182 | Q36180 | Q333634,professeur d'université | philologue | romaniste | philosophe | écrivain ou écrivaine | traducteur ou traductrice,,,Point(12.3747329 51.3406321),Q36180,écrivain ou écrivaine,Q1622272 | Q13418253 | Q2504617 | Q4964182 | Q333634,professeur d'université | philologue | romaniste | philosophe | traducteur ou traductrice,0,,,,,8,da | de | en | es | fr | nl | pt | sv,9,da | de | en | es | fr | it | nl | pt | sv,False,False,True,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q108309935,François Villeroi,Q12191,Nantes,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q1229025 | Q49757,typographe | poète ou poétesse,,,Point(-1.5538888888889 47.217222222222),Q49757,poète ou poétesse,Q1229025,typographe,0,,,,,3,en | fr | nl,1,nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q108314742,Jan Baptist Hous,Q118958,Louvain,Q700283 | Q142 | Q15864,Pays-Bas autrichiens | France | royaume uni des Pays-Bas,,,,,,,,,,,Q6581097,masculin,,,Q10624795 | Q2180295 | Q18939491,perruquier | facteur ou factrice | diariste,,,Point(4.704444 50.8775),Q18939491,diariste,Q10624795 | Q2180295,perruquier | facteur ou factrice,0,,,,,2,en | nl,1,nl,False,False,False,False,False,False,False,False,True,False,False,False,1
http://www.wikidata.org/entity/Q108442440,Marc François Guillois,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q18810149 | Q36180 | Q1930187,sténographe | écrivain ou écrivaine | journaliste,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q1930187,écrivain ou écrivaine | journaliste,Q18810149,sténographe,0,,,,,3,en | fr | nl,3,en | es | fr,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q108610957,Jacques Bernard,,,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q49757 | Q47064,poète ou poétesse | militaire,,,,Q49757,poète ou poétesse,Q47064,militaire,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,2,fr | nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q108710460,Joseph Desessarts d'Ambreville,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917,dramaturge,,,,Q214917,dramaturge,,,0,,,,,3,en | fr | nl,2,fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1089021,Jean-Baptiste de Montyon,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q82955,personnalité politique,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,9,da | de | en | es | fr | it | nl | sv | uk,True,True,True,True,True,False,True,False,False,False,True,False,10
http://www.wikidata.org/entity/Q1089209,Monvel,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q33999 | Q214917 | Q8178443,acteur ou actrice | dramaturge | librettiste,,,Point(2.352222222222222 48.85666666666667),Q214917 | Q8178443,dramaturge | librettiste,Q33999,acteur ou actrice,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,5,de | en | fr | it | nl,True,True,True,True,False,False,True,False,False,False,True,False,7
http://www.wikidata.org/entity/Q109283126,Hyacinthe Dorvo,Q713845,Tintigny,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917,dramaturge,,,Point(5.5144444444444 49.682777777778),Q214917,dramaturge,,,0,,,,,4,de | en | fr | nl,2,fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1093666,Marc-René de Montalembert,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q151197 | Q214917 | Q47064 | Q81096 | Q11545923 | Q12806039,ingénieur militaire | dramaturge | militaire | ingénieur | commandant | théoricien ou théoricienne militaire,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,Q151197 | Q47064 | Q81096 | Q11545923 | Q12806039,ingénieur militaire | militaire | ingénieur | commandant | théoricien ou théoricienne militaire,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,8,da | de | en | fr | it | nl | sv | uk,True,True,True,True,True,True,True,False,False,True,True,False,17
http://www.wikidata.org/entity/Q1093817,Jean-Baptiste Descamps,Q30974,Rouen,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q1792450 | Q1028181 | Q15977927 | Q36180 | Q15296811,historien ou historienne de l'art | artiste peintre | professeur d'art | écrivain ou écrivaine | dessinateur ou dessinatrice,Q16169047,"La Vie des Peintres Flamands, Allemands et Hollandois",Point(1.1025 49.443055555556),Q36180,écrivain ou écrivaine,Q1792450 | Q1028181 | Q15977927 | Q15296811,historien ou historienne de l'art | artiste peintre | professeur d'art | dessinateur ou dessinatrice,1,Q36279,biographie,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,de | en | fr | it | nl | ru,True,True,True,True,True,False,True,False,True,False,True,False,14
http://www.wikidata.org/entity/Q1094120,Louis Anseaume,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q33999 | Q8178443 | Q36180 | Q214917,acteur ou actrice | librettiste | écrivain ou écrivaine | dramaturge,,,Point(2.352222222222222 48.85666666666667),Q8178443 | Q36180 | Q214917,librettiste | écrivain ou écrivaine | dramaturge,Q33999,acteur ou actrice,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,8,da | de | en | fr | it | nl | ru | sv,True,True,True,True,False,True,False,False,False,False,False,False,6
http://www.wikidata.org/entity/Q109570931,Moïse Edrehi,Q1218,Jérusalem,,,,,,,,,Q9288 | Q56426 | Q1321 | Q36196 | Q1860 | Q150,hébreu | arabe marocain | espagnol | judéo-espagnol | anglais | français,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,Point(35.22555555555556 31.77888888888889),Q36180,écrivain ou écrivaine,,,0,,,,,4,en | fr | it | nl,0,,False,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q109623582,Louis de Sade,Q2845749,ancien 10e arrondissement de Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q11774202 | Q10669499,essayiste | officier de marine,,,Point(2.329374 48.852668),Q11774202,essayiste,Q10669499,officier de marine,0,,,,,6,de | en | es | fr | nl | pt,2,en | fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q1096293,Claude-Adrien Nonnotte,Q37776,Besançon,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q333634 | Q36180,traducteur ou traductrice | écrivain ou écrivaine,,,Point(6.0213888888889 47.242222222222),Q36180,écrivain ou écrivaine,Q333634,traducteur ou traductrice,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,de | en | es | fr | it | nl,True,True,True,True,True,False,True,False,False,False,False,False,7
http://www.wikidata.org/entity/Q1096309,Claude Carloman de Rulhière,Q3449960,rue Saint-Roch,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q49757 | Q201788 | Q36180,poète ou poétesse | historien ou historienne | écrivain ou écrivaine,Q136456060,Discours en vers sur les disputes,Point(2.33268 48.866),Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine,Q201788,historien ou historienne,1,Q128758,satire,Q5185279,poème,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,7,da | de | en | fr | nl | ru | sv,True,True,True,False,True,True,True,True,False,True,False,False,10
http://www.wikidata.org/entity/Q1096895,Claude Louis Michel de Sacy,Q90,Paris,Q142,France,,,Q90,Paris,,,Q150,français,,,Q6581097,masculin,,,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q82955,personnalité politique,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,10,da | de | en | es | fr | nl | pl | pt | sv | uk,True,False,True,False,False,False,False,False,True,False,False,False,3
