person,personLabel,death_place_ids,death_place_labels,citizenship_ids,citizenship_labels,residence_ids,residence_labels,work_location_ids,work_location_labels,native_language_ids,native_language_labels,spoken_written_language_ids,spoken_written_language_labels,writing_language_ids,writing_language_labels,gender_ids,gender_labels,ethnic_group_ids,ethnic_group_labels,occupation_ids,occupation_labels,notable_work_ids,notable_work_labels,death_coords,writerly_occupation_ids,writerly_occupation_labels,nonwriter_occupation_ids,nonwriter_occupation_labels,notable_work_count,notable_work_genre_ids,notable_work_genre_labels,notable_work_form_ids,notable_work_form_labels,european_label_count,entity_label_languages,european_description_count,entity_description_languages,has_frwiki,has_enwiki,has_dewiki,has_itwiki,has_eswiki,has_plwiki,has_ruwiki,has_ukwiki,has_nlwiki,has_ptwiki,has_svwiki,has_dawiki,wikipedia_sitelink_count
http://www.wikidata.org/entity/Q21121229,Jean Roubaud,Q239,Bruxelles,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q39631 | Q82955 | Q36180,médecin | personnalité politique | écrivain ou écrivaine,,,Point(4.351666666666667 50.846666666666664),Q36180,écrivain ou écrivaine,Q39631 | Q82955,médecin | personnalité politique,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,3,en | fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q2115832,André-Antoine Ravrio,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q13391399 | Q2926103 | Q49757 | Q753110 | Q27514986 | Q281795 | Q1284709 | Q1281618 | Q12031226,chansonnier | bronzier ou bronzière | poète ou poétesse | auteur-compositeur ou autrice-compositrice | goguettier | doreur ou doreuse | maître de guilde | sculpteur ou sculptrice | fondeur ou fondeuse,,,Point(2.352222222222222 48.85666666666667),Q13391399 | Q49757,chansonnier | poète ou poétesse,Q2926103 | Q753110 | Q27514986 | Q281795 | Q1284709 | Q1281618 | Q12031226,bronzier ou bronzière | auteur-compositeur ou autrice-compositrice | goguettier | doreur ou doreuse | maître de guilde | sculpteur ou sculptrice | fondeur ou fondeuse,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,de | en | es | fr | it | nl,True,True,False,True,True,False,True,False,False,False,False,False,6
http://www.wikidata.org/entity/Q21160838,François-Lambert Bonnefoy de Bouyon,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180 | Q40348,écrivain ou écrivaine | avocat ou avocate,,,,Q36180,écrivain ou écrivaine,Q40348,avocat ou avocate,0,,,,,4,en | es | fr | nl,3,en | es | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q212476,Pierre Choderlos de Laclos,Q13498,Tarente,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q205375 | Q6625963 | Q189290 | Q12144794 | Q1930187 | Q599151 | Q11545923,écrivain ou écrivaine | inventeur | romancier ou romancière | officier | prosateur ou prosatrice | journaliste | haut fonctionnaire ou haute fonctionnaire | commandant,Q862050,Les Liaisons dangereuses,Point(17.243055555555557 40.471111111111114),Q36180 | Q6625963 | Q12144794 | Q1930187,écrivain ou écrivaine | romancier ou romancière | prosateur ou prosatrice | journaliste,Q205375 | Q189290 | Q599151 | Q11545923,inventeur | officier | haut fonctionnaire ou haute fonctionnaire | commandant,1,Q128758 | Q181001 | Q25372 | Q25377629 | Q465821 | Q794357 | Q8253,satire | érotisme | forme dramatique | manuscrit trouvé | roman épistolaire | roman libertin | fiction,Q3328821 | Q465821 | Q8261,récit | roman épistolaire | roman,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,8,de | en | es | fr | it | nl | pt | ru,True,True,True,True,True,True,True,True,True,True,True,True,45
http://www.wikidata.org/entity/Q21289562,Nicolas Schencker,Q71,Genève,Q142 | Q39,France | Suisse,,,,,,,,,,,Q6581097,masculin,,,Q1028181 | Q3391743 | Q483501 | Q1925963 | Q627325 | Q329439 | Q36180,artiste peintre | artiste visuel ou artiste visuelle | artiste | artiste graphique | graphiste | orfèvre graveur ou graveuse | écrivain ou écrivaine,,,Point(6.15 46.2),Q36180,écrivain ou écrivaine,Q1028181 | Q3391743 | Q483501 | Q1925963 | Q627325 | Q329439,artiste peintre | artiste visuel ou artiste visuelle | artiste | artiste graphique | graphiste | orfèvre graveur ou graveuse,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,de | en | es | fr | it | nl | pl | pt,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q213163,Élisabeth Vigée Le Brun,Q90,Paris,Q142,France,Q762133 | Q170174 | Q1741 | Q656 | Q90 | Q39,Louveciennes | États pontificaux | Vienne | Saint-Pétersbourg | Paris | Suisse,Q1741 | Q12892 | Q239 | Q90 | Q621 | Q64 | Q220 | Q727 | Q36600 | Q34370 | Q159 | Q84,Vienne | Anvers | Bruxelles | Paris | Versailles | Berlin | Rome | Amsterdam | La Haye | Rotterdam | Russie | Londres,,,Q150,français,Q150,français,Q6581072,féminin,Q121842,Français,Q1028181 | Q3068305 | Q36180 | Q483501,artiste peintre | salonnier ou salonnière | écrivain ou écrivaine | artiste,Q3937618 | Q3937621 | Q15723876,"Marie-Antoinette dit « à la Rose » | Marie-Antoinette de Lorraine-Habsbourg, reine de France et ses enfants | Portrait de la baronne de Crussol",Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q1028181 | Q3068305 | Q483501,artiste peintre | salonnier ou salonnière | artiste,3,Q134307,portrait,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,10,de | en | es | fr | it | nl | pl | ru | sv | uk,True,True,True,True,True,True,True,True,True,True,True,True,61
http://www.wikidata.org/entity/Q21334405,Simon de Coiffier de Moret,Q41604,Amiens,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q82955 | Q36180 | Q189290,personnalité politique | écrivain ou écrivaine | officier,,,Point(2.2977777777778 49.891944444444),Q36180,écrivain ou écrivaine,Q82955 | Q189290,personnalité politique | officier,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,9,de | en | fr | it | nl | pl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21393861,Henri-François Dumolard,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917,dramaturge,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,6,en | es | fr | it | nl | pt,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q21403359,Pierre-David Lemazurier,Q621,Versailles,Q142,France,,,Q90,Paris,,,Q150,français,,,Q6581097,masculin,,,Q6673651 | Q201788 | Q864380 | Q36180 | Q13570226,homme ou femme de lettres | historien ou historienne | biographe | écrivain ou écrivaine | historien ou historienne de la littérature,,,Point(2.135 48.805),Q864380 | Q36180,biographe | écrivain ou écrivaine,Q6673651 | Q201788 | Q13570226,homme ou femme de lettres | historien ou historienne | historien ou historienne de la littérature,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,1,en,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21406125,A.-M. Lafortelle,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917,dramaturge,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,7,de | en | es | fr | it | nl | pt,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q21416437,Pierre Blanchard,Q38380,Angers,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180 | Q40881196,écrivain ou écrivaine | imprimeur-libraire ou imprimeuse-libraire,,,Point(-0.55555555555556 47.472777777778),Q36180,écrivain ou écrivaine,Q40881196,imprimeur-libraire ou imprimeuse-libraire,0,,,,,9,da | de | en | es | fr | it | nl | ru | sv,7,en | es | fr | it | nl | pt | ru,True,False,False,False,False,False,True,False,False,False,False,False,2
http://www.wikidata.org/entity/Q21427580,Hortense-Félicité de Mailly-Nesle,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q36180 | Q715222,écrivain ou écrivaine | dame de compagnie,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q715222,dame de compagnie,0,,,,,8,da | de | en | es | fr | it | nl | sv,5,de | en | es | fr | uk,True,True,True,True,True,False,False,False,False,False,True,False,7
http://www.wikidata.org/entity/Q2144524,Constantin de Renneville,Q168651,landgraviat de Hesse-Cassel,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180 | Q201788,écrivain ou écrivaine | historien ou historienne,,,Point(9.497778 51.319722),Q36180,écrivain ou écrivaine,Q201788,historien ou historienne,0,,,,,8,da | de | en | es | fr | it | nl | sv,9,de | en | es | fr | it | nl | pt | ru | uk,True,True,True,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q21467312,Claire-Marie Mazarelli de Saint-Chamond,,,Q142,France,,,,,,,Q150,français,,,Q6581072,féminin,,,Q36180 | Q214917,écrivain ou écrivaine | dramaturge,,,,Q36180 | Q214917,écrivain ou écrivaine | dramaturge,,,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,4,en | fr | nl | ru,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q215025,Alexandre de Lameth,Q90,Paris,Q142,France,,,Q90,Paris,,,Q150,français,,,Q6581097,masculin,,,Q82955 | Q189290 | Q36180 | Q599151,personnalité politique | officier | écrivain ou écrivaine | haut fonctionnaire ou haute fonctionnaire,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q82955 | Q189290 | Q599151,personnalité politique | officier | haut fonctionnaire ou haute fonctionnaire,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,8,de | en | fr | it | nl | pl | pt | sv,True,True,True,True,False,False,True,False,True,True,True,False,16
http://www.wikidata.org/entity/Q21511508,Louis-François de Bigault d'Harcourt,Q343,La Flèche,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q250867 | Q182436 | Q36180,prêtre catholique | bibliothécaire | écrivain ou écrivaine,,,Point(-0.076111111111111 47.699722222222),Q36180,écrivain ou écrivaine,Q250867 | Q182436,prêtre catholique | bibliothécaire,0,,,,,8,da | de | en | es | fr | it | nl | sv,2,fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21518173,Léonard Michon,Q456,Lyon,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q18939491 | Q1218704 | Q3147441 | Q380075 | Q18120029,diariste | échevin | recteur | défenseur | bibliophile,,,Point(4.835 45.7675),Q18939491,diariste,Q1218704 | Q3147441 | Q380075 | Q18120029,échevin | recteur | défenseur | bibliophile,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21522843,François Perrin du Lac,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q2374149 | Q12356615 | Q901402 | Q16532929 | Q1626130 | Q36180 | Q333634,botaniste | voyageur ou voyageuse | géographe | administrateur ou administratrice | homme de lettres | écrivain ou écrivaine | traducteur ou traductrice,,,,Q1626130 | Q36180,homme de lettres | écrivain ou écrivaine,Q2374149 | Q12356615 | Q901402 | Q16532929 | Q333634,botaniste | voyageur ou voyageuse | géographe | administrateur ou administratrice | traducteur ou traductrice,0,,,,,7,de | en | es | fr | it | nl | pt,2,en | fr,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q21529023,Laurent Guazzesi,Q13375,Pise,Q154849,grand-duché de Toscane,,,,,,,Q652 | Q150,italien | français,,,Q6581097,masculin,,,Q201788 | Q333634 | Q36180,historien ou historienne | traducteur ou traductrice | écrivain ou écrivaine,,,Point(10.4 43.716666666667),Q36180,écrivain ou écrivaine,Q201788 | Q333634,historien ou historienne | traducteur ou traductrice,0,,,,,6,de | en | es | fr | it | nl,3,fr | it | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21534628,Thomas L'Affichard,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q214917 | Q6625963 | Q15949613,écrivain ou écrivaine | dramaturge | romancier ou romancière | nouvelliste,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q214917 | Q6625963 | Q15949613,écrivain ou écrivaine | dramaturge | romancier ou romancière | nouvelliste,,,0,,,,,7,de | en | es | fr | it | nl | pt,5,en | es | fr | it | pt,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21535099,François-Antoine Quétant,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q8178443 | Q214917,librettiste | dramaturge,,,Point(2.352222222222222 48.85666666666667),Q8178443 | Q214917,librettiste | dramaturge,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,1,fr,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21587671,Charles Jacob Guillemain,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917,dramaturge,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,5,en | es | fr | it | pt,False,False,False,True,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q216321,Frédéric de Castillon,Q64,Berlin,Q183,Allemagne,,,Q64,Berlin,,,Q150,français,,,Q6581097,masculin,,,Q16031530 | Q14915627 | Q333634 | Q36180,théoricien ou théoricienne de la musique | musicologue | traducteur ou traductrice | écrivain ou écrivaine,,,Point(13.383333333333 52.516666666667),Q36180,écrivain ou écrivaine,Q16031530 | Q14915627 | Q333634,théoricien ou théoricienne de la musique | musicologue | traducteur ou traductrice,0,,,,,7,de | en | es | fr | it | nl | ru,5,de | en | fr | it | nl,True,True,True,True,False,False,True,False,False,False,False,False,6
http://www.wikidata.org/entity/Q21634433,René-François Bescher,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q1930187 | Q36180 | Q15991187,journaliste | écrivain ou écrivaine | grammairien,,,Point(2.352222222222222 48.85666666666667),Q1930187 | Q36180,journaliste | écrivain ou écrivaine,Q15991187,grammairien,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,7,en | es | fr | it | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21656567,Bernard-François Fonvielle,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,,Q36180,écrivain ou écrivaine,,,0,,,,,9,da | de | en | es | fr | it | nl | ru | sv,7,en | es | fr | it | pt | ru | uk,False,False,False,False,False,False,True,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21657595,Kaspar Frans de Rees,,,Q55,Pays-Bas,,,Q162022,Malines,,,Q7411 | Q397 | Q150,néerlandais | latin | français,,,Q6581097,masculin,,,Q170790 | Q49757 | Q37226 | Q1231865 | Q36180 | Q1234713,mathématicien ou mathématicienne | poète ou poétesse | enseignant ou enseignante | pédagogue | écrivain ou écrivaine | théologien ou théologienne,,,,Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine,Q170790 | Q37226 | Q1231865 | Q1234713,mathématicien ou mathématicienne | enseignant ou enseignante | pédagogue | théologien ou théologienne,0,,,,,2,en | ru,5,en | es | fr | it | pt,False,False,False,False,False,False,True,False,False,False,False,False,1
http://www.wikidata.org/entity/Q21658056,Alexandre-Joseph Le Roy de Bacre,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917 | Q8178443,dramaturge | librettiste,,,Point(2.352222222222222 48.85666666666667),Q214917 | Q8178443,dramaturge | librettiste,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,4,en | es | fr | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q21658179,Catherine-Joseph-Ferdinand Girard de Propiac,Q2845760,ancien 7e arrondissement de Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q1792450 | Q36834 | Q333634 | Q201788,écrivain ou écrivaine | historien ou historienne de l'art | compositeur ou compositrice | traducteur ou traductrice | historien ou historienne,,,Point(2.356427 48.858175),Q36180,écrivain ou écrivaine,Q1792450 | Q36834 | Q333634 | Q201788,historien ou historienne de l'art | compositeur ou compositrice | traducteur ou traductrice | historien ou historienne,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,3,fr | it | nl,True,False,False,False,False,False,True,False,False,False,True,False,3
http://www.wikidata.org/entity/Q216958,Joseph Fouché,Q546,Trieste,Q142,France,,,Q90,Paris,,,Q150,français,Q150,français,Q6581097,masculin,,,Q82955 | Q193391 | Q11774202 | Q40348 | Q37226,personnalité politique | diplomate | essayiste | avocat ou avocate | enseignant ou enseignante,,,Point(13.770277777777778 45.65027777777778),Q11774202,essayiste,Q82955 | Q193391 | Q40348 | Q37226,personnalité politique | diplomate | avocat ou avocate | enseignant ou enseignante,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,True,True,True,True,True,True,True,True,True,True,True,True,49
http://www.wikidata.org/entity/Q21708284,Esprit-Jean de Rome d'Ardène,Q23482,Marseille,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q3064032 | Q36180 | Q49757,fabuliste | écrivain ou écrivaine | poète ou poétesse,,,Point(5.3763888888889 43.296666666667),Q3064032 | Q36180 | Q49757,fabuliste | écrivain ou écrivaine | poète ou poétesse,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q21832743,Bonfiglio Guelfucci,Q1060281,Belgodère,Q142,France,,,,,,,,,,,Q6581097,masculin,,,Q36180 | Q250867 | Q82955 | Q1234713,écrivain ou écrivaine | prêtre catholique | personnalité politique | théologien ou théologienne,,,Point(9.0177777777778 42.585555555556),Q36180,écrivain ou écrivaine,Q250867 | Q82955 | Q1234713,prêtre catholique | personnalité politique | théologien ou théologienne,0,,,,,7,de | en | es | fr | it | nl | pt,3,fr | it | nl,True,False,False,True,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q218342,Giuseppe Gorani,Q71,Genève,Q70972,royaume de France,,,,,,,Q652 | Q150,italien | français,,,Q6581097,masculin,,,Q36180 | Q193391,écrivain ou écrivaine | diplomate,,,Point(6.15 46.2),Q36180,écrivain ou écrivaine,Q193391,diplomate,0,,,,,8,da | de | en | es | fr | it | nl | sv,8,da | en | es | fr | it | nl | sv | uk,True,False,False,True,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q21851445,Louis Marie de Sainte-Marie,Q41742,Sainte-Marie,Q142,France,,,Q90,Paris,,,Q150,français,,,Q6581097,masculin,,,Q82955 | Q36180 | Q201788,personnalité politique | écrivain ou écrivaine | historien ou historienne,,,Point(3.4375 47.117777777778),Q36180,écrivain ou écrivaine,Q82955 | Q201788,personnalité politique | historien ou historienne,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,de | en | fr | nl | pl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q218747,Honoré-Gabriel Riqueti de Mirabeau,Q90,Paris,Q70972,royaume de France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q1930187 | Q82955 | Q193391 | Q36180 | Q188094 | Q12859263,journaliste | personnalité politique | diplomate | écrivain ou écrivaine | économiste | orateur ou oratrice,,,Point(2.352222222222222 48.85666666666667),Q1930187 | Q36180,journaliste | écrivain ou écrivaine,Q82955 | Q193391 | Q188094 | Q12859263,personnalité politique | diplomate | économiste | orateur ou oratrice,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,10,de | en | es | fr | it | nl | pl | pt | ru | sv,True,True,True,True,True,True,True,True,True,True,True,True,50
http://www.wikidata.org/entity/Q21936814,Charles de Longchamps,Q474480,Louviers,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q214917 | Q8178443,dramaturge | librettiste,,,Point(1.1655555555556 49.215277777778),Q214917 | Q8178443,dramaturge | librettiste,,,0,,,,,6,de | en | es | fr | it | nl,6,en | es | fr | it | nl | pt,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q219622,Louis-Élisabeth de La Vergne de Tressan,Q264978,Saint-Leu-la-Forêt,Q142,France,,,,,Q150,français,Q150 | Q652,français | italien,Q150,français,Q6581097,masculin,,,Q14467526 | Q47064 | Q36180 | Q49757 | Q333634 | Q744738 | Q6625963 | Q169470,linguiste | militaire | écrivain ou écrivaine | poète ou poétesse | traducteur ou traductrice | encyclopédiste | romancier ou romancière | physicien ou physicienne,,,Point(2.2463888888889 49.016944444444),Q36180 | Q49757 | Q6625963,écrivain ou écrivaine | poète ou poétesse | romancier ou romancière,Q14467526 | Q47064 | Q333634 | Q744738 | Q169470,linguiste | militaire | traducteur ou traductrice | encyclopédiste | physicien ou physicienne,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,de | en | es | fr | it | nl,True,True,True,False,False,False,True,False,False,False,False,False,5
http://www.wikidata.org/entity/Q21993508,Jean-Marie le Lay,Q239943,Perros-Guirec,Q142,France,,,,,,,Q12107,breton,,,Q6581097,masculin,,,Q250867 | Q36180,prêtre catholique | écrivain ou écrivaine,Q25991181,Reflexionou christen var revolution Franç,Point(-3.4433333333333 48.813333333333),Q36180,écrivain ou écrivaine,Q250867,prêtre catholique,1,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,False,False,False,False,False,False,False,False,False,False,False,False,0
http://www.wikidata.org/entity/Q221303,Anne Robert Jacques Turgot,Q90,Paris,Q142,France,Q1063559,Laulne,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q188094 | Q82955 | Q333634 | Q744738 | Q36180 | Q4964182,économiste | personnalité politique | traducteur ou traductrice | encyclopédiste | écrivain ou écrivaine | philosophe,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q188094 | Q82955 | Q333634 | Q744738 | Q4964182,économiste | personnalité politique | traducteur ou traductrice | encyclopédiste | philosophe,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,11,da | de | en | es | fr | it | nl | pl | ru | sv | uk,True,True,True,True,True,True,True,True,True,True,True,True,46
http://www.wikidata.org/entity/Q22209694,François Bernard-Valville,Q2845750,ancien 1er arrondissement de Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180 | Q214917,écrivain ou écrivaine | dramaturge,,,Point(2.320808 48.870128),Q36180 | Q214917,écrivain ou écrivaine | dramaturge,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | it | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q22248860,Ruffin Castus Massa,Q33959,Nice,Q142,France,,,,,,,Q652,italien,,,Q6581097,masculin,,,Q36180 | Q82955,écrivain ou écrivaine | personnalité politique,,,Point(7.2683333333333 43.701944444444),Q36180,écrivain ou écrivaine,Q82955,personnalité politique,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,8,da | en | es | fr | it | nl | sv | uk,True,False,False,True,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q2227888,Sauveur-François Morand,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q39631 | Q36180 | Q744738 | Q17345122 | Q774306,médecin | écrivain ou écrivaine | encyclopédiste | urologue | chirurgien ou chirurgienne,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q39631 | Q744738 | Q17345122 | Q774306,médecin | encyclopédiste | urologue | chirurgien ou chirurgienne,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | sv | uk,7,de | en | es | fr | it | nl | uk,True,True,True,False,False,False,False,True,False,False,False,False,5
http://www.wikidata.org/entity/Q2263877,Alexandre Hangerli,Q649,Moscou,Q10957559,principauté de Moldavie,,,,,,,Q7737 | Q9129 | Q150,russe | grec | français,,,Q6581097,masculin,Q539051,Grecs,Q14972848 | Q14467526 | Q193391 | Q36180,lexicographe | linguiste | diplomate | écrivain ou écrivaine,Q117885149,"Dictionnaire, français, arabe, persan et turc",Point(37.6175 55.75055555555556),Q36180,écrivain ou écrivaine,Q14972848 | Q14467526 | Q193391,lexicographe | linguiste | diplomate,1,Q55713039,dictionnaire multilingue,,,8,de | en | es | fr | nl | pl | ru | uk,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,True,True,True,False,False,True,True,True,False,False,False,False,11
http://www.wikidata.org/entity/Q22670,Friedrich Schiller,Q3955,Weimar,Q2227570 | Q315667,duché de Wurtemberg | duché de Saxe-Weimar,,,Q2119 | Q3955,Mannheim | Weimar,,,Q150 | Q188,français | allemand,Q188,allemand,Q6581097,masculin,Q42884,Allemands,Q49757 | Q4964182 | Q201788 | Q182436 | Q551835 | Q214917 | Q6625963 | Q1622272 | Q333634 | Q1930187 | Q36180 | Q39631 | Q4002666 | Q21550346 | Q755070 | Q8178443,poète ou poétesse | philosophe | historien ou historienne | bibliothécaire | médecin écrivain | dramaturge | romancier ou romancière | professeur d'université | traducteur ou traductrice | journaliste | écrivain ou écrivaine | médecin | médecin militaire | philosophe de l'esthétique | narrateur | librettiste,Q466333 | Q498408 | Q525580 | Q425837 | Q937281 | Q263150 | Q331159 | Q1213497 | Q1125010,Les Brigands | Don Carlos | Wallenstein | Marie Stuart | Guillaume Tell | Cabale et Amour | Lettres sur l'éducation esthétique de l'homme | Die Huldigung der Künste | La Pucelle d'Orléans,Point(11.329444444444444 50.98111111111111),Q49757 | Q214917 | Q6625963 | Q1930187 | Q36180 | Q8178443,poète ou poétesse | dramaturge | romancier ou romancière | journaliste | écrivain ou écrivaine | librettiste,Q4964182 | Q201788 | Q182436 | Q551835 | Q1622272 | Q333634 | Q39631 | Q4002666 | Q21550346 | Q755070,philosophe | historien ou historienne | bibliothécaire | médecin écrivain | professeur d'université | traducteur ou traductrice | médecin | médecin militaire | philosophe de l'esthétique | narrateur,9,Q102430127 | Q21010853 | Q35760 | Q80930 | Q961849,coming-of-age drama | drame | essai | tragédie | drame bourgeois,Q25379,pièce de théâtre,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,10,de | en | es | fr | it | nl | pl | ru | sv | uk,True,True,True,True,True,True,True,True,True,True,True,True,115
http://www.wikidata.org/entity/Q2279426,Charles de Lacretelle,Q174247,Mâcon,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q201788 | Q36180 | Q1930187 | Q185351 | Q1622272,historien ou historienne | écrivain ou écrivaine | journaliste | juriste | professeur d'université,,,Point(4.8319444444444 46.306666666667),Q36180 | Q1930187,écrivain ou écrivaine | journaliste,Q201788 | Q185351 | Q1622272,historien ou historienne | juriste | professeur d'université,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,9,da | de | en | es | fr | it | nl | pt | sv,True,True,True,True,False,False,True,False,False,False,True,False,8
