occupation_id,occupation_label,occupation_wikidata_url,granular_bucket,bucket_family,bucket_method,manual_review_status,is_writerly_seen,is_nonwriter_seen,all_cohorts_entity_count,all_cohorts_assignment_count,notes,french_seed_entity_count,french_seed_assignment_count,global_writers_entity_count,global_writers_assignment_count
Q137178806,Q137178806,https://www.wikidata.org/wiki/Q137178806,Unmapped / Review,Needs review,unmapped,needs_review,False,True,15,15,,0,0,15,15
Q1339249,syndic,https://www.wikidata.org/wiki/Q1339249,Unmapped / Review,Needs review,unmapped,needs_review,False,True,3,3,,0,0,3,3
Q137178813,Q137178813,https://www.wikidata.org/wiki/Q137178813,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q135221314,Spanish–German translator,https://www.wikidata.org/wiki/Q135221314,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q39020112,Theaterintendant,https://www.wikidata.org/wiki/Q39020112,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q7969963,Warraq,https://www.wikidata.org/wiki/Q7969963,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q10989378,able seaman,https://www.wikidata.org/wiki/Q10989378,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q6484023,agent des terres,https://www.wikidata.org/wiki/Q6484023,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q519076,agent ou agente immobilier,https://www.wikidata.org/wiki/Q519076,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q3606216,aphoriste,https://www.wikidata.org/wiki/Q3606216,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q1279743,archidiaconé luthérien,https://www.wikidata.org/wiki/Q1279743,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q500251,armateur,https://www.wikidata.org/wiki/Q500251,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q4070283,artilleur,https://www.wikidata.org/wiki/Q4070283,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q155647,astrologue,https://www.wikidata.org/wiki/Q155647,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q4848450,bailli,https://www.wikidata.org/wiki/Q4848450,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q107198,barbier,https://www.wikidata.org/wiki/Q107198,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q215144,barde,https://www.wikidata.org/wiki/Q215144,Unmapped / Review,Needs review,unmapped,needs_review,True,False,2,2,,0,0,2,2
Q4887411,bienfaiteur ou bienfaitrice,https://www.wikidata.org/wiki/Q4887411,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q336221,bijoutier,https://www.wikidata.org/wiki/Q336221,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q1760988,bourrelier,https://www.wikidata.org/wiki/Q1760988,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q833899,bouteiller,https://www.wikidata.org/wiki/Q833899,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q2340797,carrier,https://www.wikidata.org/wiki/Q2340797,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q23646062,cathedral preacher,https://www.wikidata.org/wiki/Q23646062,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q13381458,cavalier de dressage,https://www.wikidata.org/wiki/Q13381458,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q1569495,chargé ou chargée de cours,https://www.wikidata.org/wiki/Q1569495,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q2961975,chef ou cheffe d'entreprise,https://www.wikidata.org/wiki/Q2961975,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q1650915,chercheur ou chercheuse,https://www.wikidata.org/wiki/Q1650915,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q5131856,clerk,https://www.wikidata.org/wiki/Q5131856,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q30242234,combattant ou combattante pour la liberté,https://www.wikidata.org/wiki/Q30242234,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q738142,commis,https://www.wikidata.org/wiki/Q738142,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q3519259,comte ou comtesse,https://www.wikidata.org/wiki/Q3519259,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q11455387,concepteur ou conceptrice de meubles,https://www.wikidata.org/wiki/Q11455387,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q9379869,conférencier ou conférencière,https://www.wikidata.org/wiki/Q9379869,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q708492,conseiller municipal,https://www.wikidata.org/wiki/Q708492,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q201559,corsaire,https://www.wikidata.org/wiki/Q201559,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q156839,cuisinier ou cuisinière,https://www.wikidata.org/wiki/Q156839,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q79742018,dantiste,https://www.wikidata.org/wiki/Q79742018,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q47799218,education activist,https://www.wikidata.org/wiki/Q47799218,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q11051391,envoyé,https://www.wikidata.org/wiki/Q11051391,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q4479442,fondateur ou fondatrice,https://www.wikidata.org/wiki/Q4479442,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q21591523,fruiticulteur,https://www.wikidata.org/wiki/Q21591523,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q844586,gentry,https://www.wikidata.org/wiki/Q844586,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q3109488,gnomoniste,https://www.wikidata.org/wiki/Q3109488,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q627325,graphiste,https://www.wikidata.org/wiki/Q627325,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,4,,2,2,2,2
Q641208,greffier,https://www.wikidata.org/wiki/Q641208,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q16271064,herpétologue,https://www.wikidata.org/wiki/Q16271064,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,4,,2,2,2,2
Q10527030,humaniste,https://www.wikidata.org/wiki/Q10527030,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q10295465,hydrographe,https://www.wikidata.org/wiki/Q10295465,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q4199058,iconographe,https://www.wikidata.org/wiki/Q4199058,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q18524037,indianiste,https://www.wikidata.org/wiki/Q18524037,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q765541,kazasker,https://www.wikidata.org/wiki/Q765541,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q26487152,market merchant,https://www.wikidata.org/wiki/Q26487152,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q1585575,master of calculations,https://www.wikidata.org/wiki/Q1585575,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q1519593,maître d'armes,https://www.wikidata.org/wiki/Q1519593,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q29352392,maître spirituel,https://www.wikidata.org/wiki/Q29352392,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q326358,menuisier,https://www.wikidata.org/wiki/Q326358,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q6936867,munshi,https://www.wikidata.org/wiki/Q6936867,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q10333969,muséologue,https://www.wikidata.org/wiki/Q10333969,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q3332711,médiéviste,https://www.wikidata.org/wiki/Q3332711,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,4,,2,2,2,2
Q783906,neurologue,https://www.wikidata.org/wiki/Q783906,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q17132038,paléographe,https://www.wikidata.org/wiki/Q17132038,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q2295938,pelletier,https://www.wikidata.org/wiki/Q2295938,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q384593,policier ou policière,https://www.wikidata.org/wiki/Q384593,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q28319434,pomologue,https://www.wikidata.org/wiki/Q28319434,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q21178131,portraitiste,https://www.wikidata.org/wiki/Q21178131,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q830337,prieur,https://www.wikidata.org/wiki/Q830337,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q20794925,principal de collège,https://www.wikidata.org/wiki/Q20794925,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,4,,2,2,2,2
Q618532,propriétaire de bien,https://www.wikidata.org/wiki/Q618532,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q4178004,publicitaire,https://www.wikidata.org/wiki/Q4178004,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q11620676,rakugoka,https://www.wikidata.org/wiki/Q11620676,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q3427922,restaurateur ou restauratrice,https://www.wikidata.org/wiki/Q3427922,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q12097,roi,https://www.wikidata.org/wiki/Q12097,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q117280906,rådmand,https://www.wikidata.org/wiki/Q117280906,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q477406,régent,https://www.wikidata.org/wiki/Q477406,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q57260825,skilled trade,https://www.wikidata.org/wiki/Q57260825,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q133777278,slave driver,https://www.wikidata.org/wiki/Q133777278,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q15976341,slaviste,https://www.wikidata.org/wiki/Q15976341,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q14284,solliciteur,https://www.wikidata.org/wiki/Q14284,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q19513109,spécialiste du néerlandais,https://www.wikidata.org/wiki/Q19513109,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q1020593,stage author,https://www.wikidata.org/wiki/Q1020593,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q915830,subrécargue,https://www.wikidata.org/wiki/Q915830,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q17391659,théoricien ou théoricienne de l'architecture,https://www.wikidata.org/wiki/Q17391659,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q131062,urbaniste,https://www.wikidata.org/wiki/Q131062,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,3,,1,1,2,2
Q685433,vendeur ou vendeuse,https://www.wikidata.org/wiki/Q685433,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q897317,viticulteur ou viticultrice,https://www.wikidata.org/wiki/Q897317,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q7940086,volcanologue,https://www.wikidata.org/wiki/Q7940086,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,4,,2,2,2,2
Q690928,écoutète,https://www.wikidata.org/wiki/Q690928,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q1785507,écuyer,https://www.wikidata.org/wiki/Q1785507,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q382887,élu au service public,https://www.wikidata.org/wiki/Q382887,Unmapped / Review,Needs review,unmapped,needs_review,False,True,2,2,,0,0,2,2
Q4677709,Actor-manager,https://www.wikidata.org/wiki/Q4677709,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2928765,Busshi,https://www.wikidata.org/wiki/Q2928765,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q124514016,Cartographic theorist,https://www.wikidata.org/wiki/Q124514016,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1723181,Chamber councilor,https://www.wikidata.org/wiki/Q1723181,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1410729,Cheikh al-Islam,https://www.wikidata.org/wiki/Q1410729,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q131416318,Church Slavonic writers,https://www.wikidata.org/wiki/Q131416318,Unmapped / Review,Needs review,unmapped,needs_review,True,False,1,1,,0,0,1,1
Q36380,Compagnie de Jésus,https://www.wikidata.org/wiki/Q36380,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q3687335,Conseil d'État,https://www.wikidata.org/wiki/Q3687335,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q3023512,Deputy Lieutenant,https://www.wikidata.org/wiki/Q3023512,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1229301,Dissent,https://www.wikidata.org/wiki/Q1229301,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q20474860,Divan poet,https://www.wikidata.org/wiki/Q20474860,Unmapped / Review,Needs review,unmapped,needs_review,True,False,1,1,,0,0,1,1
Q959495,Front Palace,https://www.wikidata.org/wiki/Q959495,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q64259642,Hofrat,https://www.wikidata.org/wiki/Q64259642,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q16785008,Hovrättsråd,https://www.wikidata.org/wiki/Q16785008,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1723169,Kammermohr,https://www.wikidata.org/wiki/Q1723169,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q60523,Kannushi,https://www.wikidata.org/wiki/Q60523,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q5372393,Komminister,https://www.wikidata.org/wiki/Q5372393,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q3138036,Kugyō,https://www.wikidata.org/wiki/Q3138036,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1795352,Kämmerer,https://www.wikidata.org/wiki/Q1795352,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q667579,Landaman,https://www.wikidata.org/wiki/Q667579,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q587111,Le Père de mes enfants,https://www.wikidata.org/wiki/Q587111,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q956365,Liedermacher,https://www.wikidata.org/wiki/Q956365,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q6823854,Methodist local preacher,https://www.wikidata.org/wiki/Q6823854,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1746361,Minifundia,https://www.wikidata.org/wiki/Q1746361,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1853585,Mohel,https://www.wikidata.org/wiki/Q1853585,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q106887414,Q106887414,https://www.wikidata.org/wiki/Q106887414,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q108439375,Q108439375,https://www.wikidata.org/wiki/Q108439375,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11071934,Q11071934,https://www.wikidata.org/wiki/Q11071934,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11496906,Q11496906,https://www.wikidata.org/wiki/Q11496906,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11569980,Q11569980,https://www.wikidata.org/wiki/Q11569980,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q12786593,Q12786593,https://www.wikidata.org/wiki/Q12786593,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q132561893,Q132561893,https://www.wikidata.org/wiki/Q132561893,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q132907677,Q132907677,https://www.wikidata.org/wiki/Q132907677,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1411233,Q1411233,https://www.wikidata.org/wiki/Q1411233,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1796848,Q1796848,https://www.wikidata.org/wiki/Q1796848,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q25524195,Q25524195,https://www.wikidata.org/wiki/Q25524195,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q28950950,Q28950950,https://www.wikidata.org/wiki/Q28950950,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q42296462,Q42296462,https://www.wikidata.org/wiki/Q42296462,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q48976409,Q48976409,https://www.wikidata.org/wiki/Q48976409,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q52008294,Q52008294,https://www.wikidata.org/wiki/Q52008294,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q55092218,Q55092218,https://www.wikidata.org/wiki/Q55092218,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q866195,Q866195,https://www.wikidata.org/wiki/Q866195,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11625245,Rangaku scholar,https://www.wikidata.org/wiki/Q11625245,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11348277,Revivalist,https://www.wikidata.org/wiki/Q11348277,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1265001,Schulrat,https://www.wikidata.org/wiki/Q1265001,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q78952848,adultère,https://www.wikidata.org/wiki/Q78952848,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q5148404,agent colonial,https://www.wikidata.org/wiki/Q5148404,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q323336,agent commercial ou agente commerciale,https://www.wikidata.org/wiki/Q323336,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q4182927,agent de change,https://www.wikidata.org/wiki/Q4182927,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q16148831,agent immobilier,https://www.wikidata.org/wiki/Q16148831,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q108333755,agent musical,https://www.wikidata.org/wiki/Q108333755,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q114009157,agent économique,https://www.wikidata.org/wiki/Q114009157,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q369894,aide de camp,https://www.wikidata.org/wiki/Q369894,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q4726509,aliéniste,https://www.wikidata.org/wiki/Q4726509,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1155908,ancien,https://www.wikidata.org/wiki/Q1155908,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q16308156,angliciste,https://www.wikidata.org/wiki/Q16308156,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q16360440,anthologiste,https://www.wikidata.org/wiki/Q16360440,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q124371677,apprenti maçon,https://www.wikidata.org/wiki/Q124371677,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1643514,arrangeur musical,https://www.wikidata.org/wiki/Q1643514,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q19361459,assyriologue,https://www.wikidata.org/wiki/Q19361459,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1498177,aumônier de prison,https://www.wikidata.org/wiki/Q1498177,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2095549,aviateur ou aviatrice,https://www.wikidata.org/wiki/Q2095549,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q54475348,balnéologue,https://www.wikidata.org/wiki/Q54475348,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q64152206,baltisant,https://www.wikidata.org/wiki/Q64152206,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q11242506,bandit de grand chemin,https://www.wikidata.org/wiki/Q11242506,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q81710,berger ou bergère,https://www.wikidata.org/wiki/Q81710,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q71049101,bohémiste,https://www.wikidata.org/wiki/Q71049101,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q329737,boucher ou bouchère,https://www.wikidata.org/wiki/Q329737,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q177529,bourgmestre,https://www.wikidata.org/wiki/Q177529,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2926103,bronzier ou bronzière,https://www.wikidata.org/wiki/Q2926103,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q2893972,béguine,https://www.wikidata.org/wiki/Q2893972,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q599898,cacique,https://www.wikidata.org/wiki/Q599898,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q316498,cadet,https://www.wikidata.org/wiki/Q316498,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q23924991,cafetier,https://www.wikidata.org/wiki/Q23924991,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1735282,caissier ou caissière,https://www.wikidata.org/wiki/Q1735282,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q16868721,carcinologiste,https://www.wikidata.org/wiki/Q16868721,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q22813360,cartomancien,https://www.wikidata.org/wiki/Q22813360,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q2730732,cavalier,https://www.wikidata.org/wiki/Q2730732,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q20814940,caviste,https://www.wikidata.org/wiki/Q20814940,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1639239,chapelier ou chapelière,https://www.wikidata.org/wiki/Q1639239,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q833418,charron,https://www.wikidata.org/wiki/Q833418,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2961411,chasseur d'esclaves,https://www.wikidata.org/wiki/Q2961411,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q1714828,chasseur ou chasseresse,https://www.wikidata.org/wiki/Q1714828,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q3499072,chef cuisinier ou chef cuisinière,https://www.wikidata.org/wiki/Q3499072,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q806349,chef de groupe musical,https://www.wikidata.org/wiki/Q806349,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2855502,chef de police,https://www.wikidata.org/wiki/Q2855502,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q185166,cheikh,https://www.wikidata.org/wiki/Q185166,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q15401884,chercheur médical,https://www.wikidata.org/wiki/Q15401884,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q102083,chevalier,https://www.wikidata.org/wiki/Q102083,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q5121619,circuit rider,https://www.wikidata.org/wiki/Q5121619,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q57398902,city manager,https://www.wikidata.org/wiki/Q57398902,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q118865,clarinettiste,https://www.wikidata.org/wiki/Q118865,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q139142334,classical oboist,https://www.wikidata.org/wiki/Q139142334,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q2978942,clergé réfractaire,https://www.wikidata.org/wiki/Q2978942,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,2,,1,1,1,1
Q5131853,clerk,https://www.wikidata.org/wiki/Q5131853,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q114371470,coadjuteur,https://www.wikidata.org/wiki/Q114371470,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
Q55187,coiffeur ou coiffeuse,https://www.wikidata.org/wiki/Q55187,Unmapped / Review,Needs review,unmapped,needs_review,False,True,1,1,,0,0,1,1
