language_edition,occupation,represented_entities,cohort_group_entities,language_represented_entities,cohort_total_entities,cohort_group_share_pct,language_group_share_pct,representation_rate_pct,representation_index
eswiki,garde du corps,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,gardien,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,generalfiskal,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,gentry,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,gondolier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,gouverneur,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,grand prêtre,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,grand sénéchal de Suède,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,graphiste,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,graveur ou graveuse de sceau,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,graveur sur bois,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,graveur sur verre,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,greffier,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,guide,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,guérisseur ou guérisseuse,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,hattat,0,10,1835,14377,0.07,0.0,0.0,0.0
eswiki,hautboïste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,hazzan,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,herboriste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,historien du théâtre,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,historien local,0,18,1835,14377,0.13,0.0,0.0,0.0
eswiki,historien ou historienne de l'économie,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,historien ou historienne du culturel,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,historien ou historienne du droit,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,historien ou historienne du livre,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,hiéromoine,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,homme de lettres,0,16,1835,14377,0.11,0.0,0.0,0.0
eswiki,horloger,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,huissier de justice,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,humaniste de la Renaissance,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,humanitaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,hungarologue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,héraldiste,0,9,1835,14377,0.06,0.0,0.0,0.0
eswiki,iconographe,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,imposteur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,impresario,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,improvisateur ou improvisatrice,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,independent publisher,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,infirmier militaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ingénieur hydraulicien ou ingénieure hydraulicienne,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,ingénieur naval,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,inspecteur des impôts,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,inspecteur des écoles,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,instrumentiste à cordes,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,intendant,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,interprète,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,investisseur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,islamologue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,joueur de ney,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,joueur de txistu,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,joueur ou joueuse de cricket,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,journaliste scientifique,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,kabbaliste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,kadi,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,katib,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,kazasker,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,kimono dealer,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,lama,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,law teacher,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,leutnant,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,liturgiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,livestock farmer,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,lögsögumad,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,magnétiseur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,mandarin,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,marchand de soie,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,marine,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,marionnettiste,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,marja-e taqlid,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,martiniste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maréchal de la cour,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,master mariner,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,master of calculations,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,maçon ou maçonne,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître d'armes,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître d'école élémentaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître de la monnaie,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître de pension,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître de thé,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître des requêtes,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,maître d’œuvre,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,maître à danser,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,mendiant ou mendiante,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,menuisier,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,mercenaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,metricist,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,militant ou militante culturel,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,militant social,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,mineur ou mineuse,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,miniaturiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ministère de l'Intérieur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ministère ecclésiastique,0,16,1835,14377,0.11,0.0,0.0,0.0
eswiki,missionnaire chrétien,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,modiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,moine catholique latin,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,motivateur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,moufassir,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,mousquetaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,mufti,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,muhaddith,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,munitionnaire,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,munshi,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,musicographe,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,muséologue,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,mutakallim,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,mystique chrétien,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,médecin de bord,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,médecin personnel,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,needleworker,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,notaire,0,19,1835,14377,0.13,0.0,0.0,0.0
eswiki,négociant,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,négociant ou négociante en vin,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,officier de la Marine française,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,officier de santé,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,officier des douanes,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,officier municipal,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ordre de chanoines réguliers,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,orfèvre,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,orfèvre spécialisé dans le travail de l'argent,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ouvrier ou ouvrière,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,page,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,panégyriste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,papetier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pastelliste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pasteur baptiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pasteur de l’Église réformée néerlandaise,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,pasteur réformé,0,39,1835,14377,0.27,0.0,0.0,0.0
eswiki,pasteur unitarien,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,pastoraliste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pathologiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,patron,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,paysagiste,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,peda,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pedestrian,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,peintre de paysage,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,peintre décorateur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,peintre portraitiste,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,peintre sur céramique,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pelletier,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,perruquier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,personnalité politique locale,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,personnel académique,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pharmacologue,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,planter,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,polyglotte,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pomologue,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,pompier ou pompière,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,popular educator,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,pottery painter,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,premier violon,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,prieur,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,privat-docent,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,private tutor,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,privatier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,procureur-syndic,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,producteur ou productrice artistique,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,professeur de dessin,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,professeur de langues,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,professeur de lettres,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,professeur des écoles,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,professeur ou professeure de chant,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,professionnel ou professionnelle de la santé,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,propriétaire de bien,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,protoiereus,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,prébendier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,préfet,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,préhistorien ou préhistorienne,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,prélat,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,président du district,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,prêtre de paroisse,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,prêtre grec-catholique,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,prêtre régulier,0,8,1835,14377,0.06,0.0,0.0,0.0
eswiki,pubblicista journalist,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,publicitaire,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,pâtissier ou pâtissière,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,qari,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,qu writer,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,rakugoka,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,receveur des finances,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,recipe collector,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,recteur,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,relecteur-correcteur,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,reporter ou reportrice,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,restaurateur ou restauratrice,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,restaurateur ou restauratrice d'art,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,rhétoricien,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,rural dean,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,rédacteur d'ouvrages de médecine,0,8,1835,14377,0.06,0.0,0.0,0.0
eswiki,rédacteur ou rédactrice,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,régent,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,répétiteur ou répétitrice,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sacristain,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sage-femme,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,samouraï,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sapeur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,scalde,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,schout,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,scieur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,scribe,0,8,1835,14377,0.06,0.0,0.0,0.0
eswiki,sculpteur ou sculptrice sur bois,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sculpteur sur bois ou autre matériau naturel,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,scénographe,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,secrétaire,0,25,1835,14377,0.17,0.0,0.0,0.0
eswiki,secrétaire-greffier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,seigneur,0,9,1835,14377,0.06,0.0,0.0,0.0
eswiki,serrurier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sesen,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,shochet,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,silhouettiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sinologue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,skilled trade,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,skipper,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,solliciteur,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,souffleur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,soufi,0,13,1835,14377,0.09,0.0,0.0,0.0
eswiki,spécialiste du néerlandais,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,spéléologue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,stage author,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,stove builder,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,sténographe,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,subrécargue,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,surinamiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,surintendant,0,17,1835,14377,0.12,0.0,0.0,0.0
eswiki,syndic,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,sysselmann,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,tailleur ou tailleuse,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,tanneur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,technicien ou technicienne,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,tertön,0,8,1835,14377,0.06,0.0,0.0,0.0
eswiki,théologien luthérien,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,théologien orthodoxe,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,théâtrologue,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,tisserand ou tisserande,0,12,1835,14377,0.08,0.0,0.0,0.0
eswiki,tobacco trader,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,topographe,0,13,1835,14377,0.09,0.0,0.0,0.0
eswiki,tourneur sur bois,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,trader,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,trafiquant de fourrures,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,transformiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,travailleur de la construction,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,travailleur qualifié ou travailleuse qualifiée,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,trompettiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,tuteur ou tutrice,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,typographe,0,5,1835,14377,0.03,0.0,0.0,0.0
eswiki,urologue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,vagabond,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,vaudevilliste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,vendeur ou vendeuse,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,vicaire,0,12,1835,14377,0.08,0.0,0.0,0.0
eswiki,vicaire général,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,viguier,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,viniculteur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,violoneux,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,viticulteur ou viticultrice,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,vitrier ou vitrière,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,vétérinaire,0,4,1835,14377,0.03,0.0,0.0,0.0
eswiki,walī Allah,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,writing master,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,Éleveurs et ouvriers qualifiés de l’élevage de bétail,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,ébéniste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,échevin,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,éclairagiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,économe,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,écoutète,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,écrivain d'art,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,écrivain de jardin,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,écrivain militaire,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,écrivain ou écrivaine scientifique,0,6,1835,14377,0.04,0.0,0.0,0.0
eswiki,écrivain public,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,écrivain écrivant en dialecte,0,12,1835,14377,0.08,0.0,0.0,0.0
eswiki,écuyer,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,éditeur de partitions musicales,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,éditeur de revue,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,éditeur ou éditrice musical,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,éditeur scientifique,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,électeur,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,éleveur,0,3,1835,14377,0.02,0.0,0.0,0.0
eswiki,élu au service public,0,2,1835,14377,0.01,0.0,0.0,0.0
eswiki,émir,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,épigrammatiste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,érudit du judaïsme,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,évangéliste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,évêque calviniste,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,évêque catholique romain,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,évêque luthérien,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,évêque orthodoxe,0,1,1835,14377,0.01,0.0,0.0,0.0
eswiki,œnologue,0,1,1835,14377,0.01,0.0,0.0,0.0
frwiki,écrivain ou écrivaine,2631,10243,3481,14377,71.25,75.58,25.69,1.0608
frwiki,poète ou poétesse,1056,4145,3481,14377,28.83,30.34,25.48,1.0524
frwiki,dramaturge,603,1092,3481,14377,7.6,17.32,55.22,2.2789
frwiki,personnalité politique,481,863,3481,14377,6.0,13.82,55.74,2.3033
frwiki,traducteur ou traductrice,410,1038,3481,14377,7.22,11.78,39.5,1.6316
frwiki,historien ou historienne,351,777,3481,14377,5.4,10.08,45.17,1.8667
frwiki,philosophe,292,442,3481,14377,3.07,8.39,66.06,2.7329
frwiki,journaliste,237,404,3481,14377,2.81,6.81,58.66,2.4235
frwiki,professeur d'université,203,539,3481,14377,3.75,5.83,37.66,1.5547
frwiki,librettiste,195,308,3481,14377,2.14,5.6,63.31,2.6168
frwiki,romancier ou romancière,159,307,3481,14377,2.14,4.57,51.79,2.1355
frwiki,diplomate,152,239,3481,14377,1.66,4.37,63.6,2.6325
frwiki,théologien ou théologienne,144,681,3481,14377,4.74,4.14,21.15,0.8734
frwiki,artiste peintre,143,285,3481,14377,1.98,4.11,50.18,2.0758
frwiki,avocat ou avocate,139,285,3481,14377,1.98,3.99,48.77,2.0152
frwiki,linguiste,138,220,3481,14377,1.53,3.96,62.73,2.5882
frwiki,bibliothécaire,118,240,3481,14377,1.67,3.39,49.17,2.0299
frwiki,compositeur ou compositrice,112,237,3481,14377,1.65,3.22,47.26,1.9515
frwiki,critique littéraire,103,140,3481,14377,0.97,2.96,73.57,3.0515
frwiki,militaire,103,202,3481,14377,1.41,2.96,50.99,2.0993
frwiki,éditeur ou éditrice,103,256,3481,14377,1.78,2.96,40.23,1.6629
frwiki,botaniste,98,142,3481,14377,0.99,2.82,69.01,2.8485
frwiki,juriste,97,402,3481,14377,2.8,2.79,24.13,0.9964
frwiki,médecin,94,335,3481,14377,2.33,2.7,28.06,1.1588
frwiki,biographe,93,204,3481,14377,1.42,2.67,45.59,1.8803
frwiki,prêtre catholique,91,352,3481,14377,2.45,2.61,25.85,1.0653
frwiki,acteur ou actrice,90,211,3481,14377,1.47,2.59,42.65,1.7619
frwiki,essayiste,87,145,3481,14377,1.01,2.5,60.0,2.4752
frwiki,mathématicien ou mathématicienne,83,159,3481,14377,1.11,2.38,52.2,2.1441
frwiki,économiste,66,102,3481,14377,0.71,1.9,64.71,2.6761
frwiki,historien ou historienne de l'art,62,74,3481,14377,0.51,1.78,83.78,3.4902
frwiki,enseignant ou enseignante,60,391,3481,14377,2.72,1.72,15.35,0.6324
frwiki,naturaliste,60,89,3481,14377,0.62,1.72,67.42,2.7742
frwiki,acteur ou actrice de théâtre,58,120,3481,14377,0.83,1.67,48.33,2.012
frwiki,encyclopédiste,58,60,3481,14377,0.42,1.67,96.67,3.9762
frwiki,officier,58,155,3481,14377,1.08,1.67,37.42,1.5463
frwiki,salonnier ou salonnière,57,71,3481,14377,0.49,1.64,80.28,3.3469
frwiki,lexicographe,55,97,3481,14377,0.67,1.58,56.7,2.3582
frwiki,archéologue,54,77,3481,14377,0.54,1.55,70.13,2.8704
frwiki,physicien ou physicienne,51,67,3481,14377,0.47,1.47,76.12,3.1277
frwiki,explorateur ou exploratrice,49,55,3481,14377,0.38,1.41,89.09,3.7105
frwiki,philologue,47,124,3481,14377,0.86,1.35,37.9,1.5698
frwiki,diariste,44,203,3481,14377,1.41,1.26,21.67,0.8936
frwiki,dessinateur ou dessinatrice,42,82,3481,14377,0.57,1.21,51.22,2.1228
frwiki,autobiographe,41,123,3481,14377,0.86,1.18,33.33,1.3721
frwiki,juriste-poète,40,103,3481,14377,0.72,1.15,38.83,1.5972
frwiki,mémorialiste,38,100,3481,14377,0.7,1.09,38.0,1.5571
frwiki,pédagogue,35,177,3481,14377,1.23,1.01,19.77,0.8211
frwiki,juge,34,94,3481,14377,0.65,0.98,36.17,1.5077
frwiki,architecte,33,54,3481,14377,0.38,0.95,61.11,2.5
frwiki,géographe,33,68,3481,14377,0.47,0.95,48.53,2.0213
frwiki,libraire,33,112,3481,14377,0.78,0.95,29.46,1.2179
frwiki,astronome,31,63,3481,14377,0.44,0.89,49.21,2.0227
frwiki,auteur ou autrice de littérature pour la jeunesse,30,38,3481,14377,0.26,0.86,78.95,3.3077
frwiki,graveur ou graveuse d'estampes,30,46,3481,14377,0.32,0.86,65.22,2.6875
frwiki,musicologue,30,41,3481,14377,0.29,0.86,73.17,2.9655
frwiki,chansonnier,29,34,3481,14377,0.24,0.83,85.29,3.4583
frwiki,prêtre,29,264,3481,14377,1.84,0.83,10.98,0.4511
frwiki,entomologiste,28,42,3481,14377,0.29,0.8,66.67,2.7586
frwiki,chimiste,27,35,3481,14377,0.24,0.78,77.14,3.25
frwiki,imprimeur ou imprimeuse,27,85,3481,14377,0.59,0.78,31.76,1.322
frwiki,publiciste,27,76,3481,14377,0.53,0.78,35.53,1.4717
frwiki,haut fonctionnaire ou haute fonctionnaire,26,74,3481,14377,0.51,0.75,35.14,1.4706
frwiki,érudit classique,26,34,3481,14377,0.24,0.75,76.47,3.125
frwiki,anthropologue,25,27,3481,14377,0.19,0.72,92.59,3.7895
frwiki,cartographe,24,39,3481,14377,0.27,0.69,61.54,2.5556
frwiki,ingénieur,24,41,3481,14377,0.29,0.69,58.54,2.3793
frwiki,professeur,24,42,3481,14377,0.29,0.69,57.14,2.3793
frwiki,zoologiste,23,25,3481,14377,0.17,0.66,92.0,3.8824
frwiki,aristocrate,22,36,3481,14377,0.25,0.63,61.11,2.52
frwiki,inventeur,22,32,3481,14377,0.22,0.63,68.75,2.8636
frwiki,illustrateur ou illustratrice,21,33,3481,14377,0.23,0.6,63.64,2.6087
frwiki,ornithologue,21,25,3481,14377,0.17,0.6,84.0,3.5294
