language_edition,occupation,represented_entities,cohort_group_entities,language_represented_entities,cohort_total_entities,cohort_group_share_pct,language_group_share_pct,representation_rate_pct,representation_index
ukwiki,chapelain,1,7,868,14377,0.05,0.12,14.29,2.4
ukwiki,chef religieux,1,9,868,14377,0.06,0.12,11.11,2.0
ukwiki,chirurgien-dentiste,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,classical oboist,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,claveciniste,1,6,868,14377,0.04,0.12,16.67,3.0
ukwiki,clerc régulier,1,18,868,14377,0.13,0.12,5.56,0.9231
ukwiki,climatologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,collectionneur d'estampes,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,colonel,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,combattant ou combattante pour la liberté,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,compositeur ou compositrice de musique classique,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,concepteur ou conceptrice de meubles,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,conseiller ou conseillère politique,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,conservateur de bibliothèque,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,consort,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,conteur de contes de fées,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,copiste,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,corrégidor,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,corsaire,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,courtisan,1,10,868,14377,0.07,0.12,10.0,1.7143
ukwiki,criminaliste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,criminologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,cryptographe,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,dame de compagnie,1,23,868,14377,0.16,0.12,4.35,0.75
ukwiki,dessinateur ou dessinatrice en bâtiment,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,diacre,1,14,868,14377,0.1,0.12,7.14,1.2
ukwiki,diacre de transition,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,directeur littéraire,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,directeur ou directrice,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,diseur de bonne aventure,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,diététicien ou diététicienne,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,drapier,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,duelliste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,décorateur ou décoratrice d'intérieur,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,défenseur ou défenseuse des droits humains,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,démographe,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,détective,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,employé ou employée de bureau,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,enlumineur,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,enseigne,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,escroc,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,exégète,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,faussaire,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,femme de lettres,1,14,868,14377,0.1,0.12,7.14,1.2
ukwiki,financier,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,flûtiste,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,folklore collector,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,fondateur ou fondatrice,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,gesakusha,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,graveur sur cuivre,1,24,868,14377,0.17,0.12,4.17,0.7059
ukwiki,généalogiste,1,16,868,14377,0.11,0.12,6.25,1.0909
ukwiki,géodésiste,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,géomètre,1,12,868,14377,0.08,0.12,8.33,1.5
ukwiki,hautboïste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,helléniste,1,9,868,14377,0.06,0.12,11.11,2.0
ukwiki,historien local,1,18,868,14377,0.13,0.12,5.56,0.9231
ukwiki,historien ou historienne de l'Église,1,23,868,14377,0.16,0.12,4.35,0.75
ukwiki,historien ou historienne de la musique,1,12,868,14377,0.08,0.12,8.33,1.5
ukwiki,historien ou historienne de la philosophie,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,historien ou historienne militaire,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,horloger ou horlogère,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,horticulteur ou horticultrice,1,10,868,14377,0.07,0.12,10.0,1.7143
ukwiki,humaniste,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,hydrographe,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,iconographe,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,imitateur,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,impresario,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,indianiste,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,industriel ou industrielle,1,6,868,14377,0.04,0.12,16.67,3.0
ukwiki,infirmière ou infirmier,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,ingénieur géographe,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,intellectuel ou intellectuelle,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,journaliste musical,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,juge de paix,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,juiz de fora,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,kabbaliste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,lexicologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,logicien ou logicienne,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,magistrat ou magistrate,1,32,868,14377,0.22,0.12,3.12,0.5455
ukwiki,magistrate,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,maire,1,14,868,14377,0.1,0.12,7.14,1.2
ukwiki,marchand d'armes,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,market merchant,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,martiniste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,maréchal,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,mathématicien géomètre,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,maître de poste,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,maître spirituel,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,maîtresse royale,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,mercenaire,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,metteur ou metteuse en scène,1,11,868,14377,0.08,0.12,9.09,1.5
ukwiki,militant de l'émigration,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,militant ou militante,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,militant ou militante de la cause animale,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,militant ou militante pour les droits des femmes,1,12,868,14377,0.08,0.12,8.33,1.5
ukwiki,militant pour la paix,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,moine bouddhiste,1,11,868,14377,0.08,0.12,9.09,1.5
ukwiki,mosaïste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,mythologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,médailleur ou médailleuse,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,médecin de bord,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,médecin militaire,1,6,868,14377,0.04,0.12,16.67,3.0
ukwiki,médiéviste,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,métallurgiste,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,métaphysicien,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,narrateur,1,8,868,14377,0.06,0.12,12.5,2.0
ukwiki,navigateur ou navigatrice,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,neurobiologiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,nouvelle,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,océanographe,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,officier d'armée de terre,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,ophtalmologue,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,ornament designer,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,ornamental sculptor,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,ouléma,1,21,868,14377,0.15,0.12,4.76,0.8
ukwiki,paléographe,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,pastelliste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,pasteur méthodiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,peintre miniaturiste,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,peintre sur porcelaine,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,philosophe des sciences,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,philosophe du langage,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,physicien théoricien ou physicienne théoricienne,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,pianiste,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,policier ou policière,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,polygraphe,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,poète de tanka,1,10,868,14377,0.07,0.12,10.0,1.7143
ukwiki,première dame,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,prince héritier,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,problémiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,professeur ou professeure de chant,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,propriétaire de biens,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,propriétaire de plantation,1,12,868,14377,0.08,0.12,8.33,1.5
ukwiki,prébendier,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,prévôt,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,prêtre chrétien,1,27,868,14377,0.19,0.12,3.7,0.6316
ukwiki,prêtre grec-catholique,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,psychologue,1,7,868,14377,0.05,0.12,14.29,2.4
ukwiki,rebelle,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,religieux ou religieuse,1,42,868,14377,0.29,0.12,2.38,0.4138
ukwiki,roi,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,rådmand,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,réformateur,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,réformateur protestant,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,sanskritiste,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,scientifique de la forêt,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,socialiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,socialite,1,7,868,14377,0.05,0.12,14.29,2.4
ukwiki,stomatologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,suffragiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,surveying engineer,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,tailleur ou tailleuse de pierre,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,taxinomiste,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,textologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,tourneur sur bois,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,traducteur ou traductrice de la Bible,1,12,868,14377,0.08,0.12,8.33,1.5
ukwiki,typographe,1,5,868,14377,0.03,0.12,20.0,4.0
ukwiki,universitaire,1,13,868,14377,0.09,0.12,7.69,1.3333
ukwiki,urbaniste,1,2,868,14377,0.01,0.12,50.0,12.0
ukwiki,urologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,violoniste,1,8,868,14377,0.06,0.12,12.5,2.0
ukwiki,voleur ou voleuse,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,vulgarisateur ou vulgarisatrice scientifique,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,vétérinaire,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,xylographe,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,écrivain ou écrivaine politique,1,9,868,14377,0.06,0.12,11.11,2.0
ukwiki,écrivain religieux,1,69,868,14377,0.48,0.12,1.45,0.25
ukwiki,égyptologue,1,4,868,14377,0.03,0.12,25.0,4.0
ukwiki,éleveur,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,épistolière,1,11,868,14377,0.08,0.12,9.09,1.5
ukwiki,épistémologue,1,1,868,14377,0.01,0.12,100.0,12.0
ukwiki,étudiant,1,16,868,14377,0.11,0.12,6.25,1.0909
ukwiki,évêque,1,3,868,14377,0.02,0.12,33.33,6.0
ukwiki,Akyn,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,Amtmann,0,7,868,14377,0.05,0.0,0.0,0.0
ukwiki,Busshi,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Cartographic theorist,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Chamber councilor,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Cheikh al-Islam,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Compagnie de Jésus,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Conseil d'État,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Deputy Lieutenant,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Dissent,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Divan poet,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Glosser,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,Hofrat,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Hovrättsråd,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Justiciar,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,Kannushi,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Kokugaku scholar,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,Komminister,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Kugyō,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Kämmerer,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Landaman,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Le Père de mes enfants,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Legationsrat,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,Liedermacher,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Methodist local preacher,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Minifundia,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Mohel,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Oberamtmann,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q106887414,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q108439375,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q11071934,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q11496906,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q11569980,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q118732656,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q12786593,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q132561893,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q137178813,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q1411233,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q25524195,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q28950950,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q42296462,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q48976409,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q52008294,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q55092218,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Q866195,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Revivalist,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Schulrat,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,Theaterintendant,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,Warraq,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,abbé,0,8,868,14377,0.06,0.0,0.0,0.0
ukwiki,able seaman,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,acteur amateur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,acteur de kunqu,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,administrateur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,administrateur académique,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,administrateur colonial ou administratrice coloniale,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,administrateur de district,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,administrateur du gouvernement,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,adultère,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent colonial,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent commercial ou agente commerciale,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent des terres,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent immobilier,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent musical,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent ou agente immobilier,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,agent économique,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,agroéconomiste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,aliéniste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,alpiniste,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,ambassadeur,0,5,868,14377,0.03,0.0,0.0,0.0
ukwiki,ancien,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,angliciste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,anthologiste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,apiculteur ou apicultrice,0,8,868,14377,0.06,0.0,0.0,0.0
ukwiki,apologète,0,6,868,14377,0.04,0.0,0.0,0.0
ukwiki,apothicaire,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,apprenti maçon,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,arabisant ou arabisante,0,5,868,14377,0.03,0.0,0.0,0.0
ukwiki,archevêque titulaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,archidiaconé luthérien,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,archéologue classique,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,arrangeur musical,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,artilleur,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,artisan ou artisane,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,artiste textile,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,assesseur,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,assyriologue,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,astrologue,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,aumônier de prison,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,aumônier militaire,0,6,868,14377,0.04,0.0,0.0,0.0
ukwiki,aumônier militaire catholique,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,auteur comique,0,7,868,14377,0.05,0.0,0.0,0.0
ukwiki,auteur de dictionnaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,auteur de livre de cuisine,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,auteur de livres de prières,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,auteur de livres jeunesse,0,5,868,14377,0.03,0.0,0.0,0.0
ukwiki,auteur de manuel,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,auteur-compositeur-interprète,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,avocat,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bailli,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,balnéologue,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,baltisant,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bandit de grand chemin,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,barbier,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,barbier chirurgien,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,barde,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,berger ou bergère,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bertsolari,0,5,868,14377,0.03,0.0,0.0,0.0
ukwiki,bibliothécaire de droit,0,6,868,14377,0.04,0.0,0.0,0.0
ukwiki,bibliste,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,bienfaiteur ou bienfaitrice,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,bijoutier,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,bohémiste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,boucher ou bouchère,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bourgmestre,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bourrelier,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,bronzier ou bronzière,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,bureaucrate,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,bushi,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,béguine,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cacique,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cadet,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cadi,0,6,868,14377,0.04,0.0,0.0,0.0
ukwiki,cafetier,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,caissier ou caissière,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cantor,0,9,868,14377,0.06,0.0,0.0,0.0
ukwiki,capitaine de navire,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,carrier,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,cartographe maritime,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cartographe militaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cathedral preacher,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,catéchiste,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,cavalier,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,cavalier de dressage,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,caviste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,censeur royal,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,chancelier,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,chanoine ad honorem,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chanteur folk,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chapelier ou chapelière,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chargé ou chargée de cours,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,charpentier ou charpentière,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,charron,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chasseur d'esclaves,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chasseur ou chasseresse,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chef cuisinier ou chef cuisinière,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chef de groupe musical,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chef de police,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chef ou cheffe d'entreprise,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,chef ou cheffe de chœur,0,8,868,14377,0.06,0.0,0.0,0.0
ukwiki,cheikh,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chercheur indépendant,0,8,868,14377,0.06,0.0,0.0,0.0
ukwiki,chercheur médical,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chercheur ou chercheuse,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,chevalier,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,chorégraphe,0,8,868,14377,0.06,0.0,0.0,0.0
ukwiki,church writer,0,29,868,14377,0.2,0.0,0.0,0.0
ukwiki,circuit rider,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,city manager,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clarinettiste,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clerc anglican,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,clerc catholique,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clerc catholique romain,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clerc municipal,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clergé réfractaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,clerk,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,coadjuteur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,coiffeur ou coiffeuse,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,collecteur de poésie populaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,collecteur de tradition orale,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,collecteur ou collectrice de chanson traditionnelle,0,4,868,14377,0.03,0.0,0.0,0.0
ukwiki,collectionneur d'antiquités,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,collectionneur de livres,0,3,868,14377,0.02,0.0,0.0,0.0
ukwiki,collectionneur ou collectionneuse zoologique,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,colporteur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commentateur,0,5,868,14377,0.03,0.0,0.0,0.0
ukwiki,commerçant ou commerçante,0,6,868,14377,0.04,0.0,0.0,0.0
ukwiki,commis,0,2,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire chargeur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire de la marine,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire de police,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire des guerres,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,commissaire-priseur,0,1,868,14377,0.01,0.0,0.0,0.0
ukwiki,compilateur ou compilatrice,0,18,868,14377,0.13,0.0,0.0,0.0
ukwiki,compositeur,0,1,868,14377,0.01,0.0,0.0,0.0
