wikidata_id,person_id,name,birth_year,slice_id,review_group,has_any_slice_evidence,has_citizenship_evidence,has_place_context_evidence,has_birth_place_context_evidence,citizenship_match_ids,citizenship_match_labels,place_context_match_ids,place_context_match_labels,birth_place_context_match_ids,birth_place_context_match_labels,matched_place_roles,legacy_french_seed_member
http://www.wikidata.org/entity/Q55233953,Q55233953,A. Flowerdew,1759,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q1647198,Q1647198,Aaron Hill,1685,british,British,True,True,True,False,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q15723641,Q15723641,Abhimanyu Samanta Singhara,1760,british,British,True,False,True,True,,,Q129286 | Q2001966 | Q8680,British Empire | British Raj | Company rule in India,Q129286 | Q2001966 | Q8680,British Empire | British Raj | Company rule in India,birth_place,False
http://www.wikidata.org/entity/Q4667621,Q4667621,Abiel Abbot,1770,british,British,True,False,True,True,,,Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies,Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies,birth_place,False
http://www.wikidata.org/entity/Q4667626,Q4667626,Abiel Holmes,1763,british,British,True,False,True,False,,,Q145 | Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies | United Kingdom,,,death_place,False
http://www.wikidata.org/entity/Q206191,Q206191,Abigail Adams,1744,british,British,True,True,False,False,Q174193,United Kingdom of Great Britain and Ireland,,,,,,True
http://www.wikidata.org/entity/Q87764558,Q87764558,Abigail De Hart,1761,british,British,True,True,False,False,Q258532,British America,,,,,,False
http://www.wikidata.org/entity/Q29643548,Q29643548,Abigail Franks,1696,british,British,True,True,True,True,Q21,England,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q18756558,Q18756558,Abigail Gawthern,1757,british,British,True,True,True,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q47536197,Q47536197,Abraham Bishop,1763,british,British,True,False,True,True,,,Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies,Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies,birth_place,False
http://www.wikidata.org/entity/Q16204742,Q16204742,Abraham Booth,1734,british,British,True,True,True,True,Q21,England,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145,United Kingdom,birth_place | death_place,False
http://www.wikidata.org/entity/Q2821859,Q2821859,Abraham Tucker,1705,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q28361501,Q28361501,Abraham Williams,1755,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q42279499,Q42279499,Abu-'l-Barakāt ʿAbdallāh Ibn-Ḥusain as- Suwaidī,1692,british,British,True,False,True,True,,,Q145,United Kingdom,Q145,United Kingdom,birth_place | death_place,False
http://www.wikidata.org/entity/Q183094,Q183094,Adam Ferguson,1723,british,British,True,True,True,True,Q174193,United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q9381,Q9381,Adam Smith,1723,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place | work_location,False
http://www.wikidata.org/entity/Q4679934,Q4679934,Adam Walker,1731,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q16147344,Q16147344,Agnes Bulmer,1775,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place | residence,False
http://www.wikidata.org/entity/Q18729931,Q18729931,Agnes Lyon,1762,british,British,True,True,False,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q4693079,Q4693079,Agnes Maclehose,1759,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q18783542,Q18783542,Agnes Porter,1752,british,British,True,True,True,True,Q145,United Kingdom,Q145 | Q161885 | Q174193 | Q21 | Q22 | Q230791,England | Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q18935963,Q18935963,Agnes Wheeler,1734,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q2827000,Q2827000,Agnès Maria Bennett,1746,british,British,True,True,True,True,Q145 | Q161885,Kingdom of Great Britain | United Kingdom,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q56605536,Q56605536,Ahmad al-Attar,1713,british,British,True,False,True,True,,,Q145,United Kingdom,Q145,United Kingdom,birth_place,False
http://www.wikidata.org/entity/Q73180939,Q73180939,Ahmad ibn Abdullah al-Suwaydi,1741,british,British,True,False,True,True,,,Q145,United Kingdom,Q145,United Kingdom,birth_place | death_place,False
http://www.wikidata.org/entity/Q136332176,Q136332176,Ahmed Paşa,1700,british,British,True,False,True,False,,,Q145,United Kingdom,,,death_place,False
http://www.wikidata.org/entity/Q6014970,Q6014970,Ahmed Wasif,1740,british,British,True,False,True,True,,,Q145,United Kingdom,Q145,United Kingdom,birth_place,False
http://www.wikidata.org/entity/Q105887067,Q105887067,Aindrias Mac Craith,1709,british,British,True,False,True,True,,,Q174193 | Q27,Ireland | United Kingdom of Great Britain and Ireland,Q174193 | Q27,Ireland | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q4708451,Q4708451,Alasdair mac Mhaighstir Alasdair,1698,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q1617267,Q1617267,Alban Butler,1710,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,1761,british,British,True,False,True,False,,,Q145 | Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies | United Kingdom,,,residence | work_location,True
http://www.wikidata.org/entity/Q4713532,Q4713532,Alden Bradford,1765,british,British,True,False,True,False,,,Q145 | Q161885 | Q179876 | Q179997,Kingdom of England | Kingdom of Great Britain | Thirteen Colonies | United Kingdom,,,death_place,False
http://www.wikidata.org/entity/Q4718297,Q4718297,Alexander Balfour,1767,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q7525920,Q7525920,Alexander Boswell,1775,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21 | Q22,England | Kingdom of England | Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place | work_location,False
http://www.wikidata.org/entity/Q108541267,Q108541267,Alexander Bryce,1713,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q4718515,Q4718515,Alexander Campbell,1764,british,British,True,True,False,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q4718533,Q4718533,Alexander Carlyle,1722,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q2833099,Q2833099,Alexander Chalmers,1759,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21 | Q22 | Q230791,England | Kingdom of England | Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q4718664,Q4718664,Alexander Cruden,1699,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876 | Q21 | Q22 | Q230791,England | Kingdom of England | Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place | work_location,False
http://www.wikidata.org/entity/Q126038715,Q126038715,Alexander Douglas,1771,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q2833104,Q2833104,Alexander Dow,1735,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q2833114,Q2833114,Alexander Fraser Tytler,1747,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q4718933,Q4718933,Alexander Geddes,1737,british,British,True,False,True,False,,,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,,,work_location,False
http://www.wikidata.org/entity/Q178903,Q178903,Alexander Hamilton,1757,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q98804012,Q98804012,Alexander MacKenzie,1730,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q25635048,Q25635048,Alexander MacKinnon,1770,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q4719724,Q4719724,Alexander Murray,1775,british,British,True,True,True,True,Q22,Scotland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q15627336,Q15627336,Alexander Pennecuik,1690,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q164047,Q164047,Alexander Pope,1688,british,British,True,True,True,True,Q161885 | Q179876,Kingdom of England | Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q1308761,Q1308761,Alexander Ross,1699,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q18810577,Q18810577,Alexander Schomberg,1756,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q18819362,Q18819362,Alexander Smith,1714,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q4217259,Q4217259,Alexander Stopford Catcott,1692,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q18874926,Q18874926,Alexander Thomson,1763,british,British,True,True,True,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q931286,Q931286,Alexander Wilson,1766,british,British,True,True,True,True,Q22,Scotland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q125098843,Q125098843,Ali b. Muhammed Said Süveydi,1757,british,British,True,False,True,True,,,Q145,United Kingdom,Q145,United Kingdom,birth_place,False
http://www.wikidata.org/entity/Q18756583,Q18756583,Alicia Palmer,1763,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q116833450,Q116833450,Alina Deldir,1762,british,British,True,False,True,True,,,Q129286 | Q8680,British Empire | British Raj,Q129286 | Q8680,British Empire | British Raj,birth_place,False
http://www.wikidata.org/entity/Q4727022,Q4727022,Alison Begbie,1752,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q4727053,Q4727053,Alison Cockburn,1712,british,British,True,True,True,True,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q18670714,Q18670714,Allan Macdougall,1750,british,British,True,True,False,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q654775,Q654775,Allan Ramsay,1686,british,British,True,True,True,True,Q22,Scotland,Q145 | Q161885 | Q174193 | Q22 | Q230791,Kingdom of Great Britain | Kingdom of Scotland | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place | work_location,False
http://www.wikidata.org/entity/Q124769292,Q124769292,Alʼuzry,1730,british,British,True,False,True,False,,,Q145,United Kingdom,,,death_place,False
http://www.wikidata.org/entity/Q18572212,Q18572212,Amabel Hume-Campbell,1751,british,British,True,True,True,False,Q161885,Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q4741857,Q4741857,Ambrose Serle,1742,british,British,True,True,False,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q1076511,Q1076511,Amelia Opie,1769,british,British,True,True,True,True,Q174193,United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q71854,Q71854,Amelia Osborne,1754,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q4756596,Q4756596,Andrew Cherry,1762,british,British,True,True,True,True,Q27,Ireland,Q174193 | Q27,Ireland | United Kingdom of Great Britain and Ireland,Q174193 | Q27,Ireland | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q4756720,Q4756720,Andrew Crosbie,1736,british,British,True,True,False,False,Q145,United Kingdom,,,,,,False
http://www.wikidata.org/entity/Q504800,Q504800,Andrew Fuller,1754,british,British,True,True,True,True,Q174193,United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q179876,Kingdom of England | United Kingdom,birth_place | death_place,False
http://www.wikidata.org/entity/Q4757086,Q4757086,Andrew Gifford,1700,british,British,True,True,True,True,Q161885 | Q179876,Kingdom of England | Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q4757286,Q4757286,Andrew Henderson,1731,british,British,True,True,True,False,Q22,Scotland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q4757616,Q4757616,Andrew Kippis,1725,british,British,True,False,True,True,,,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,False
http://www.wikidata.org/entity/Q15994598,Q15994598,Andrew Lumisden,1720,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q4757846,Q4757846,Andrew Macdonald,1757,british,British,True,False,True,False,,,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place,False
http://www.wikidata.org/entity/Q2088636,Q2088636,Andrew Michael Ramsay,1686,british,British,True,True,True,True,Q22,Scotland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q22,Kingdom of Great Britain | Scotland | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place,True
http://www.wikidata.org/entity/Q18813153,Q18813153,Andrew Shirrefs,1762,british,British,True,True,False,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q18917220,Q18917220,Andrew Wilson,1718,british,British,True,True,False,False,Q161885,Kingdom of Great Britain,,,,,,False
http://www.wikidata.org/entity/Q3617264,Q3617264,Angelo Tremamondo,1716,british,British,True,True,True,False,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,,,death_place | work_location,True
http://www.wikidata.org/entity/Q4763159,Q4763159,Angharad James,1677,british,British,True,True,True,True,Q161885 | Q179876,Kingdom of England | Kingdom of Great Britain,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876,Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q67812899,Q67812899,Angus M'Diarmid,1770,british,British,True,True,False,False,Q174193,United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q19037320,Q19037320,Ann Cristall,1769,british,British,True,True,False,False,Q174193,United Kingdom of Great Britain and Ireland,,,,,,False
http://www.wikidata.org/entity/Q4766381,Q4766381,Ann Eliza Bleecker,1752,british,British,True,False,True,False,,,Q161885 | Q179876 | Q179997 | Q258532,British America | Kingdom of England | Kingdom of Great Britain | Thirteen Colonies,,,death_place,False
http://www.wikidata.org/entity/Q4766446,Q4766446,Ann Hatton,1764,british,British,True,True,True,True,Q145,United Kingdom,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q21,England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,birth_place | death_place,False
http://www.wikidata.org/entity/Q19974205,Q19974205,Ann Murry,1755,british,British,True,True,False,False,Q145,United Kingdom,,,,,,False
http://www.wikidata.org/entity/Q231944,Q231944,Ann Radcliffe,1764,british,British,True,True,True,True,Q161885 | Q174193,Kingdom of Great Britain | United Kingdom of Great Britain and Ireland,Q145 | Q161885 | Q174193 | Q179876 | Q21,England | Kingdom of England | Kingdom of Great Britain | United Kingdom | United Kingdom of Great Britain and Ireland,Q145,United Kingdom,birth_place | death_place,False
