token_family,token_id,token_label,token_wikidata_url,occurrence_count,entity_count,example_names
spoken_written_language,Q8097,,https://www.wikidata.org/wiki/Q8097,7,7,Arunachala Kavi | Kotikalapudi Venkatakrishnaiah | Mamidi venkayya | Muddupalani | Mulugu Papayaradhyulu | Tarikonda Vengamamba | Tipû Sâhib
spoken_written_language,Q9083,,https://www.wikidata.org/wiki/Q9083,7,7,Antanas Strazdas | Dionizas Poška | Kiprijonas Lukauskas | Kristijonas Donelaitis | Laurynas Bortkevičius | Michel Jérôme Radziwiłł | Vladislovas Daukša
writing_language,Q13248,,https://www.wikidata.org/wiki/Q13248,7,7,Christoph Friedrich Faber | Jan Józef Hawštyn Hauptmann | Johann Gotttrau Böhmer | Q21016944 | Rudolf Mjeń | Salomon Gottlob Frentzel | Samuel Traugott Pannach
writing_language,Q58635,,https://www.wikidata.org/wiki/Q58635,7,7,Ali Haidar | Bulleh Shah | Hashim | Q20606273 | Sachal Sarmast | Saleh Muhammad Safoori | Waris Shah
citizenship,Q153529,,https://www.wikidata.org/wiki/Q153529,6,6,Alberico Barbiano di Belgiojoso | Antonio Francesco Frisi | Biagio Bellotti | Francesca Bicetti De'Buttinoni Imbonati | Francesco Carcano | Girolamo Birago
citizenship,Q62633,,https://www.wikidata.org/wiki/Q62633,6,6,Brita Sidonia Gadd | Catharina Charlotta Swedenmarck | Frans Michael Franzén | Gustaf Lithou | Henrik Deutsch | Otto Fredrik Wetterhoff
citizenship,Q699964,,https://www.wikidata.org/wiki/Q699964,6,6,Beda Schuster | Cassian Anton Roschmann | Franz Anton Schraembl | Franz Steininger | Karl Anton von Martini | Matija Antun Relković
spoken_written_language,Q25433,,https://www.wikidata.org/wiki/Q25433,6,6,Bernhard Gottfried Bueren | Christian Heinrich Wolke | Friedrich Wilhelm Albrecht | Jacob Wilhelm Beverstein | Karl Scheller | Kaspar Friedrich Renner
spoken_written_language,Q9176,,https://www.wikidata.org/wiki/Q9176,6,6,Chae Je-gong | Hyegyeong | Jeong Yak-yong | Pak Che-ga | Park Ji-won | Yu Deuk-gong
writing_language,Q8097,,https://www.wikidata.org/wiki/Q8097,6,6,Colin Mackenzie | Kotikalapudi Venkatakrishnaiah | Muddupalani | Q15699352 | Q16746545 | Tarikonda Vengamamba
writing_language,Q9292,,https://www.wikidata.org/wiki/Q9292,6,6,Ashig Valeh | Khasta Qasim | Mirza Muslim Qudsi | Molla Penah Vakıf | Qudsi Vanandi | Telimxan
citizenship,Q11876909,,https://www.wikidata.org/wiki/Q11876909,5,5,Bárbara Heliodora | Domingos Vidal Barbosa Lage | Inácio José de Alvarenga Peixoto | José Basílio Gama | Tenreiro Aranha
citizenship,Q146597,,https://www.wikidata.org/wiki/Q146597,5,5,Abu al-Qasim Qomi | Ahmad Naraqi | Hajat Shirazi | Hossein Rafiq Isfahani | Magtymguly Pyragy
citizenship,Q146871,,https://www.wikidata.org/wiki/Q146871,5,5,Abd al-Wahhab ibn Muhammad al-Fayrooz | Ahmad al-Muhsini | Ali ibn Muhammad al-Ramadhan | Muhammad ibn Abdullah al-Ramadhan | Saleh ibn Zayn al-Din
citizenship,Q188553,,https://www.wikidata.org/wiki/Q188553,5,5,Hendrik Frieseman | Hieronymus van Alphen | Jan Jacob Vereul | Johann Gotthard Reinhold | Johannes Bosscha
citizenship,Q241,,https://www.wikidata.org/wiki/Q241,5,5,Francisco Arrango y Parreño | Francisco Covarrubias | Manuel de Zequeira | Manuel del Socorro Rodríguez | Tomás Romay
citizenship,Q282475,,https://www.wikidata.org/wiki/Q282475,5,5,David Cholokashvili | Ioane Batonichvili | Iwan Georgijewitsch Jalgusidse | Petre Laradze | Sayat-Nova
citizenship,Q3399982,,https://www.wikidata.org/wiki/Q3399982,5,5,Alonso López de Rubiños | Antonio de Ulloa | Fernando Ramírez de Luque | Manuel Fortea y Úbeda | Manuel Torres
citizenship,Q529605,,https://www.wikidata.org/wiki/Q529605,5,5,Charles de Hesse-Cassel | Christian von Massenbach | Dorothea Viehmann | Johann Erdmann Hummel | Nina Aubigny von Engelbrunner
citizenship,Q62651,,https://www.wikidata.org/wiki/Q62651,5,5,Charles de Hesse-Cassel | Hans Hammond | Ingeborg Kirstine Reichwein | Johan Herman Wessel | Poul Hansen Egede
citizenship,Q717,,https://www.wikidata.org/wiki/Q717,5,5,Antonio Patricio de Alcalá Centeno | Francisco de Miranda | José Domingo Díaz | Juan Antonio Navarrete | Juan Germán Roscio
spoken_written_language,Q14549,,https://www.wikidata.org/wiki/Q14549,5,5,Francis Hutcheson | James Hogg | John Skinner | Robert Burns | Robert Fergusson
spoken_written_language,Q7918,,https://www.wikidata.org/wiki/Q7918,5,5,Joachim Krčovski | Kiril Peïtchinovitch | Pavel Gaydadzhiyski | Païssii de Hilendar | Sophrone de Vratsa
writing_language,Q5137,,https://www.wikidata.org/wiki/Q5137,5,5,Bapusaheb Gaekwar | Dheera Bhagat | Muldas | Nishkulanand Swami | Shamal Bhatt
writing_language,Q5287,,https://www.wikidata.org/wiki/Q5287,5,5,Isomaru Kasuya | Jippensha Ikku | Kyokutei Bakin | Sugita Genpaku | Ueda Akinari
citizenship,Q152115,,https://www.wikidata.org/wiki/Q152115,4,4,Jan Nepomucen Małachowski | Józef Wybicki | Jędrzej Śniadecki | Michał Dymitr Krajewski
citizenship,Q252580,,https://www.wikidata.org/wiki/Q252580,4,4,Domenico Maria Giacobazzi | Giambattista Lolli | Giuliano Cassiani | Giuliano Sabbatini
citizenship,Q26167,,https://www.wikidata.org/wiki/Q26167,4,4,Heinrich Wilhelm von Gerstenberg | Jacob Georg Christian Adler | Oluf Gerhard Tychsen | Thomas Christian Tychsen
citizenship,Q3279296,,https://www.wikidata.org/wiki/Q3279296,4,4,Agatha Lovisa de la Myle | Heikki Väänänen | Iisak Ervast | Tuomas Ragvaldinpoika
citizenship,Q388739,,https://www.wikidata.org/wiki/Q388739,4,4,Hajat Shirazi | Hossein Rafiq Isfahani | Ihrek Rezheb | Magtymguly Pyragy
citizenship,Q414,,https://www.wikidata.org/wiki/Q414,4,4,Cayetano José Rodríguez | Domingo de Azcuénaga y Basavilbaso | Luis Pérez | Santiago Spencer Wilde
citizenship,Q419,,https://www.wikidata.org/wiki/Q419,4,4,Francisco del Castillo | José Manuel Valdés | José Mariano de Aguirre | Manuel Lorenzo de Vidaurre
citizenship,Q63158027,,https://www.wikidata.org/wiki/Q63158027,4,4,Abu al-Qasim Qomi | Ahmad Naraqi | Ahmad al-Muhsini | Muhammad ibn Ali al-'Aithan
citizenship,Q675085,,https://www.wikidata.org/wiki/Q675085,4,4,Auguste de Saxe-Gotha-Altenbourg | Emilie von Berlepsch | Friedrich Schlichtegroll | Johann Matthäus Bechstein
citizenship,Q704288,,https://www.wikidata.org/wiki/Q704288,4,4,Christian Cay Lorenz Hirschfeld | Christian de Stolberg-Stolberg | Frédéric-Léopold de Stolberg-Stolberg | Matthias Claudius
citizenship,Q858,,https://www.wikidata.org/wiki/Q858,4,4,Q107183169 | Q107183179 | Q28042319 | Ḥāmid ibn ʻAlī ʻImādī
citizenship,Q869,,https://www.wikidata.org/wiki/Q869,4,4,Q135438205 | Rama II | Somdet Phra Phonnarat | Taksin
native_language,Q7979,,https://www.wikidata.org/wiki/Q7979,4,4,Adam Walker | Amabel Hume-Campbell | George Anne Bellamy | Thomas Malthus
spoken_written_language,Q1247932,,https://www.wikidata.org/wiki/Q1247932,4,4,Juwenalis Charkiewicz | Józef Tuławski | Michael Fox | Salvator Ignatz Pintus
spoken_written_language,Q129431,,https://www.wikidata.org/wiki/Q129431,4,4,Ferenc Temlin | István Küzmics | Mihály Bakos | Miklós Küzmics
spoken_written_language,Q13199,,https://www.wikidata.org/wiki/Q13199,4,4,Johann Baptista Frizzoni | Johann Theodor von Castelberg | Matthias Conradi | Q131584170
spoken_written_language,Q1571,,https://www.wikidata.org/wiki/Q1571,4,4,Honaji Bala | Mahipati | Moropant | Ram Jagannath Joshi
spoken_written_language,Q25448,,https://www.wikidata.org/wiki/Q25448,4,4,Ahmed ibn al-Mubarak al-Lamati | Hemmou Talb | Mohammed al-Tawudi ibn Suda | Sulayman al-Hawwat
spoken_written_language,Q29507,,https://www.wikidata.org/wiki/Q29507,4,4,Bernaldo de Quirós | Gaspar Melchor de Jovellanos | Teresa Cónsul | Xosefa Xovellanos
spoken_written_language,Q5885,,https://www.wikidata.org/wiki/Q5885,4,4,Abirami Pattar | Arunachala Kavi | Costanzo Beschi | Kandasami Pulavar
spoken_written_language,Q750553,,https://www.wikidata.org/wiki/Q750553,4,4,Antônio Ferreira França | Antônio Gomes Ferreira de Castilho | Dávid Alajos Fáy | Santa Rita Durão
spoken_written_language,Q9217,,https://www.wikidata.org/wiki/Q9217,4,4,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Rama II | Taksin | Thammathibet"
spoken_written_language,Q9228,,https://www.wikidata.org/wiki/Q9228,4,4,Maung Myat San | Myawaddy Mingyi U Sa | Padethayaza | U Kyin U
spoken_written_language,Q9264,,https://www.wikidata.org/wiki/Q9264,4,4,Q25514334 | Q3274756 | Q4286280 | Vola
spoken_written_language,Q9303,,https://www.wikidata.org/wiki/Q9303,4,4,Abdulvehab Ilhamija | Bishop fra Grgo Ilić | Fevzi Mostarac | Mūlā Mustafā Bāšeskī
spoken_written_language,Q9307,,https://www.wikidata.org/wiki/Q9307,4,4,Antonio María de Castro e Neira | Diego Antonio Cernadas de Castro | Martín Sarmiento | Padre Sobreira
writing_language,Q1617,,https://www.wikidata.org/wiki/Q1617,4,4,Meer Hasan | Mir Amman | Mir Taqi Mir | Muhammad Bahâdur Shâh
citizenship,Q1033,,https://www.wikidata.org/wiki/Q1033,3,3,Abd al-Rahman Tsatsa | Abdullahi dan Fodio | John Jea
citizenship,Q1209822,,https://www.wikidata.org/wiki/Q1209822,3,3,Anton Ier de Géorgie | David Cholokashvili | Mariam-Makrina
citizenship,Q148499,,https://www.wikidata.org/wiki/Q148499,3,3,Carl Renatus Hausen | Johann Friedrich Cartheuser | Johann Gottlieb Gleditsch
citizenship,Q158445,,https://www.wikidata.org/wiki/Q158445,3,3,Amalia Holst | Friedrich Ludwig Schröder | Johann Heinrich Voß
citizenship,Q1636212,,https://www.wikidata.org/wiki/Q1636212,3,3,Ahmad bay Hali | Molla Penah Vakıf | Q16365122
citizenship,Q17252,,https://www.wikidata.org/wiki/Q17252,3,3,Dokhar Tsering Wanggyel | Gashi Pandita Gonpo Ngodrub Rabten | Gyeltsen Sengge
citizenship,Q188586,,https://www.wikidata.org/wiki/Q188586,3,3,Antonino Diliberto | Pellegra Bongiovanni | Venerando Gangi
citizenship,Q2055400,,https://www.wikidata.org/wiki/Q2055400,3,3,Bishop fra Grgo Ilić | Mehmed-Razi Velihodžić | Mula Mustafa Firakija
citizenship,Q209857,,https://www.wikidata.org/wiki/Q209857,3,3,Ferdinando Arrivabene | Giuseppe Federico Della Chiesa | Luigi Scevola
citizenship,Q212278,,https://www.wikidata.org/wiki/Q212278,3,3,Jan Jacob Vereul | Johann Gotthard Reinhold | Johannes Bosscha
citizenship,Q212439,,https://www.wikidata.org/wiki/Q212439,3,3,Q127424698 | Vassili Kapnist | Yakiv Markevych
citizenship,Q222,,https://www.wikidata.org/wiki/Q222,3,3,Hasan Zyko Kamberi | Jul Variboba | Tahir Efendi Jakova
citizenship,Q224,,https://www.wikidata.org/wiki/Q224,3,3,Antun Sorkočević | Bernardin Leaković | Ivan Lovrić
citizenship,Q233,,https://www.wikidata.org/wiki/Q233,3,3,Gioacchino Navarro | Giovanni Antonio Ciantar | Patri Fidiel
citizenship,Q258,,https://www.wikidata.org/wiki/Q258,3,3,Dorothea Gosen | Jan de Marre | Meent Borcherds
citizenship,Q326029,,https://www.wikidata.org/wiki/Q326029,3,3,August Lafontaine | Joachim Heinrich Campe | Konrad von Schmidt-Phiseldeck
citizenship,Q3462133,,https://www.wikidata.org/wiki/Q3462133,3,3,Emilie von Berlepsch | Friedrich Mosengeil | Heinrich August Ottokar Reichard
citizenship,Q408,,https://www.wikidata.org/wiki/Q408,3,3,Elizabeth Macarthur | George Howe | Laurence Hynes Halloran
citizenship,Q4899891,,https://www.wikidata.org/wiki/Q4899891,3,3,Mohamed Ouerghi | Nehorai Garmon | Sidi Brahim Riahi
citizenship,Q49683,,https://www.wikidata.org/wiki/Q49683,3,3,Baruch Schick of Shklov | Dionizas Poška | Michał Olszewski
citizenship,Q55599391,,https://www.wikidata.org/wiki/Q55599391,3,3,Francesc Massons i Nin | Jacopo Gariglio | Pedru Pisurzi
citizenship,Q6500483,,https://www.wikidata.org/wiki/Q6500483,3,3,Nguyễn Án | Q10800386 | Q10800389
citizenship,Q736,,https://www.wikidata.org/wiki/Q736,3,3,Catalina de Jesús Herrera | Juan Bautista Aguirre | Rafael García Goyena
citizenship,Q836,,https://www.wikidata.org/wiki/Q836,3,3,Myawaddy Mingyi U Sa | Q130118612 | Saya Gyi U Nu
citizenship,Q838931,,https://www.wikidata.org/wiki/Q838931,3,3,Agostino Palazzi | Isaac Luzzatto | Nicola Francesco Haym
native_language,Q25448,,https://www.wikidata.org/wiki/Q25448,3,3,Hemmou Talb | Mohammed al-Tawudi ibn Suda | Sulayman al-Hawwat
native_language,Q5287,,https://www.wikidata.org/wiki/Q5287,3,3,Isomaru Kasuya | Kyokutei Bakin | Sugita Genpaku
spoken_written_language,Q100103,,https://www.wikidata.org/wiki/Q100103,3,3,Antoon Jacob Wyllie | Joannes Quicke | Tilman-Guillaume Backhuysen
spoken_written_language,Q11051,,https://www.wikidata.org/wiki/Q11051,3,3,Asaf-ud-Daula | Inšāʿ Allāh Ḫān Inšāʿ | Rasikh Azimabadi
spoken_written_language,Q13286,,https://www.wikidata.org/wiki/Q13286,3,3,Hanso Nepila | Jan Bjedrich Fryco | Q29954639
spoken_written_language,Q1568,,https://www.wikidata.org/wiki/Q1568,3,3,Abbas al-Musawi al-Makki | Brajanath Badajena | Lallu Lal
spoken_written_language,Q33538,Syriac,https://www.wikidata.org/wiki/Q33538,3,3,Antoine-Isaac Silvestre de Sacy | Josef Dobrovský | Thomas Wagstaffe
spoken_written_language,Q33754,,https://www.wikidata.org/wiki/Q33754,3,3,Carlo Porta | Domenico Balestrieri | Giuseppe Federico Della Chiesa
spoken_written_language,Q33997,,https://www.wikidata.org/wiki/Q33997,3,3,Sachal Sarmast | Sami | Shah Abdul Latif Bhittai
spoken_written_language,Q56475,,https://www.wikidata.org/wiki/Q56475,3,3,Abd al-Rahman Tsatsa | Abdullahi dan Fodio | Ousmane dan Fodio
spoken_written_language,Q9267,,https://www.wikidata.org/wiki/Q9267,3,3,Döwletmämmet Azady | Magtymguly Pyragy | Mämmetweli Kemine
writing_language,Q7850,,https://www.wikidata.org/wiki/Q7850,3,3,Cao Xueqin | Wang Qi | Yuan Mei
writing_language,Q9091,,https://www.wikidata.org/wiki/Q9091,3,3,Dominik Rudnicki | Franciszek Dionizy Kniaźnin | Q13033247
citizenship,Q1034173,,https://www.wikidata.org/wiki/Q1034173,2,2,Q10800392 | Thì Nhậm Ngô
citizenship,Q1134180,,https://www.wikidata.org/wiki/Q1134180,2,2,Francis Badgley | Jonathan Odell
citizenship,Q12183875,,https://www.wikidata.org/wiki/Q12183875,2,2,Mohammed ibn Abdessalam ibn Nasir | Mohammed ibn al-Tayyib
citizenship,Q12844379,,https://www.wikidata.org/wiki/Q12844379,2,2,Abdurrahman aga Shair | Mustafa aga Arif
citizenship,Q146862,,https://www.wikidata.org/wiki/Q146862,2,2,Ali ibn Muhammad al-Ramadhan | Muhammad ibn Abdullah al-Ramadhan
citizenship,Q156038,,https://www.wikidata.org/wiki/Q156038,2,2,Benigna Gottlieb von Trotha gt Treyden | Elisa von der Recke
citizenship,Q172579,,https://www.wikidata.org/wiki/Q172579,2,2,Costanzo Angelini | Francesco de Filos
citizenship,Q1796551,,https://www.wikidata.org/wiki/Q1796551,2,2,Anne Hart Gilbert | Elizabeth Hart Thwaites
citizenship,Q195972,,https://www.wikidata.org/wiki/Q195972,2,2,Davit Gouramichvili | Sayat-Nova
citizenship,Q210198,,https://www.wikidata.org/wiki/Q210198,2,2,Araratskiĭ Artemiĭ | Mirza Muslim Qudsi
citizenship,Q211,,https://www.wikidata.org/wiki/Q211,2,2,K̦ikul̦a Jēkabs | Michael Roth
citizenship,Q211435,,https://www.wikidata.org/wiki/Q211435,2,2,José Pastor Larrinaga | Pedro Antonio Echave y Rojas
citizenship,Q219,,https://www.wikidata.org/wiki/Q219,2,2,Gregory Anushyan | Sophrone de Vratsa
citizenship,Q223936,,https://www.wikidata.org/wiki/Q223936,2,2,Alberico Barbiano di Belgiojoso | Giovanni Battista Giovio
citizenship,Q256961,,https://www.wikidata.org/wiki/Q256961,2,2,Benjamin Thompson | Marie Antoinette de Bavière
citizenship,Q266923,,https://www.wikidata.org/wiki/Q266923,2,2,Sanchiya Honnamma | Tipû Sâhib
citizenship,Q28025,,https://www.wikidata.org/wiki/Q28025,2,2,Kochinda Chōei | Yonabaru Ryōku
citizenship,Q284667,,https://www.wikidata.org/wiki/Q284667,2,2,Christian Gotthilf Salzmann | Joseph Martin Kraus
citizenship,Q29520,,https://www.wikidata.org/wiki/Q29520,2,2,Yun Jing | Zhangju Liang
citizenship,Q3045696,,https://www.wikidata.org/wiki/Q3045696,2,2,Abdelaziz Ben El Hadj Ibrahim Al Thaminy | İbnü'l-Annabi
citizenship,Q389004,,https://www.wikidata.org/wiki/Q389004,2,2,Alecu Văcărescu | Ienăchiță Văcărescu
citizenship,Q4453628,,https://www.wikidata.org/wiki/Q4453628,2,2,Abdurrahman aga Shair | Q16365122
citizenship,Q467627,,https://www.wikidata.org/wiki/Q467627,2,2,Ahmad Shâh | Sachal Sarmast
citizenship,Q476033,,https://www.wikidata.org/wiki/Q476033,2,2,Hendrik Frieseman | Willem den Elger
citizenship,Q556263,,https://www.wikidata.org/wiki/Q556263,2,2,Friederike von Riedesel | Johann Samuel Müller
citizenship,Q655621,,https://www.wikidata.org/wiki/Q655621,2,2,István Almádi | Katalin Bethlen
citizenship,Q693551,,https://www.wikidata.org/wiki/Q693551,2,2,Franz Ludwig Cancrin | Georg Christoph Lichtenberg
citizenship,Q711,,https://www.wikidata.org/wiki/Q711,2,2,Changkya Rölpé Dorjé | Sumpa-khenpo Yeshé-Paljor
citizenship,Q739,,https://www.wikidata.org/wiki/Q739,2,2,Juan Manuel García Tejada | Manuel del Socorro Rodríguez
citizenship,Q774,,https://www.wikidata.org/wiki/Q774,2,2,Matías de Córdova | Rafael Landívar
citizenship,Q836680,,https://www.wikidata.org/wiki/Q836680,2,2,Georg Kaspar Chelius | Hans Christoph Ernst von Gagern
citizenship,Q841364,,https://www.wikidata.org/wiki/Q841364,2,2,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Thammathibet"
citizenship,Q889,,https://www.wikidata.org/wiki/Q889,2,2,Baba G Rehmat Ullah | Hafiz Alpuri
native_language,Q29507,,https://www.wikidata.org/wiki/Q29507,2,2,Gaspar Melchor de Jovellanos | Xosefa Xovellanos
native_language,Q9217,,https://www.wikidata.org/wiki/Q9217,2,2,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Thammathibet"
native_language,Q9309,,https://www.wikidata.org/wiki/Q9309,2,2,John Jones | Twm o'r Nant
spoken_written_language,Q1248221,Neo-Latin,https://www.wikidata.org/wiki/Q1248221,2,2,Antoine Gaubil | Gaspard de Gregory
spoken_written_language,Q13196,,https://www.wikidata.org/wiki/Q13196,2,2,Bankidas Asiya | Dariyavji
spoken_written_language,Q13211,,https://www.wikidata.org/wiki/Q13211,2,2,Juozapas Kazimieras Kosakovskis | Regina Salomea Pilsztyn
spoken_written_language,Q13263,,https://www.wikidata.org/wiki/Q13263,2,2,Abdurahim Nizoriy | Shah Mahmud Churas
spoken_written_language,Q13389,,https://www.wikidata.org/wiki/Q13389,2,2,Aiźar Baiyq | Salavat Ioulaïev
spoken_written_language,Q1450506,,https://www.wikidata.org/wiki/Q1450506,2,2,Joseph Browne | Marie-Christine de Rouvroy
spoken_written_language,Q15085,,https://www.wikidata.org/wiki/Q15085,2,2,Edoardo Ignazio Calvo | Ignazio Isler
spoken_written_language,Q2093002,,https://www.wikidata.org/wiki/Q2093002,2,2,Tāj ad-Dīn Yālchïghul ōghlī | Utız İmäni
spoken_written_language,Q25442,,https://www.wikidata.org/wiki/Q25442,2,2,Martin Golian | Michael Johann Walde
spoken_written_language,Q28602,Aramaic,https://www.wikidata.org/wiki/Q28602,2,2,Josef Dobrovský | Junius Frey
spoken_written_language,Q33251,,https://www.wikidata.org/wiki/Q33251,2,2,Hristofor Jefarovitch | Kiril Peïtchinovitch
spoken_written_language,Q33673,,https://www.wikidata.org/wiki/Q33673,2,2,Sanchiya Honnamma | Tipû Sâhib
spoken_written_language,Q33690,,https://www.wikidata.org/wiki/Q33690,2,2,Christoph Cölestin Mrongovius | Jerzy Olech
spoken_written_language,Q33902,,https://www.wikidata.org/wiki/Q33902,2,2,Lutf Ali | Sachal Sarmast
spoken_written_language,Q33976,,https://www.wikidata.org/wiki/Q33976,2,2,Luca Cubeddu | Raimondo Congiu
spoken_written_language,Q34147,,https://www.wikidata.org/wiki/Q34147,2,2,Antoon Jacob Wyllie | Petrus Vander Borcht
spoken_written_language,Q35499,,https://www.wikidata.org/wiki/Q35499,2,2,Aleksije Vezilić | Q109485400
spoken_written_language,Q36236,,https://www.wikidata.org/wiki/Q36236,2,2,Kunchan Nambiar | Tipû Sâhib
spoken_written_language,Q56393,,https://www.wikidata.org/wiki/Q56393,2,2,Kochinda Chōei | Yonabaru Ryōku
spoken_written_language,Q7979,,https://www.wikidata.org/wiki/Q7979,2,2,Adam Walker | George Anne Bellamy
spoken_written_language,Q8748,,https://www.wikidata.org/wiki/Q8748,2,2,Jul Variboba | Nezim Frakulla
spoken_written_language,Q9091,,https://www.wikidata.org/wiki/Q9091,2,2,Dominik Rudnicki | Franciszek Dionizy Kniaźnin
spoken_written_language,Q9252,,https://www.wikidata.org/wiki/Q9252,2,2,Bukhar-zhirau Kalmakanov | Q7274360
spoken_written_language,Q9260,,https://www.wikidata.org/wiki/Q9260,2,2,Q4286280 | Vola
writing_language,Q11059,Sanskrit,https://www.wikidata.org/wiki/Q11059,2,2,Jagannath Tarka Panchanan | Jaygopal Tarkalankar
writing_language,Q13196,,https://www.wikidata.org/wiki/Q13196,2,2,Bankidas Asiya | Dariyavji
writing_language,Q13286,,https://www.wikidata.org/wiki/Q13286,2,2,Jan Bjedrich Fryco | Q29954639
writing_language,Q14549,,https://www.wikidata.org/wiki/Q14549,2,2,James Hogg | Robert Burns
writing_language,Q1571,,https://www.wikidata.org/wiki/Q1571,2,2,Honaji Bala | Moropant
writing_language,Q18130932,,https://www.wikidata.org/wiki/Q18130932,2,2,Cheng Weiyuan | E Gao
writing_language,Q294,,https://www.wikidata.org/wiki/Q294,2,2,Eggert Olafsen | Árni Böðvarsson
writing_language,Q33973,,https://www.wikidata.org/wiki/Q33973,2,2,Antonino Diliberto | Ignazio Scimonelli
writing_language,Q33997,,https://www.wikidata.org/wiki/Q33997,2,2,Sachal Sarmast | Shah Abdul Latif Bhittai
writing_language,Q5885,,https://www.wikidata.org/wiki/Q5885,2,2,Abirami Pattar | Costanzo Beschi
writing_language,Q8108,,https://www.wikidata.org/wiki/Q8108,2,2,Davit Gouramichvili | Ioane Batonichvili
writing_language,Q8798,,https://www.wikidata.org/wiki/Q8798,2,2,Hryhoriy Skovoroda | Ivan Kotliarevsky
writing_language,Q9043,,https://www.wikidata.org/wiki/Q9043,2,2,Christian Braunmann Tullin | Johan Nordahl Brun
writing_language,Q9078,,https://www.wikidata.org/wiki/Q9078,2,2,Agatha Lovisa de la Myle | Gothards Fridrichs Stenders
writing_language,Q9217,,https://www.wikidata.org/wiki/Q9217,2,2,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Thammathibet"
citizenship,Q100594799,,https://www.wikidata.org/wiki/Q100594799,1,1,Philipp Ludwig Bunsen
citizenship,Q1041,,https://www.wikidata.org/wiki/Q1041,1,1,Omar ibn Saïd
citizenship,Q1077630,,https://www.wikidata.org/wiki/Q1077630,1,1,Nikólaos Koutoúzis
citizenship,Q11024667,,https://www.wikidata.org/wiki/Q11024667,1,1,Johann August von Starck
citizenship,Q1115291,,https://www.wikidata.org/wiki/Q1115291,1,1,"Anurak Devesh, Deputy Viceroy of Rattanakosin"
citizenship,Q1142,,https://www.wikidata.org/wiki/Q1142,1,1,Frédérique Brion
citizenship,Q1155700,,https://www.wikidata.org/wiki/Q1155700,1,1,"Anurak Devesh, Deputy Viceroy of Rattanakosin"
citizenship,Q117,,https://www.wikidata.org/wiki/Q117,1,1,Belinda Royall
citizenship,Q117020,,https://www.wikidata.org/wiki/Q117020,1,1,Michael Truckenbrot
citizenship,Q11750128,,https://www.wikidata.org/wiki/Q11750128,1,1,Adam Czartoryski
citizenship,Q1188459,,https://www.wikidata.org/wiki/Q1188459,1,1,Shah Mahmud Churas
citizenship,Q12375230,,https://www.wikidata.org/wiki/Q12375230,1,1,Simo Achrenius
citizenship,Q1240096,,https://www.wikidata.org/wiki/Q1240096,1,1,Mah Laqa Bai
citizenship,Q12491039,,https://www.wikidata.org/wiki/Q12491039,1,1,Elizabeth Carter
citizenship,Q1408764,,https://www.wikidata.org/wiki/Q1408764,1,1,Jebağı Kezenoko
citizenship,Q14551680,,https://www.wikidata.org/wiki/Q14551680,1,1,Christian Wilhelm von Dohm
citizenship,Q15128058,,https://www.wikidata.org/wiki/Q15128058,1,1,Charles Auguste Guillaume de Weissenbruch
citizenship,Q151624,,https://www.wikidata.org/wiki/Q151624,1,1,Theodor von Hallberg-Broich
citizenship,Q157367,,https://www.wikidata.org/wiki/Q157367,1,1,Johann Christoph Gottsched
citizenship,Q157710,,https://www.wikidata.org/wiki/Q157710,1,1,Heinrich Cotta
citizenship,Q158151,,https://www.wikidata.org/wiki/Q158151,1,1,Friedrich Hildebrand von Einsiedel
citizenship,Q159856,,https://www.wikidata.org/wiki/Q159856,1,1,Constantin Suysken
citizenship,Q160440,,https://www.wikidata.org/wiki/Q160440,1,1,Q4413122
citizenship,Q16069,,https://www.wikidata.org/wiki/Q16069,1,1,Christoph Martin Wieland
citizenship,Q1634940,,https://www.wikidata.org/wiki/Q1634940,1,1,Mahammadqulu Salik Ordubadi
citizenship,Q165040,,https://www.wikidata.org/wiki/Q165040,1,1,Annibale Scotti
citizenship,Q170390,,https://www.wikidata.org/wiki/Q170390,1,1,Karl Ludwig von Woltmann
citizenship,Q1740542,,https://www.wikidata.org/wiki/Q1740542,1,1,Ihrek Rezheb
citizenship,Q1794,,https://www.wikidata.org/wiki/Q1794,1,1,Johann Georg Schlosser
citizenship,Q17993985,,https://www.wikidata.org/wiki/Q17993985,1,1,Fath Ali Chah Qadjar
citizenship,Q18097,,https://www.wikidata.org/wiki/Q18097,1,1,Im Yunjidang
citizenship,Q18129046,,https://www.wikidata.org/wiki/Q18129046,1,1,Q59237992
citizenship,Q1827039,,https://www.wikidata.org/wiki/Q1827039,1,1,Mạc Thiên Tứ
citizenship,Q185072,,https://www.wikidata.org/wiki/Q185072,1,1,Georg Siegmund von Bilterling
citizenship,Q189326,,https://www.wikidata.org/wiki/Q189326,1,1,Magtymguly Pyragy
citizenship,Q19569014,,https://www.wikidata.org/wiki/Q19569014,1,1,Sachal Sarmast
citizenship,Q20018403,,https://www.wikidata.org/wiki/Q20018403,1,1,Q12228476
citizenship,Q200464,,https://www.wikidata.org/wiki/Q200464,1,1,Tenreiro Aranha
citizenship,Q209065,,https://www.wikidata.org/wiki/Q209065,1,1,Zóis Pánou
