wikidata_id,name,candidate_affiliation,possible_place_role_count,mapped_place_role_count,checked_place_role_count,place_score_share,supporting_place_roles,supporting_places,support_token_ids,birth_place_support,death_place_support,residence_support,work_location_support
http://www.wikidata.org/entity/Q94923557,Johann Heinrich Frambach,Germany,1,1,1,1.0,death_place,Cologne (Q365),Q183 | Q27306 | Q41304 | Q43287,False,True,False,False
http://www.wikidata.org/entity/Q1694390,Johann Heinrich Friedrich Müller,Austrian/Habsburg,3,3,1,0.3333,death_place,Vienne (Q1741),Q131964,False,True,False,False
http://www.wikidata.org/entity/Q1694390,Johann Heinrich Friedrich Müller,Czech,3,3,1,0.3333,work_location,Slezské Rudoltice (Q675529),Q213,False,False,False,True
http://www.wikidata.org/entity/Q1694390,Johann Heinrich Friedrich Müller,German,3,3,1,0.3333,death_place,Vienne (Q1741),Q7318,False,True,False,False
http://www.wikidata.org/entity/Q1694390,Johann Heinrich Friedrich Müller,Germany,3,3,2,0.6667,birth_place | death_place,Aderstedt (Q356449) | Vienne (Q1741),Q153136 | Q183 | Q28513 | Q40,True,True,False,False
http://www.wikidata.org/entity/Q122382,Johann Heinrich Füssli,British,3,3,2,0.6667,death_place | work_location,Grande-Bretagne (Q23666) | Londres (Q84) | Putney (Q2465220) | Royaume-Uni (Q145),Q145 | Q161885 | Q174193 | Q179876 | Q21,False,True,False,True
http://www.wikidata.org/entity/Q122382,Johann Heinrich Füssli,France,3,3,1,0.3333,work_location,Rome (Q220),Q142,False,False,False,True
http://www.wikidata.org/entity/Q122382,Johann Heinrich Füssli,Germany,3,3,1,0.3333,work_location,Allemagne (Q183),Q183,False,False,False,True
http://www.wikidata.org/entity/Q122382,Johann Heinrich Füssli,Italian,3,3,1,0.3333,work_location,Italie (Q38) | Rome (Q220),Q170174 | Q38,False,False,False,True
http://www.wikidata.org/entity/Q122382,Johann Heinrich Füssli,Swiss,3,3,1,0.3333,birth_place,Zurich (Q72),Q39 | Q435583,True,False,False,False
http://www.wikidata.org/entity/Q1529619,Johann Heinrich Füssli,Swiss,3,3,3,1.0,birth_place | death_place | work_location,Zurich (Q72),Q39 | Q435583,True,True,False,True
http://www.wikidata.org/entity/Q1694400,Johann Heinrich Gottlieb Heusinger,German,2,2,2,1.0,birth_place | death_place,Dresde (Q1731) | Römhild (Q535758),Q12548 | Q55300,True,True,False,False
http://www.wikidata.org/entity/Q1694400,Johann Heinrich Gottlieb Heusinger,Germany,2,2,2,1.0,birth_place | death_place,Dresde (Q1731) | Römhild (Q535758),Q1206012 | Q183,True,True,False,False
http://www.wikidata.org/entity/Q94846596,Johann Heinrich Heidegger,Swiss,1,1,1,1.0,birth_place,Zurich (Q72),Q39 | Q435583,True,False,False,False
