wikidata_id,context_count,context_slice_ids,context_labels,citizenship_contexts,place_contexts,birth_place_contexts,name,birth_year,gender_category,occupation_labels,wikipedia_sitelink_count,missing_country_of_citizenship,low_evidence_affiliation,multi_context_type,notes
http://www.wikidata.org/entity/Q57281,2,france | germany,France | Germany,,France | Germany,Germany,Auguste Schlegel,1767,male,English–German translator | critique littéraire | dramaturge | historien ou historienne de l'art | historien ou historienne de la littérature | indianiste | linguiste | philosophe | poète ou poétesse | professeur d'université | romaniste | sanskritiste | traducteur d'œuvres littéraires de William Shakespeare | traducteur ou traductrice | écrivain ou écrivaine,48,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q231674,2,france | germany,France | Germany,France,France | Germany,Germany,Marie Leszczyńska,1703,female,écrivain ou écrivaine,47,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q310757,2,france | germany,France | Germany,,France | Germany,Germany,Roger Joseph Boscovich,1711,male,astronome | diplomate | géographe | historien ou historienne | mathématicien ou mathématicienne | philosophe | physicien ou physicienne | polymathe | poète ou poétesse | professeur d'université | prêtre catholique | théologien ou théologienne,47,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q154367,2,france | germany,France | Germany,Germany,France | Germany,Germany,Friedrich Gottlieb Klopstock,1724,male,dramaturge | linguiste | poète ou poétesse | précepteur | écrivain ou écrivaine,43,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q58062,2,france | germany,France | Germany,France | Germany,France,,Georg Forster,1754,male,anthropologue | autobiographe | bibliothécaire | biologiste | botaniste | chroniqueur de voyage | collectionneur ou collectionneuse de plantes | collectionneur ou collectionneuse scientifique | entomologiste | ethnologue | explorateur ou exploratrice | explorateur scientifique | géographe | historien ou historienne de l'art | journaliste | mycologue | naturaliste | ornithologue | professeur d'université | ptéridologue | révolutionnaire | traducteur ou traductrice | voyageur ou voyageuse | écrivain ou écrivaine,42,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q7068,2,france | germany,France | Germany,France,France | Germany,France,Julien Offray de La Mettrie,1709,male,auteur ou autrice de non-fiction | médecin | philosophe | écrivain ou écrivaine,42,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q29473,2,france | germany,France | Germany,,France | Germany,France,Pietro Metastasio,1698,male,auteur-compositeur ou autrice-compositrice | dramaturge | librettiste | poète ou poétesse | prêtre catholique | écrivain ou écrivaine,42,True,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q44645,2,france | british,France | British,British,British | France,British,Benjamin Thompson,1753,male,diététicien ou diététicienne | ingénieur | inventeur | physicien ou physicienne | écrivain ou écrivaine,41,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q316307,2,france | germany,France | Germany,,France | Germany,France | Germany,Giovanni Battista Piranesi,1720,male,aquafortiste | architecte | architecte d'intérieur | archéologue | artiste graphique | artiste peintre | artiste visuel ou artiste visuelle | concepteur ou conceptrice de meubles | dessinateur ou dessinatrice | décorateur ou décoratrice d'intérieur | graveur d'ex-libris | graveur ou graveuse d'estampes | historien ou historienne de l'art | orfèvre graveur ou graveuse | ornament designer | ornamental sculptor | théoricien ou théoricienne de l'art | écrivain ou écrivaine,40,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q76723,2,france | germany,France | Germany,France | Germany,France | Germany,Germany,Maurice de Saxe,1696,male,chef militaire | maréchal | officier | personnalité politique | écrivain ou écrivaine,40,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q263270,2,france | germany,France | Germany,,France | Germany,France | Germany,Charles Gozzi,1720,male,dramaturge | mémorialiste | poète ou poétesse | écrivain ou écrivaine,38,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q76499,2,france | germany,France | Germany,Germany,France | Germany,Germany,Johann Georg Hamann,1730,male,historien ou historienne de l'art | luthiste | philosophe | théologien ou théologienne | écrivain ou écrivaine,38,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q57668,2,germany | british,Germany | British,British,British | Germany,British,Caroline Mathilde de Grande-Bretagne,1751,female,consort | écrivain ou écrivaine,37,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q161048,2,france | germany,France | Germany,,France | Germany,Germany,Aloys Senefelder,1771,male,acteur ou actrice | dramaturge | inventeur | lithographe,37,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q314917,2,france | british,France | British,British,British | France,British,Daniel O'Connell,1775,male,barrister | personnalité politique | écrivain ou écrivaine,36,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q57351,2,france | germany,France | Germany,Germany,France | Germany,Germany,Ernst Moritz Arndt,1769,male,historien ou historienne | personnalité politique | poète ou poétesse | professeur d'université | écrivain ou écrivaine,36,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q236208,2,france | germany,France | Germany,,France | Germany,France | Germany,Hedwige-Élisabeth-Charlotte de Schleswig-Holstein-Gottorp,1759,female,écrivain ou écrivaine,35,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q39658,2,france | british,France | British,,British | France,,Carl Peter Thunberg,1743,male,botaniste | bryologiste | collectionneur ou collectionneuse de plantes | collectionneur ou collectionneuse scientifique | explorateur ou exploratrice | lépidoptériste | mycologue | médecin | naturaliste | ornithologue | philosophe | professeur d'université | ptéridologue | zoologiste | écrivain ou écrivaine,34,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q378572,2,france | british,France | British,France,British | France,France,Charles-François Dumouriez,1739,male,militaire | officier | personnalité politique | écrivain ou écrivaine,34,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q77338,2,france | germany,France | Germany,,France | Germany,Germany,Matthias Claudius,1740,male,journaliste | juriste-poète | poète ou poétesse | écrivain ou écrivaine,33,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q311387,2,france | germany,France | Germany,France,France | Germany,Germany,Antoine Reicha,1770,male,compositeur ou compositrice | enseignant ou enseignante | musicologue | professeur d'université | professeur ou professeure de musique | pédagogue | théoricien ou théoricienne de la musique | écrivain ou écrivaine,32,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q213543,2,germany | british,Germany | British,,British | Germany,Germany,Rudolf Erich Raspe,1736,male,bibliothécaire | chimiste | conservateur ou conservatrice de musée | géologue | historien ou historienne de l'art | linguiste | professeur d'université | traducteur ou traductrice | écrivain ou écrivaine,30,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q312784,2,france | germany,France | Germany,,France | Germany,France | Germany,Benedetto Giacomo Marcello,1686,male,compositeur ou compositrice | enseignant ou enseignante | poète ou poétesse | écrivain ou écrivaine,30,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q500046,2,france | british,France | British,,British | France,France,Albert Gallatin,1761,male,avocat ou avocate | diplomate | ethnologue | linguiste | militant pour la paix | personnalité politique | écrivain ou écrivaine,29,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q170333,2,france | germany,France | Germany,Germany,France | Germany,France | Germany,Johann Mattheson,1681,male,artiste lyrique | compositeur ou compositrice | diplomate | lexicographe | linguiste | musicologue | organiste | théoricien ou théoricienne de la musique | écrivain ou écrivaine,29,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q62512,2,france | germany,France | Germany,,France | Germany,,Johann Peter Hebel,1760,male,poète ou poétesse | professeur d'université | théologien ou théologienne | théologien protestant | écrivain ou écrivaine,29,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q364975,2,france | british,France | British,British | France,British,British,Richard Cantillon,1675,male,banquier | philosophe | économiste | écrivain ou écrivaine,28,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q342889,2,france | germany,France | Germany,,France | Germany,Germany,Adam Czartoryski,1770,male,diplomate | dramaturge | homme ou femme d'État | militaire | militant de l'émigration | personnalité politique | poète ou poétesse | propriétaire terrien ou propriétaire terrienne | traducteur ou traductrice | écrivain ou écrivaine,28,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q468618,2,france | germany,France | Germany,France,France | Germany,France,Dominique Vivant Denon,1747,male,aquafortiste | archéologue | artiste graphique | artiste peintre | chroniqueur de voyage | dessinateur ou dessinatrice | diplomate | historien ou historienne de l'art | médailleur ou médailleuse | personnalité politique | écrivain ou écrivaine | égyptologue,28,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q65337,2,france | germany,France | Germany,Germany,France | Germany,Germany,Friedrich August Wolf,1759,male,critique littéraire | linguiste | philologue classique | professeur d'université | écrivain ou écrivaine,28,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q268305,2,france | british,France | British,British | France,British,British,Anna Laetitia Barbauld,1743,female,auteur ou autrice de littérature pour la jeunesse | critique littéraire | essayiste | poète ou poétesse | écrivain ou écrivaine,27,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q715027,2,france | british,France | British,France,British | France,France,Charles d'Éon de Beaumont,1728,multiple_or_ambiguous,diplomate | espion ou espionne | militaire | écrivain ou écrivaine,27,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q213681,2,france | germany,France | Germany,Germany,France | Germany,Germany,Adolph Knigge,1752,male,biographe | compositeur ou compositrice | philosophe | écrivain ou écrivaine,27,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q61353,2,france | germany,France | Germany,,France | Germany,Germany,Charles-Théodore de Dalberg,1744,male,prêtre catholique | écrivain ou écrivaine | évêque catholique,27,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q241422,2,france | germany,France | Germany,France,France | Germany,France,Jean Hermann,1738,male,botaniste | médecin | naturaliste | ornithologue | professeur d'université | zoologiste | écrivain ou écrivaine,27,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q366066,2,france | british,France | British,British,British | France,British,John Flaxman,1755,male,artiste | artiste graphique | artiste peintre | artiste visuel ou artiste visuelle | designer ou designeuse | dessinateur ou dessinatrice | illustrateur ou illustratrice | poète ou poétesse | sculpteur ou sculptrice,25,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q462657,2,france | germany,France | Germany,,France | Germany,France,Charles-Joseph de Ligne,1735,male,commandant | diplomate | dramaturge | homme ou femme de lettres | militaire | officier | personnalité politique | philosophe | écrivain ou écrivaine,25,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q706888,2,france | germany,France | Germany,Germany,France | Germany,France | Germany,Hermann Samuel Reimarus,1694,male,philosophe | professeur d'université | théologien ou théologienne | écrivain ou écrivaine,25,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q60247,2,france | germany,France | Germany,,France | Germany,France | Germany,Johann Bernhard Basedow,1724,male,enseignant ou enseignante | philanthrope | philosophe | pédagogue | théologien ou théologienne | écrivain ou écrivaine,25,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q645138,2,france | british,France | British,British,British | France,British,Walter Savage Landor,1775,male,poète ou poétesse | écrivain ou écrivaine,24,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q439081,2,france | germany,France | Germany,,France | Germany,France | Germany,Francesco Algarotti,1712,male,aristocrate | chambellan | critique d'art | historien ou historienne de l'art | mathématicien ou mathématicienne | philosophe | physicien ou physicienne | poète ou poétesse | écrivain ou écrivaine,24,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q271278,2,france | british,France | British,France,British | France,France,Jeanne de Valois-Saint-Rémy,1756,female,escroc | mémorialiste | voleur ou voleuse,22,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q62109,2,france | germany,France | Germany,Germany,France | Germany,Germany,Frédéric-Charles-Louis de Schleswig-Holstein-Sonderbourg-Beck,1757,male,aristocrate | écrivain ou écrivaine,22,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q708435,2,france | germany,France | Germany,,France | Germany,Germany,Stanisław Staszic,1755,male,diacre de transition | education activist | géographe | géologue | linguiste | personnalité politique | philosophe | poète ou poétesse | prêtre catholique de rite romain | prêtre chrétien | traducteur ou traductrice | écrivain ou écrivaine politique | éducateur ou éducatrice,22,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q215853,2,france | germany,France | Germany,Germany,France | Germany,Germany,Friedrich Nicolai,1733,male,écrivain ou écrivaine | éditeur ou éditrice,21,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q67054,2,france | germany,France | Germany,Germany,France | Germany,France | Germany,Barthold Heinrich Brockes,1680,male,juriste-poète | librettiste | poète ou poétesse | traducteur ou traductrice | écrivain ou écrivaine,19,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q77271,2,france | germany,France | Germany,Germany,France | Germany,Germany,Dorothea Veit,1764,female,critique littéraire | romancier ou romancière | traducteur ou traductrice | écrivain ou écrivaine,19,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q215945,2,france | germany,France | Germany,,France | Germany,,Jens Immanuel Baggesen,1764,male,poète ou poétesse | professeur d'université | écrivain ou écrivaine,19,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q1242215,2,france | germany,France | Germany,,France | Germany,France | Germany,Marco Foscarini,1696,male,diplomate | personnalité politique | écrivain ou écrivaine,19,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q203952,2,france | germany,France | Germany,France,France | Germany,France,Antoine de Rivarol,1753,male,aphoriste | journaliste | moraliste | pamphlétaire | poète ou poétesse | traducteur ou traductrice | écrivain ou écrivaine,18,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
http://www.wikidata.org/entity/Q2656451,2,france | germany,France | Germany,,France | Germany,France | Germany,Giulia Lama,1681,female,artiste peintre | poète ou poétesse,17,False,False,two_contexts,Context slices are non-exclusive; this table surfaces entities crossing reviewed contexts.
