slice_id,context_label,context_order,gender_category,language_edition,slice_gender_entities,represented_entities,representation_pct,global_gender_entities,global_gender_representation_pct,representation_index_vs_global_gender,notes
china,China/Qing,3,male,enwiki,242,55,22.73,12505,34.96,0.6502,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,eswiki,242,16,6.61,12505,12.2,0.5418,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,frwiki,242,31,12.81,12505,24.26,0.528,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,itwiki,242,14,5.79,12505,14.53,0.3985,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,nlwiki,242,24,9.92,12505,6.24,1.5897,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,plwiki,242,14,5.79,12505,8.53,0.6788,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,ptwiki,242,7,2.89,12505,6.77,0.4269,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,ruwiki,242,30,12.4,12505,17.49,0.709,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,svwiki,242,13,5.37,12505,11.81,0.4547,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,male,ukwiki,242,26,10.74,12505,6.21,1.7295,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,dawiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,dewiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,enwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,eswiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,frwiki,14,0,0.0,128,0.78,0.0,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,itwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,nlwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,plwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,ptwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,ruwiki,14,0,0.0,128,0.78,0.0,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,svwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
china,China/Qing,3,unknown,ukwiki,14,0,0.0,128,0.0,,Article presence in tracked editions; not article depth or cultural importance.
