slice_id,context_label,context_order,metric,metric_label,entity_count,denominator,pct,notes,aggregation_level,gender_category,granular_bucket,bucket_family
france,France,0,top_affiliation_tie,Top affiliation tie,1,1,100.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,multiple_or_ambiguous,Writing / Literature,Literary and textual production
france,France,0,low_evidence_affiliation,Low-evidence affiliation,0,1,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,missing_country_of_citizenship,Missing citizenship,1,1,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,1,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,no_place_context,No place context,0,1,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,no_tracked_wikipedia_article,No tracked Wikipedia article,1,1,100.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,top_affiliation_tie,Top affiliation tie,0,1,0.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Education / Scholarship / Humanities,Intellectual systems
france,France,0,low_evidence_affiliation,Low-evidence affiliation,0,1,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,missing_country_of_citizenship,Missing citizenship,1,1,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,1,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,no_place_context,No place context,0,1,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,no_tracked_wikipedia_article,No tracked Wikipedia article,1,1,100.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,top_affiliation_tie,Top affiliation tie,0,1,0.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
france,France,0,low_evidence_affiliation,Low-evidence affiliation,3,5,60.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
france,France,0,missing_country_of_citizenship,Missing citizenship,4,5,80.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
france,France,0,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,5,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
france,France,0,no_place_context,No place context,0,5,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
france,France,0,no_tracked_wikipedia_article,No tracked Wikipedia article,4,5,80.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
france,France,0,top_affiliation_tie,Top affiliation tie,2,5,40.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,502,3711,13.53,Top affiliation candidate is supported by zero or one mapped evidence field.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,1456,3711,39.23,Entity has no Wikidata country-of-citizenship value.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,3711,0.0,Entity has no mapped candidate in the affiliation evidence table.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,no_place_context,No place context,16,3711,0.43,Entity has no mapped birth/death/residence/work-location evidence.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,905,3711,24.39,Entity has no article in the tracked language-edition matrix.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,top_affiliation_tie,Top affiliation tie,1491,3711,40.18,Entity has more than one top-ranked affiliation candidate.,context,All genders,All occupation buckets,All occupation evidence
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,7,32,21.88,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,14,32,43.75,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,32,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,no_place_context,No place context,0,32,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,8,32,25.0,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,15,32,46.88,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Craft / Trade / Industry,Material production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,10,71,14.08,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,24,71,33.8,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,71,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,no_place_context,No place context,1,71,1.41,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,17,71,23.94,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,27,71,38.03,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Economics / Commerce,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,85,1055,8.06,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,307,1055,29.1,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,1055,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_place_context,No place context,2,1055,0.19,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,189,1055,17.91,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,418,1055,39.62,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,27,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,4,27,14.81,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,27,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_place_context,No place context,0,27,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,3,27,11.11,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,7,27,25.93,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,76,417,18.23,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,205,417,49.16,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,417,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,no_place_context,No place context,1,417,0.24,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,158,417,37.89,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,194,417,46.52,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Law / Administration,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,18,116,15.52,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,36,116,31.03,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,116,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,no_place_context,No place context,0,116,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,29,116,25.0,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,43,116,37.07,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Medicine / Health,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,8,106,7.55,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,31,106,29.25,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,106,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,no_place_context,No place context,0,106,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,17,106,16.04,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,36,106,33.96,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Military,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,30,254,11.81,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,113,254,44.49,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,254,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_place_context,No place context,1,254,0.39,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,68,254,26.77,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,top_affiliation_tie,Top affiliation tie,104,254,40.94,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Music / Performance / Theatre,Arts and performance
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,13,168,7.74,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,34,168,20.24,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,168,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,no_place_context,No place context,1,168,0.6,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,14,168,8.33,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,58,168,34.52,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Philosophy,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,11,205,5.37,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,29,205,14.15,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,205,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_place_context,No place context,0,205,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,11,205,5.37,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,72,205,35.12,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,19,238,7.98,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,74,238,31.09,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,238,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_place_context,No place context,0,238,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,56,238,23.53,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,85,238,35.71,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,130,938,13.86,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,389,938,41.47,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,938,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,no_place_context,No place context,3,938,0.32,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,250,938,26.65,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,339,938,36.14,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Religion / Theology,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,9,180,5.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,29,180,16.11,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,180,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,no_place_context,No place context,1,180,0.56,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,14,180,7.78,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,69,180,38.33,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Science / Natural History,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,7,81,8.64,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,12,81,14.81,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,81,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_place_context,No place context,0,81,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,7,81,8.64,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,top_affiliation_tie,Top affiliation tie,25,81,30.86,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,11,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,0,11,0.0,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,11,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_place_context,No place context,0,11,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,0,11,0.0,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,top_affiliation_tie,Top affiliation tie,2,11,18.18,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,44,463,9.5,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,149,463,32.18,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,463,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_place_context,No place context,1,463,0.22,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,71,463,15.33,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,168,463,36.29,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,3,56,5.36,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,12,56,21.43,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,56,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_place_context,No place context,0,56,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,6,56,10.71,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,top_affiliation_tie,Top affiliation tie,23,56,41.07,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,16,123,13.01,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,47,123,38.21,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,123,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,no_place_context,No place context,2,123,1.63,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,33,123,26.83,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,top_affiliation_tie,Top affiliation tie,43,123,34.96,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Unmapped / Review,Needs review
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,4,111,3.6,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,28,111,25.23,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,111,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_place_context,No place context,0,111,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,17,111,15.32,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,top_affiliation_tie,Top affiliation tie,35,111,31.53,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,481,3592,13.39,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,1411,3592,39.28,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,3592,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,no_place_context,No place context,14,3592,0.39,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,870,3592,24.22,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,1443,3592,40.17,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Writing / Literature,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,31,260,11.92,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,68,260,26.15,Entity has no Wikidata country-of-citizenship value.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,260,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,no_place_context,No place context,1,260,0.38,Entity has no mapped birth/death/residence/work-location evidence.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,45,260,17.31,Entity has no article in the tracked language-edition matrix.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,top_affiliation_tie,Top affiliation tie,93,260,35.77,Entity has more than one top-ranked affiliation candidate.,context_gender,female,All occupation buckets,All occupation evidence
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,465,3442,13.51,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,1379,3442,40.06,Entity has no Wikidata country-of-citizenship value.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,3442,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,no_place_context,No place context,15,3442,0.44,Entity has no mapped birth/death/residence/work-location evidence.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,852,3442,24.75,Entity has no article in the tracked language-edition matrix.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,top_affiliation_tie,Top affiliation tie,1391,3442,40.41,Entity has more than one top-ranked affiliation candidate.,context_gender,male,All occupation buckets,All occupation evidence
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,6,9,66.67,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender,unknown,All occupation buckets,All occupation evidence
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,9,9,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender,unknown,All occupation buckets,All occupation evidence
