wikidata_id,name,candidate_affiliation_count,best_candidate_affiliation,top_candidate_affiliations,top_checked_box_count,second_checked_box_count,top_score_share,top_candidate_tie_count,affiliation_review_status
http://www.wikidata.org/entity/Q2958046,Charles-François François,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2958058,Charles-François Racot de Grandval,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2958070,Charles-François Tiphaigne de La Roche,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q2958064,Charles-François de Flahaut de La Billarderie,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1685423,Charles-François de Ladoucette,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q18209188,Charles-François-Philibert Masson,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q73890,Charles-Frédéric Reinhard,3,German,German,3,2,0.75,1,moderate
http://www.wikidata.org/entity/Q2958085,Charles-Gabriel Porée,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2958086,Charles-Gaspard de Toustain de Richebourg,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2958096,Charles-Georges Fenouillot de Falbaire de Quingey,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q8327735,Charles-Gilbert Morel de Vindé,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q5083191,Charles-Guillaume-Frédéric Dumas,1,French,French,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q79800223,Charles-Henri Ribouté,1,France,France,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q2421209,Charles-Hugues Le Febvre de Saint-Marc,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q27509352,Charles-Jacques Saillant,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q110225065,Charles-Jean de Combles,1,French,French,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q129022,Charles-Jean-François Hénault,2,French,French,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q2958162,Charles-Joseph Loeillard d'Avrigny,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1063413,Charles-Joseph Panckoucke,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q3428965,Charles-Joseph de Grave,1,Low Countries,Low Countries,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q462657,Charles-Joseph de Ligne,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q546959,Charles-Julien Lioult de Chênedollé,2,French,French,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q2958217,Charles-Louis de Beausobre,1,French,French,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q2958220,Charles-Louis de Sevelinges,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2423414,Charles-Marie de Créquy,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q160499,Charles-Maurice de Talleyrand-Périgord,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q2408093,Charles-Nicolas Cochin,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q17715794,Charles-Nicolas Simonon,4,,French | Walloon,2,2,0.6667,2,mixed_top_score
http://www.wikidata.org/entity/Q1063422,Charles-Nicolas-Joseph-Justin Favart,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q921462,Charles-Philippe Ronsin,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2960005,Charles-Philippe d'Albert de Luynes,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q20652662,Charles-Pierre Chais,2,,German | Swiss,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q431528,Charles-Pierre Colardeau,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q38620548,Charles-Pierre Ducancel,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q981902,Charles-Simon Favart,2,French,French,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q61353,Charles-Théodore de Dalberg,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q2958327,Charles-Yves Cousin d'Avallon,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q20640805,Charles-Étienne Bourgevin de Vialart,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q2958352,Charles-Étienne Pesselier,2,French,French,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q13565189,Charlotta Frölich,1,Swedish,Swedish,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q15731177,Charlotta Löfgren,1,Swedish,Swedish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q4349506,Charlotta Malm-Reuterholm,2,Swedish,Swedish,3,1,1.0,1,strong
http://www.wikidata.org/entity/Q12305678,Charlotta Wilhelmina Isabella zu Lynar,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q275947,Charlotte Aïssé,2,French,French,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q3361739,Charlotte Baden,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q14542080,Charlotte Bourette,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q5085868,Charlotte Brooke,1,British,British,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q63639,Charlotte Buff,3,,French | German | Germany,1,1,0.5,3,mixed_top_score
http://www.wikidata.org/entity/Q3666710,Charlotte Bury,2,Anglophone,Anglophone,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q3666715,Charlotte Charke,2,,Anglophone | British,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q88299332,"Charlotte Chaumet, dame d’Ormoy",2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q521589,Charlotte Dacre,2,Anglophone,Anglophone,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1067159,Charlotte Diede,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1067174,Charlotte Elisabeth Nebel,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q5085974,Charlotte Grove,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1067391,Charlotte Henriette Hezel,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q60843290,Charlotte Henriette von Castell-Remlingen,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q21077051,Charlotte Kanitz,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q441757,Charlotte Lennox,3,Anglophone,Anglophone,3,1,1.0,1,strong
http://www.wikidata.org/entity/Q18756627,Charlotte Palmer,2,,Anglophone | British,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q21032207,Charlotte Papendiek,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q17355769,Charlotte Richardson,1,British,British,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q81310448,Charlotte Sophie Sidonie Seidel,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q442902,Charlotte Turner Smith,2,Anglophone,Anglophone,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q19325277,Charlotte West,1,British,British,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q96332872,Charlotte Wilhelmine Amalie von Donop,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q2961027,Charlotte de Bournon,2,French,French,3,1,0.75,1,strong
http://www.wikidata.org/entity/Q434212,Charlotte de Robespierre,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94738102,Charlotte vom Schenck,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1067386,Charlotte von Einem,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q77413,Charlotte von Kalb,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q72642,Charlotte von Lengefeld,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q64201,Charlotte von Stein,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q2960925,Charlotte-Catherine Cosson de La Cressonnière,2,,France | French,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q88298551,Charlotte-Marie-Anne Charbonnier de La Guesnerie,1,France,France,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q273009,Charlotte-Sophie d'Oldenbourg,2,,French | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q5086343,Charlton Wollaston,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q12297964,Charísios Megdánis,1,Greek,Greek,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q45455691,Chen Benli,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45702592,Chen Changsheng,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45436446,Chen Hang,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45508297,Chen Jing,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45568191,Chen Li,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45459416,Chen Pei,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45443643,Chen Qin,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45699030,Chen Ruizhu,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q10565382,Chen Shi,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45651446,Chen Shulan,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45691593,Chen Shuxiu,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q16075675,Chen Silong,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q16922611,Chen Wenshu,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q15916261,Chen Zhaolun,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q15936769,Chen Zhuan,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q10565364,Chen Zi,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q5091225,Cheng Jinfang,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q15930462,Cheng Weiyuan,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q11596253,Cheng Yaotian,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q45648595,Cheng Yuqing,1,China,China,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q11638441,Chikamatsu Hanji,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q112475968,Chikamatsu Tokuzō,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q65923141,Chikamatsu Yanagi,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q106795314,Chime Gonpo,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q2964050,Chiyo-ni,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q59850604,Chloe Spear,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q116505319,Choha,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q25673632,Choje Lingpa,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q106791084,Chok Lé Namgyal,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q24704073,Christen Lassen Tychonius,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q958748,Christen Pram,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q1338208,Christfried Ganander,2,Finnish,Finnish,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1083011,Christiaan Carolus Henricus van der Aa,1,Dutch,Dutch,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q95344837,Christian Adolf E. von Gersdorf,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q214697,Christian Adolph Overbeck,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1078729,Christian Adolph von Seckendorff,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94834377,Christian August Arndt,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q94918981,Christian August Burchardi,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1078809,Christian August Clodius,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q94923036,Christian August Decker,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q109671,Christian August Fischer,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q214499,Christian August Gottlob Eberhard,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q72867383,Christian August Günther,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q108834,Christian August Heinrich Clodius,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q55881699,Christian August Menzmann,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q94886134,Christian August Rotth,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1078832,Christian August Semler,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q65376,Christian August Vulpius,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q55675821,Christian August Wichmann,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1078852,Christian Aulenbach,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1078939,Christian Benedict Michaelis,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1081422,Christian Brandanus Hermann Pistorius,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079060,Christian Braunmann Tullin,1,Danish,Danish,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q12305859,Christian Carl Lous,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q12305860,Christian Carl Pflueg,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q111184013,Christian Carstairs,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q321679,Christian Cay Lorenz Hirschfeld,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q25873634,Christian Clodius,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079235,Christian Daniel Erhard,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q55902344,Christian Daniel Voss,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q5617585,Christian David,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079393,Christian Ehrenfried Charisius von Olthoff,1,Swedish,Swedish,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q94901051,Christian Erhard Langhans,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q55676032,Christian Erhard Langhansen,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079437,Christian Ernst Endter,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q23561121,Christian Ernst Fidelinus,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079444,Christian Ernst Simonetti,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q110937,Christian Ernst Weiße,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1730647,Christian Ernst von Bentzel-Sternau,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q94888434,Christian F. Rasco,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1779662,Christian Falster,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q68815,Christian Felix Weiße,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q5109602,Christian Fleischer,1,Danish,Danish,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q123448,Christian Frederick Börner,1,Germany,Germany,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q122133,Christian Friedrich Bernhard Augustin,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94799338,Christian Friedrich Buchner,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q61251,Christian Friedrich Daniel Schubart,1,German,German,3,0,1.0,1,strong
http://www.wikidata.org/entity/Q94847403,Christian Friedrich Eberhard,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q55676272,Christian Friedrich Emanuel Fischer,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q55674508,Christian Friedrich Enderlein,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q55130929,Christian Friedrich Ferdinand Anselm von Bonin,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079589,Christian Friedrich Francke,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q60845275,Christian Friedrich Gessner,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94887975,Christian Friedrich Gleis,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q17521988,Christian Friedrich Gottlieb Thon,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q94923592,Christian Friedrich Gottlob Kühne,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q20968737,Christian Friedrich Haupt,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q60613,Christian Friedrich Henrici,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q97177,Christian Friedrich Hunold,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q48645882,Christian Friedrich Karl Herzlieb,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q55903153,Christian Friedrich Kranewitter,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q54507098,Christian Friedrich Launitz,2,,German | Russian,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q98258,Christian Friedrich Ludwig,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079639,Christian Friedrich Michaelis,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94838092,Christian Friedrich Möller,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079642,Christian Friedrich Nürnberger,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079647,Christian Friedrich Pezold,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q97876,Christian Friedrich Quandt,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q95288,Christian Friedrich Richter,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q55102663,Christian Friedrich Scherwinzky,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079667,Christian Friedrich Schmidt,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079670,Christian Friedrich Schröder,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q99796,Christian Friedrich Sintenis,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q55874922,Christian Friedrich Timme,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q47520258,Christian Friedrich Traugott Voigt,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94900480,Christian Friedrich Unger,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079701,Christian Friedrich Weichmann,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q54555981,Christian Friedrich Wilhelm Barnickel,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q60830752,Christian Friedrich Zernitz,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079711,Christian Friedrich von Blankenburg,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q60584,Christian Fürchtegott Gellert,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q1079878,Christian Gottfried Boeckh,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q55892124,Christian Gottfried Hennig,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q216013,Christian Gottfried Körner,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q99076,Christian Gottfried Schütz,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1079918,Christian Gotthelf Fix,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q95636352,Christian Gotthilf Jacobi,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q215060,Christian Gotthilf Salzmann,1,German,German,3,0,1.0,1,strong
http://www.wikidata.org/entity/Q21415735,Christian Gotthold Crusius,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q23661895,Christian Gotthold Hauffe,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q50384552,Christian Gottlieb Berger,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079924,Christian Gottlieb Bergmann,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079945,Christian Gottlieb Clug,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079951,Christian Gottlieb Clug,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079936,Christian Gottlieb Daniel Müller,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079939,Christian Gottlieb Gilling,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q108811719,Christian Gottlieb Goez,1,Germany,Germany,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q71577,Christian Gottlieb Jöcher,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1079954,Christian Gottlieb Kühnöl,1,Germany,Germany,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079959,Christian Gottlieb Lieberkühn,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q132192990,Christian Gottlieb Moebius,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q94891832,Christian Gottlieb Neumann,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1079970,Christian Gottlieb Seydlitz,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q112505278,Christian Gottlieb Tschirschnitz,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079929,Christian Gottlob Bröder,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1079985,Christian Gottlob Gerber,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q23710237,Christian Gottlob Hempel,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q21156171,Christian Gottlob Klemm,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q55909813,Christian Gottlob Korb,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q1080004,Christian Gottlob Thube,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1080006,Christian Gottlob von Voigt,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1080160,Christian Hauschild,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1080193,Christian Heinrich Eckhard,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q15446594,Christian Heinrich Freiesleben,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q1080205,Christian Heinrich Groskurd,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q55134188,Christian Heinrich Ludwig Spiller von Mitterberg,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q54507315,Christian Heinrich Nielsen,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q108665,Christian Heinrich Schmid,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q91589,Christian Heinrich Spiess,1,German,German,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q1080232,Christian Heinrich Wolke,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q98274,Christian Herrgen,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q12306002,Christian Hertz,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q1080307,Christian Hieronymus Moll,1,Austrian/Habsburg,Austrian/Habsburg,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q77881,Christian Jakob Kraus,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q86315,Christian Jakob Salice-Contessa,2,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q1080444,Christian Jakob Wagenseil,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q95244879,Christian Jester,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q95706,Christian Joseph Jagemann,3,German,German,2,1,0.6667,1,tentative
http://www.wikidata.org/entity/Q23063115,Christian Karl Ernst Wilhelm Buri,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q1080633,Christian Knauthe,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q15437777,Christian Kuss,2,,German | Germany,1,1,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q6145939,Christian König,1,Swedish,Swedish,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q5109811,Christian Kølle,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q23710566,Christian Leberecht Heyne,1,German,German,1,0,1.0,1,single_signal
http://www.wikidata.org/entity/Q94830647,Christian Leberecht Martini,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q55901495,Christian Leberecht von Exter,0,,,0,0,,0,no_mapped_affiliation
http://www.wikidata.org/entity/Q196039,Christian Lerche,1,Danish,Danish,2,0,1.0,1,tentative
http://www.wikidata.org/entity/Q91130,Christian Levin Sander,3,,Danish | German,2,2,0.5,2,mixed_top_score
http://www.wikidata.org/entity/Q94877379,Christian Loeper,0,,,0,0,,0,no_mapped_affiliation
