wikidata_id,name,place_evidence_role_count,mapped_place_role_count,place_candidate_affiliation_count,best_place_candidate_affiliation,top_place_candidate_affiliations,top_place_checked_role_count,second_place_checked_role_count,top_place_score_share,top_place_candidate_tie_count,place_affiliation_review_status
http://www.wikidata.org/entity/Q21286534,Domenico Rossetti,2,2,2,Italian,Italian,2,1,1.0,1,tentative_place
http://www.wikidata.org/entity/Q21193703,Domenico Sacchinelli,2,2,1,Italian,Italian,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q1404597,Domenico Tempio,2,2,1,Italian,Italian,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q104126210,Domenico-Maria di Navasqües,2,2,2,Italian,Italian,2,1,1.0,1,tentative_place
http://www.wikidata.org/entity/Q13472781,Domentius IV of Georgia,2,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q537945,Domingo Badía y Leblich,3,3,2,Spanish,Spanish,2,1,0.6667,1,tentative_place
http://www.wikidata.org/entity/Q21001192,Domingo Morico,2,2,1,Spanish,Spanish,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q5290397,Domingo Patricio Meagher,2,2,3,,France | Italian | Spanish,1,1,0.5,3,mixed_place_top_score
http://www.wikidata.org/entity/Q5290410,Domingo Traggia,2,2,1,Spanish,Spanish,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q5812946,Domingo de Azcuénaga y Basavilbaso,1,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q1960658,Domingos Caldas Barbosa,2,1,1,Portuguese,Portuguese,1,0,0.5,1,single_place_signal
http://www.wikidata.org/entity/Q17285760,Domingos Maximiano Torres,1,1,1,Portuguese,Portuguese,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q10268124,Domingos Vidal Barbosa Lage,2,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q10268146,Domingos do Loreto Couto,1,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q52257,Domingos dos Reis Quita,2,2,1,Portuguese,Portuguese,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q9209816,Dominik Rudnicki,2,2,4,,Polish | Russian,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q1238063,Dominikus von Brentano,2,2,2,,Germany | Swiss,1,1,0.5,2,mixed_place_top_score
http://www.wikidata.org/entity/Q1237060,Dominique Albert Azuni,3,3,2,Italian,Italian,2,1,0.6667,1,tentative_place
http://www.wikidata.org/entity/Q106618378,Dominique Aubertin,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q202386,Dominique Dufour de Pradt,3,3,1,France,France,3,0,1.0,1,strong_place
http://www.wikidata.org/entity/Q1238234,Dominique Joseph Garat,2,1,1,France,France,1,0,0.5,1,single_place_signal
http://www.wikidata.org/entity/Q125255608,Dominique Lahetjuzan,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q971197,Dominique Martin Méon,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q3035422,Dominique Ricard,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q468618,Dominique Vivant Denon,3,3,9,France,France,3,1,1.0,1,strong_place
http://www.wikidata.org/entity/Q3034926,Dominique-Vincent Ramel-Nogaret,3,3,3,France,France,3,1,1.0,1,strong_place
http://www.wikidata.org/entity/Q1317691,Domokos Teleki,2,2,2,,Austrian/Habsburg | Germany,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q5294149,Donald Campbell,2,2,1,British,British,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q5298131,Dorning Rasbotham,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q4938988,Dorothea Biehl,2,2,1,Danish,Danish,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q4556068,Dorothea Celesia,1,1,2,,France | Italian,1,1,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q18620592,Dorothea Charlotte Elisabeth Wehrs,2,2,2,,German | Germany,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q55875421,Dorothea Fuhrken,2,2,1,Germany,Germany,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q77271,Dorothea Veit,3,3,3,,German | Germany,3,3,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q77926,Dorothea Viehmann,2,2,1,Germany,Germany,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q125886061,Dorotheos Voulismas,2,2,2,,Greek | Ottoman,1,1,0.5,2,mixed_place_top_score
http://www.wikidata.org/entity/Q18756652,Dorothy Bradshaigh,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q5298431,Dorothy Good,2,2,2,,Anglophone | British,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q3037183,Dorothy Ripley,2,2,2,,Anglophone | British,1,1,0.5,2,mixed_place_top_score
http://www.wikidata.org/entity/Q448992,Dorothy Wordsworth,2,2,1,British,British,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q347659,Dositej Obradović,2,2,5,,Germany | Ottoman,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q5301057,Dougal Graham,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q18155681,Drury Lacy,2,2,1,Anglophone,Anglophone,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q8259536,Duansheng Chen,1,1,1,China,China,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q1271645,Dudul Dorje,2,2,1,China,China,2,0,1.0,1,tentative_place
